time,location
1364404128,in[sudikoff],
1364404644,in[sudikoff],
1364404705,in[sudikoff],
1364404990,in[sudikoff],
1364405275,in[sudikoff],
1364405327,in[sudikoff],
1364405510,in[sudikoff],
1364405560,near[sudikoff; raven-house; ropeferry; ],
1364405638,near[college-street; raven-house; ropeferry; ],
1364405655,in[college-street],
1364405691,in[college-street],
1364405769,near[college-street; kemeny; baker-berry; ],
1364405785,in[kemeny],
1364405937,near[sanborn; baker-berry; kemeny; ],
1364405958,near[sanborn; parkhurst; baker-berry; ],
1364406050,near[parkhurst; baker-berry; ],
1364406065,near[robinson; mcnutt; wentworth; ],
1364406102,near[robinson; mcnutt; wentworth; ],
1364406117,in[53_commons],
1364406195,in[53_commons],
1364406255,in[53_commons],
1364406316,in[53_commons],
1364406376,in[53_commons],
1364406436,in[53_commons],
1364406496,in[53_commons],
1364406527,in[53_commons],
1364406616,in[53_commons],
1364406676,in[53_commons],
1364406736,in[53_commons],
1364406796,in[53_commons],
1364406856,in[53_commons],
1364406916,in[53_commons],
1364406977,in[53_commons],
1364407037,in[53_commons],
1364407097,in[53_commons],
1364407157,in[53_commons],
1364407217,in[53_commons],
1364407277,in[53_commons],
1364407337,in[53_commons],
1364407353,in[53_commons],
1364407457,in[53_commons],
1364407517,in[53_commons],
1364407577,in[53_commons],
1364407637,in[53_commons],
1364407677,in[53_commons],
1364407727,in[53_commons],
1364407818,in[53_commons],
1364407878,in[53_commons],
1364407938,in[53_commons],
1364407998,in[53_commons],
1364408056,in[53_commons],
1364408118,in[53_commons],
1364408178,in[53_commons],
1364408238,in[53_commons],
1364408259,in[53_commons],
1364408358,in[53_commons],
1364408418,in[53_commons],
1364408478,in[53_commons],
1364408538,in[53_commons],
1364408580,in[53_commons],
1364408592,in[53_commons],
1364408659,in[53_commons],
1364408719,in[53_commons],
1364408779,in[53_commons],
1364408839,in[53_commons],
1364408899,in[53_commons],
1364408913,in[53_commons],
1364408927,in[53_commons],
1364409019,in[53_commons],
1364409079,in[53_commons],
1364409139,in[53_commons],
1364409159,in[53_commons],
1364409259,in[53_commons],
1364409320,in[53_commons],
1364409380,in[53_commons],
1364409440,in[53_commons],
1364409480,in[53_commons],
1364409560,in[53_commons],
1364409577,in[53_commons],
1364409668,in[53_commons],
1364409731,in[53_commons],
1364409800,in[53_commons],
1364409860,in[53_commons],
1364409920,in[53_commons],
1364409980,in[53_commons],
1364410015,in[53_commons],
1364410100,in[53_commons],
1364410127,in[53_commons],
1364410221,in[53_commons],
1364410281,in[53_commons],
1364410341,in[53_commons],
1364410401,in[53_commons],
1364410461,near[53_commons; massrow; robinson; ],
1364410519,near[massrow; robinson; mcnutt; ],
1364410534,near[baker-berry; robinson; mcnutt; ],
1364410558,near[thornton; hopkins; dartmouth_hall; ],
1364410573,near[thornton; hopkins; massrow; ],
1364410641,near[thornton; reed; hopkins; ],
1364410662,near[thornton; reed; dartmouth_hall; ],
1364410678,near[wentworth; hopkins; thornton; ],
1364410699,near[wentworth; dartmouth_hall; hopkins; ],
1364410714,near[wentworth; dartmouth_hall; websterhall; ],
1364410784,near[baker-berry; websterhall; wentworth; ],
1364410799,near[baker-berry; steele; websterhall; ],
1364410853,near[baker-berry; steele; college-street; ],
1364410913,near[baker-berry; steele; college-street; ],
1364410936,near[college-street; steele; fairchild; ],
1364411033,near[sudikoff; college-street; mclaughlin; ],
1364411091,near[sudikoff; college-street; mclaughlin; ],
1364411149,in[sudikoff],
1364411318,in[sudikoff],
1364411469,in[sudikoff],
1364411603,in[sudikoff],
1364411859,in[sudikoff],
1364411906,in[sudikoff],
1364411932,in[sudikoff],
1364412034,in[sudikoff],
1364412066,near[sudikoff; mclaughlin; burke; ],
1364412082,near[burke; mclaughlin; steele; ],
1364412141,near[mclaughlin; burke; steele; ],
1364412157,in[mclaughlin],
1364412210,near[mclaughlin; dana-library; ropeferry; ],
1364412302,near[dana-library; lsb; ],
1364412352,in[lsb],
1364412368,in[north-park],
1364412521,in[north-park],
1364412821,in[north-park],
1364412868,in[north-park],
1364412928,in[north-park],
