time,location
1364356807,in[woodward],
1364356822,in[woodward],
1364356838,in[woodward],
1364356853,in[woodward],
1364356869,in[woodward],
1364356884,in[woodward],
1364356900,in[woodward],
1364356915,in[woodward],
1364356931,in[woodward],
1364356951,in[woodward],
1364356966,in[woodward],
1364356982,in[woodward],
1364356997,in[woodward],
1364357013,in[woodward],
1364357029,in[woodward],
1364357044,in[woodward],
1364357060,in[woodward],
1364357075,in[woodward],
1364357085,in[woodward],
1364357101,in[woodward],
1364357116,in[woodward],
1364357132,in[woodward],
1364357147,in[woodward],
1364357163,in[woodward],
1364357179,in[woodward],
1364357194,in[woodward],
1364357210,in[woodward],
1364357225,in[woodward],
1364357235,in[woodward],
1364357251,in[woodward],
1364357266,in[woodward],
1364357282,in[woodward],
1364357298,in[woodward],
1364357313,in[woodward],
1364357329,in[woodward],
1364357345,in[woodward],
1364357360,in[woodward],
1364357376,in[woodward],
1364357391,in[woodward],
1364357407,in[woodward],
1364357422,in[woodward],
1364357438,in[woodward],
1364357454,in[woodward],
1364357469,in[woodward],
1364357485,in[woodward],
1364357500,in[woodward],
1364357516,in[woodward],
1364357531,in[woodward],
1364357551,in[woodward],
1364357567,in[woodward],
1364357582,in[woodward],
1364357598,in[woodward],
1364357613,in[woodward],
1364357629,in[woodward],
1364357645,in[woodward],
1364357660,in[woodward],
1364357676,in[woodward],
1364357691,in[woodward],
1364357707,in[woodward],
1364357722,in[woodward],
1364357738,in[woodward],
1364357754,in[woodward],
1364357769,in[woodward],
1364357785,in[woodward],
1364357800,in[woodward],
1364357816,in[woodward],
1364357832,in[woodward],
1364357851,in[woodward],
1364357867,in[woodward],
1364357882,in[woodward],
1364357898,in[woodward],
1364357913,in[woodward],
1364357929,in[woodward],
1364357944,in[woodward],
1364357960,in[woodward],
1364357975,in[woodward],
1364357991,in[woodward],
1364358007,in[woodward],
1364358022,in[woodward],
1364358038,in[woodward],
1364358053,in[woodward],
1364358069,in[woodward],
1364358084,in[woodward],
1364358100,in[woodward],
1364358116,in[woodward],
1364358131,in[woodward],
1364358151,in[woodward],
1364358167,in[woodward],
1364358182,in[woodward],
1364358198,in[woodward],
1364358213,in[woodward],
1364358229,in[woodward],
1364358244,in[woodward],
1364358260,in[woodward],
1364358276,in[woodward],
1364358301,in[woodward],
1364358320,in[woodward],
1364358335,in[woodward],
1364358351,in[woodward],
1364358366,in[woodward],
1364358382,in[woodward],
1364358398,in[woodward],
1364358413,in[woodward],
1364358428,in[woodward],
1364358451,in[woodward],
1364358467,in[woodward],
1364358482,in[woodward],
1364358498,in[woodward],
1364358513,in[woodward],
1364358529,in[woodward],
1364358545,in[woodward],
1364358560,in[woodward],
1364358576,in[woodward],
1364358591,in[woodward],
1364358607,in[woodward],
1364358622,in[woodward],
1364358638,in[woodward],
1364358654,in[woodward],
1364358669,in[woodward],
1364358685,in[woodward],
1364358700,in[woodward],
1364358716,in[woodward],
1364358731,in[woodward],
1364358751,in[woodward],
1364358767,in[woodward],
1364358782,in[woodward],
1364358798,in[woodward],
1364358813,in[woodward],
1364358829,in[woodward],
1364358844,in[woodward],
1364358860,in[woodward],
1364358875,in[woodward],
1364358891,in[woodward],
1364358906,in[woodward],
1364358922,in[woodward],
1364358938,in[woodward],
1364358953,in[woodward],
1364358969,in[woodward],
1364358984,in[woodward],
1364359000,in[woodward],
1364359015,in[woodward],
1364359031,in[woodward],
1364359051,in[woodward],
1364359066,in[woodward],
1364359082,in[woodward],
1364359098,in[woodward],
1364359113,in[woodward],
1364359129,in[woodward],
1364359144,in[woodward],
1364359160,in[woodward],
1364359175,in[woodward],
1364359191,in[woodward],
1364359206,in[woodward],
1364359222,in[woodward],
1364359238,in[woodward],
1364359253,in[woodward],
1364359269,in[woodward],
1364359284,in[woodward],
1364359300,in[woodward],
1364359315,in[woodward],
1364359331,in[woodward],
1364359351,in[woodward],
1364359367,in[woodward],
1364359382,in[woodward],
1364359398,in[woodward],
1364359413,in[woodward],
1364359429,in[woodward],
1364359444,in[woodward],
1364359460,in[woodward],
1364359475,in[woodward],
1364359485,in[woodward],
1364359501,in[woodward],
1364359516,in[woodward],
1364359532,in[woodward],
1364359547,in[woodward],
1364359563,in[woodward],
1364359578,in[woodward],
1364359594,in[woodward],
1364359610,in[woodward],
1364359625,in[woodward],
1364359635,in[woodward],
1364359651,in[woodward],
1364359667,in[woodward],
1364359682,in[woodward],
