time,location
1364357691,in[sudikoff],
1364358555,in[sudikoff],
1364358891,in[sudikoff],
1364360091,in[sudikoff],
1364360406,in[sudikoff],
1364361291,in[sudikoff],
1364362243,in[sudikoff],
1364362491,in[sudikoff],
1364363691,in[sudikoff],
1364364066,in[sudikoff],
1364364891,in[sudikoff],
1364365926,in[sudikoff],
1364366091,in[sudikoff],
1364367291,in[sudikoff],
1364367786,in[sudikoff],
1364368491,in[sudikoff],
1364369613,in[sudikoff],
1364369691,in[sudikoff],
1364370891,in[sudikoff],
1364371446,in[sudikoff],
1364372091,in[sudikoff],
1364373291,in[sudikoff],
1364374491,in[sudikoff],
1364375106,in[sudikoff],
1364375691,in[sudikoff],
1364376891,in[sudikoff],
1364376964,in[sudikoff],
1364378091,in[sudikoff],
1364378826,in[sudikoff],
1364379291,in[sudikoff],
1364380491,in[sudikoff],
1364380632,in[sudikoff],
1364381691,in[sudikoff],
1364382461,in[sudikoff],
1364382893,in[sudikoff],
1364384091,in[sudikoff],
1364384293,in[sudikoff],
1364384321,in[sudikoff],
1364385291,in[sudikoff],
1364386133,in[sudikoff],
1364386491,in[sudikoff],
1364387691,in[sudikoff],
1364387946,in[sudikoff],
1364388891,in[sudikoff],
1364389806,in[sudikoff],
1364390091,in[sudikoff],
1364391291,in[sudikoff],
1364391652,in[sudikoff],
1364392491,in[sudikoff],
1364393466,in[sudikoff],
1364393691,in[sudikoff],
1364394891,in[sudikoff],
1364395326,in[sudikoff],
1364396091,in[sudikoff],
1364397144,in[sudikoff],
1364397291,in[sudikoff],
1364398491,in[sudikoff],
1364398986,in[sudikoff],
1364399691,in[sudikoff],
1364400808,in[sudikoff],
1364400891,in[sudikoff],
1364402091,in[sudikoff],
1364402613,in[sudikoff],
1364403291,in[sudikoff],
1364404446,in[sudikoff],
1364404491,in[sudikoff],
1364405691,in[sudikoff],
1364406306,in[sudikoff],
1364406891,in[sudikoff],
1364408091,in[sudikoff],
1364408120,in[sudikoff],
1364411643,in[sudikoff],
1364506796,in[sudikoff],
1364507995,in[sudikoff],
1364508088,in[sudikoff],
1364508103,in[sudikoff],
1364508119,in[sudikoff],
1364508135,in[sudikoff],
1364508151,near[sudikoff; mclaughlin; raven-house; ],
1364508166,near[sudikoff; college-street; raven-house; ],
1364508182,near[sudikoff; college-street; raven-house; ],
1364508197,near[sudikoff; college-street; raven-house; ],
1364508213,near[college-street; moore; kemeny; ],
1364508228,near[college-street; kemeny; raven-house; ],
1364508244,near[kemeny; college-street; raven-house; ],
1364508259,near[kemeny; baker-berry; college-street; ],
1364508275,near[baker-berry; kemeny; steele; ],
1364508291,in[baker-berry],
1364508306,in[baker-berry],
1364508322,in[baker-berry],
1364508338,in[baker-berry],
1364508353,in[baker-berry],
1364508369,near[baker-berry; websterhall; sanborn; ],
1364508385,near[baker-berry; websterhall; rollins-chapel; ],
1364508404,near[rollins-chapel; wentworth; steele; ],
1364508418,near[wentworth; rollins-chapel; batrlett; ],
1364508428,near[wentworth; steele; rollins-chapel; ],
1364508438,near[wentworth; fayerweather; rollins-chapel; ],
1364508448,near[wentworth; fayerweather; rollins-chapel; ],
1364508458,near[wentworth; dartmouth_hall; fayerweather; ],
1364508468,near[wentworth; dartmouth_hall; fayerweather; ],
1364508486,near[dartmouth_hall; fayerweather; rollins-chapel; ],
1364508504,in[ripley],
1364508568,in[ripley],
1364508583,in[ripley],
1364508647,in[ripley],
1364508662,in[ripley],
1364508678,in[ripley],
1364508693,in[ripley],
1364508709,in[ripley],
1364508724,in[ripley],
1364508740,in[ripley],
1364508755,in[ripley],
1364508770,in[ripley],
1364508790,in[ripley],
1364508805,in[ripley],
1364508821,in[ripley],
1364508836,in[ripley],
1364508852,in[ripley],
1364508867,in[ripley],
1364508883,in[ripley],
1364508898,in[ripley],
1364508914,in[ripley],
1364508929,in[ripley],
1364508945,in[ripley],
1364508960,in[ripley],
1364508976,in[ripley],
1364508991,in[ripley],
1364509007,in[ripley],
1364509022,in[ripley],
1364509038,in[ripley],
1364509053,in[ripley],
1364509069,in[ripley],
1364509090,in[ripley],
1364509106,in[ripley],
1364509121,in[ripley],
1364509136,in[ripley],
1364509152,in[ripley],
1364509167,in[ripley],
1364509183,in[ripley],
1364509195,in[ripley],
1364509211,in[ripley],
1364509226,in[ripley],
1364509242,in[ripley],
1364509257,in[ripley],
1364509273,in[ripley],
1364509288,in[ripley],
1364509304,in[ripley],
1364509319,in[ripley],
1364509334,in[ripley],
1364509350,in[ripley],
1364509365,in[ripley],
1364509375,in[ripley],
1364509390,in[ripley],
1364509405,in[ripley],
1364509421,in[ripley],
1364509436,in[ripley],
1364509452,in[ripley],
1364509467,in[ripley],
1364509483,in[ripley],
1364509498,in[ripley],
1364509514,in[ripley],
1364509529,in[ripley],
1364509545,in[ripley],
1364509560,in[ripley],
1364509576,in[ripley],
1364509591,in[ripley],
1364509617,in[ripley],
1364509632,in[ripley],
1364509642,in[ripley],
1364509652,in[ripley],
1364509663,in[ripley],
1364509726,in[ripley],
1364509737,in[ripley],
1364509785,in[ripley],
1364509842,in[ripley],
1364510134,in[ripley],
1364510395,in[ripley],
1364510512,in[ripley],
1364510726,in[ripley],
1364510806,in[ripley],
1364511595,in[ripley],
1364512368,in[ripley],
1364512406,in[ripley],
1364512435,in[ripley],
1364512481,in[ripley],
1364512491,in[ripley],
1364512501,in[ripley],
1364512720,in[ripley],
1364512795,in[ripley],
1364513005,in[ripley],
1364513337,in[ripley],
1364513364,in[ripley],
1364513379,near[sphinx; topliff; ],
1364513398,near[sphinx; sport-venues; topliff; ],
1364513427,near[sport-venues; fayerweather; ],
1364513443,in[topliff],
1364513498,in[topliff],
1364513514,near[batrlett; newhamp; reed; ],
1364513549,near[batrlett; newhamp; reed; ],
1364513565,in[hopkins],
1364513622,in[hopkins],
1364513907,in[hopkins],
1364513995,in[hopkins],
1364514192,in[hopkins],
1364514477,in[hopkins],
1364514762,in[hopkins],
1364515047,in[hopkins],
1364515146,in[hopkins],
1364515195,in[hopkins],
1364515949,in[hopkins],
1364516234,in[hopkins],
1364516395,in[hopkins],
1364516519,in[hopkins],
1364516804,in[hopkins],
1364516938,in[hopkins],
1364517089,near[hopkins; fayerweather; batrlett; ],
1364517105,near[fayerweather; hopkins; batrlett; ],
1364517126,near[fayerweather; dartmouth_hall; wentworth; ],
1364517155,near[fayerweather; wentworth; rollins-chapel; ],
1364517186,in[rollins-chapel],
1364517202,in[ripley],
1364517217,in[ripley],
1364517247,in[ripley],
1364517262,in[ripley],
1364517374,in[ripley],
1364517595,in[ripley],
1364517659,in[ripley],
1364517786,in[ripley],
1364518561,in[ripley],
1364518795,in[ripley],
1364518846,in[ripley],
1364519131,in[ripley],
1364519416,in[ripley],
1364519701,in[ripley],
1364519986,in[ripley],
1364520271,in[ripley],
1364520426,in[ripley],
1364521173,in[ripley],
1364521195,in[ripley],
1364521458,in[ripley],
1364521743,in[ripley],
1364522028,in[ripley],
1364522313,in[ripley],
1364522395,in[ripley],
1364522598,in[ripley],
1364522769,in[ripley],
1364522928,in[ripley],
1364522943,in[ripley],
1364523228,in[ripley],
1364523513,in[ripley],
1364523595,in[ripley],
1364523846,in[ripley],
1364524131,in[ripley],
1364524416,in[ripley],
1364524701,in[ripley],
1364524795,in[ripley],
1364524986,in[ripley],
1364525271,in[ripley],
1364525557,in[ripley],
1364525678,in[ripley],
1364525995,in[ripley],
1364526458,in[ripley],
1364526744,in[ripley],
1364527028,in[ripley],
1364527195,in[ripley],
1364527314,in[ripley],
1364527599,in[ripley],
1364527884,in[ripley],
1364528169,in[ripley],
1364528286,in[ripley],
1364528395,in[ripley],
1364529070,in[ripley],
1364529356,in[ripley],
1364529595,in[ripley],
1364529926,in[ripley],
1364530211,in[ripley],
1364530496,in[ripley],
1364530781,in[ripley],
1364530795,in[ripley],
1364530884,in[ripley],
1364531682,in[ripley],
1364531967,in[ripley],
1364531995,in[ripley],
1364532252,in[ripley],
1364532537,in[ripley],
1364532822,in[ripley],
1364533107,in[ripley],
1364533195,in[ripley],
1364533393,in[ripley],
1364533506,in[ripley],
1364534072,in[ripley],
1364534085,in[ripley],
1364534221,in[ripley],
1364534297,in[ripley],
1364534395,in[ripley],
1364534582,in[ripley],
1364534845,in[ripley],
1364534860,in[ripley],
1364535595,in[ripley],
1364536086,in[ripley],
1364536795,in[ripley],
1364537110,in[ripley],
1364537946,in[ripley],
1364537995,in[ripley],
1364538302,in[ripley],
1364539195,in[ripley],
1364539798,in[ripley],
1364540395,in[ripley],
1364541595,in[ripley],
1364541606,in[ripley],
1364542795,in[ripley],
1364543466,in[ripley],
1364543995,in[ripley],
1364545195,in[ripley],
1364545284,in[ripley],
1364546397,in[ripley],
1364547126,in[ripley],
1364547595,in[ripley],
1364548795,in[ripley],
1364548972,in[ripley],
1364549102,in[ripley],
1364549995,in[ripley],
1364550786,in[ripley],
1364551195,in[ripley],
1364552395,in[ripley],
1364552615,in[ripley],
1364553595,in[ripley],
1364554446,in[ripley],
1364554795,in[ripley],
1364555995,in[ripley],
1364556278,in[ripley],
1364557195,in[ripley],
1364558106,in[ripley],
1364558395,in[ripley],
1364559595,in[ripley],
1364559902,in[ripley],
1364560795,in[ripley],
1364561766,in[ripley],
1364561995,in[ripley],
1364563195,in[ripley],
1364563613,in[ripley],
1364564395,in[ripley],
1364565426,in[ripley],
1364565595,in[ripley],
1364565617,near[woodward; ripley; wentworth; ],
1364565635,near[wentworth; dartmouth_hall; fayerweather; ],
1364565668,near[wentworth; dartmouth_hall; baker-berry; ],
1364565749,near[steele; college-street; baker-berry; ],
1364565765,near[steele; college-street; library-default-services; ],
1364565828,near[steele; college-street; library-default-services; ],
1364565844,in[mclaughlin],
1364565863,in[mclaughlin],
1364566000,near[lsb; dana-library; mclaughlin; ],
1364566026,in[lsb],
1364566795,in[lsb],
1364567286,in[lsb],
1364567594,in[lsb],
1364567995,in[lsb],
1364569108,in[lsb],
1364569195,in[lsb],
1364569702,in[lsb],
1364569765,in[lsb],
1364569784,near[lsb; vail; dana-library; ],
1364569811,near[dana-library; vail; lsb; ],
