time,location
1364410344,in[sudikoff],
1364411861,in[sudikoff],
1364829899,in[sudikoff],
1364831098,in[sudikoff],
1364831704,in[sudikoff],
1364832298,in[sudikoff],
1364833498,in[sudikoff],
1364833519,in[sudikoff],
1364834698,in[sudikoff],
1364835325,in[sudikoff],
1364835898,in[sudikoff],
1364837098,in[sudikoff],
1364837130,in[sudikoff],
1364838298,in[sudikoff],
1364838936,in[sudikoff],
1364839498,in[sudikoff],
1364840475,in[sudikoff],
1364840485,in[sudikoff],
1364840495,in[sudikoff],
1364840505,in[sudikoff],
1364840515,in[sudikoff],
1364840533,in[sudikoff],
1364840698,in[sudikoff],
1364840758,in[sudikoff],
1364841330,in[sudikoff],
1364841898,in[sudikoff],
1364842479,in[sudikoff],
1364842494,in[college-street],
1364842584,near[college-street; kemeny; sudikoff; ],
1364842600,in[kemeny],
1364842622,in[kemeny],
1364842638,near[kemeny; carson-tech_services; baker-berry; ],
1364842679,near[kemeny; silsby-rocky; baker-berry; ],
1364842730,near[silsby-rocky; kemeny; occum; ],
1364842751,near[silsby-rocky; occum; kemeny; ],
1364842766,near[butterfield; silsby-rocky; ],
1364842782,in[butterfield],
1364842822,in[butterfield],
1364842837,near[blunt_alumni_center; sanborn; baker-berry; ],
1364842866,near[blunt_alumni_center; parkhurst; baker-berry; ],
1364843004,near[blunt_alumni_center; baker-berry; parkhurst; ],
1364843019,near[parkhurst; baker-berry; steele; ],
1364843067,near[parkhurst; baker-berry; steele; ],
1364843078,near[hopkins; dartmouth_hall; baker-berry; ],
1364843142,near[hopkins; dartmouth_hall; reed; ],
1364843158,near[reed; baker-berry; ],
1364843203,near[hopkins; carson-tech_services; reed; ],
1364843279,near[hopkins; carson-tech_services; batrlett; ],
1364843294,in[hopkins],
1364843320,in[hopkins],
1364843417,in[hopkins],
1364843432,in[hopkins],
1364843605,in[hopkins],
1364843731,in[hopkins],
1364843747,near[reed; wentworth; baker-berry; ],
1364843987,near[parkhurst; blunt_alumni_center; hitchcock; ],
1364844003,in[hitchcock],
1364844018,in[butterfield],
1364844040,in[butterfield],
1364844056,in[butterfield],
1364844083,in[butterfield],
1364844107,in[butterfield],
1364844298,near[hopkins; butterfield; occum; ],
1364844887,in[hopkins],
1364845048,in[butterfield],
1364845058,in[butterfield],
1364845498,in[butterfield],
1364846695,near[butterfield; hopkins; ],
1364847898,near[butterfield; hopkins; ],
1364848019,near[butterfield; hopkins; ],
1364848502,near[butterfield; hopkins; ],
1364849098,in[butterfield],
1364850298,in[hopkins],
1364850706,near[butterfield; hopkins; ],
