time,location
1364357391,in[gile],
1364357907,in[gile],
1364358591,in[gile],
1364359730,in[gile],
1364359791,in[gile],
1364360991,in[gile],
1364361536,in[gile],
1364362191,in[gile],
1364363341,in[gile],
1364363391,in[gile],
1364364591,in[gile],
1364365182,in[gile],
1364365791,in[gile],
1364366991,in[gile],
1364368191,in[gile],
1364368806,in[gile],
1364369391,in[gile],
1364370591,in[gile],
1364370666,in[gile],
1364371791,in[gile],
1364372479,in[gile],
1364372991,in[gile],
1364374191,in[gile],
1364374326,in[gile],
1364375391,in[gile],
1364376141,in[gile],
1364376591,in[gile],
1364377791,in[gile],
1364377986,in[gile],
1364378991,in[gile],
1364379792,in[gile],
1364380191,in[gile],
1364381391,in[gile],
1364381602,in[gile],
1364382591,in[gile],
1364383443,in[gile],
1364383791,in[gile],
1364384991,in[gile],
1364385264,in[gile],
1364386191,in[gile],
1364387074,in[gile],
1364387391,in[gile],
1364388591,in[gile],
1364388906,in[gile],
1364389791,in[gile],
1364390744,in[gile],
1364390991,in[gile],
1364391990,near[hitchcock; butterfield; occum; ],
1364392014,near[butterfield; parkhurst; hitchcock; ],
1364392038,near[baker-berry; blunt_alumni_center; butterfield; ],
1364392082,near[baker-berry; carpenterhall; sanborn; ],
1364392136,in[baker-berry],
1364392152,near[baker-berry; steele; college-street; ],
1364392191,near[baker-berry; steele; college-street; ],
1364392235,near[steele; baker-berry; college-street; ],
1364392251,near[steele; college-street; burke; ],
1364392348,near[steele; college-street; burke; ],
1364392418,in[mclaughlin],
1364392434,near[dana-library; vail; remsen; lsb; ],
1364392490,near[lsb; dana-library; vail; ],
1364392550,in[lsb],
1364393391,in[lsb],
1364394366,in[lsb],
1364394591,in[lsb],
1364395791,in[lsb],
1364396226,in[lsb],
1364396983,near[dana-library; lsb; vail; ],
1364396994,in[dana-library],
1364397055,in[dana-library],
1364397089,in[mclaughlin],
1364397153,near[sudikoff; burke; mclaughlin; ],
1364398191,in[sudikoff],
1364399391,in[sudikoff],
1364400006,in[sudikoff],
1364400591,in[sudikoff],
1364401479,in[sudikoff],
1364401494,near[ropeferry; college-street; mclaughlin; ],
1364401505,near[college-street; ropeferry; raven-house; ],
1364401538,near[college-street; raven-house; sudikoff; ],
