time,location
1364356944,in[ripley],
1364357187,in[ripley],
1364357514,in[ripley],
1364357799,in[ripley],
1364358084,in[ripley],
1364358186,in[ripley],
1364358387,in[ripley],
1364358986,in[ripley],
1364359271,in[ripley],
1364359556,in[ripley],
1364359587,in[ripley],
1364359841,in[ripley],
1364360126,in[ripley],
1364360411,in[ripley],
1364360696,in[ripley],
1364360787,in[ripley],
1364361598,in[ripley],
1364361883,in[ripley],
1364361987,in[ripley],
1364362168,in[ripley],
1364362453,in[ripley],
1364362738,in[ripley],
1364363023,in[ripley],
1364363187,in[ripley],
1364363308,in[ripley],
1364363406,in[ripley],
1364364210,in[ripley],
1364364387,in[ripley],
1364364495,in[ripley],
1364364780,in[ripley],
1364365065,in[ripley],
1364365350,in[ripley],
1364365587,in[ripley],
1364365635,in[ripley],
1364365920,in[ripley],
1364366046,in[ripley],
1364366787,in[ripley],
1364367107,in[ripley],
1364367392,in[ripley],
1364367677,in[ripley],
1364367962,in[ripley],
1364367987,in[ripley],
1364368247,in[ripley],
1364368532,in[ripley],
1364368630,in[ripley],
1364369187,in[ripley],
1364369433,in[ripley],
1364369718,in[ripley],
1364370003,in[ripley],
1364370288,in[ripley],
1364370387,in[ripley],
1364370573,in[ripley],
1364370858,in[ripley],
1364371143,in[ripley],
1364371266,in[ripley],
1364371587,in[ripley],
1364372046,in[ripley],
1364372331,in[ripley],
1364372616,in[ripley],
1364372787,in[ripley],
1364372901,in[ripley],
1364373186,in[ripley],
1364373471,in[ripley],
1364373756,in[ripley],
1364373906,in[ripley],
1364373987,in[ripley],
1364374349,in[ripley],
1364374382,in[ripley],
1364374658,in[ripley],
1364374943,in[ripley],
1364375187,in[ripley],
1364375513,in[ripley],
1364375798,in[ripley],
1364376083,in[ripley],
1364376368,in[ripley],
1364376387,in[ripley],
1364376486,in[ripley],
1364377270,in[ripley],
1364377555,in[ripley],
1364377587,in[ripley],
1364377840,in[ripley],
1364378125,in[ripley],
1364378410,in[ripley],
1364378695,in[ripley],
1364378787,in[ripley],
1364378980,in[ripley],
1364379110,in[ripley],
1364379882,in[ripley],
1364379987,in[ripley],
1364380167,in[ripley],
1364380452,in[ripley],
1364380737,in[ripley],
1364381022,in[ripley],
1364381187,in[ripley],
1364381307,in[ripley],
1364381592,near[ripley; woodward; ],
1364381690,near[woodward; ripley; ],
1364382341,in[ripley],
1364382356,near[wentworth; fayerweather; ],
1364382370,in[wentworth],
1364382387,near[wentworth; rollins-chapel; fayerweather; ],
1364382451,near[wentworth; rollins-chapel; websterhall; ],
1364382466,near[parkhurst; hopkins; wentworth; ],
1364382534,near[parkhurst; hopkins; wentworth; ],
1364382629,near[hopkins; robinson; thornton; ],
1364382644,near[robinson; hopkins; baker-berry; ],
1364382780,in[hopkins],
1364383065,in[hopkins],
1364383350,in[hopkins],
1364383587,in[hopkins],
1364383635,in[hopkins],
1364383920,in[hopkins],
1364384205,in[hopkins],
1364384304,in[hopkins],
1364384787,in[hopkins],
1364385107,in[hopkins],
1364385392,in[hopkins],
1364385677,in[hopkins],
1364385962,in[hopkins],
1364385987,in[hopkins],
1364386247,in[hopkins],
1364386532,in[hopkins],
1364386817,in[hopkins],
1364386926,in[hopkins],
1364387187,in[hopkins],
1364387718,in[hopkins],
1364388003,in[hopkins],
1364388289,in[hopkins],
1364388387,in[hopkins],
1364388574,in[hopkins],
1364388859,in[hopkins],
1364389144,in[hopkins],
1364389429,in[hopkins],
1364389537,in[hopkins],
1364389587,in[hopkins],
1364390330,in[hopkins],
1364390615,in[hopkins],
1364390787,in[hopkins],
1364390901,in[hopkins],
1364391185,in[hopkins],
1364391471,in[hopkins],
1364391667,in[hopkins],
1364391682,in[hopkins],
1364391756,in[hopkins],
1364391803,in[hopkins],
1364391820,near[parkhurst; robinson; baker-berry; ],
1364391916,near[parkhurst; dartmouth_hall; wentworth; ],
1364391948,near[websterhall; wentworth; dartmouth_hall; ],
1364391982,near[baker-berry; sanborn; websterhall; ],
1364391993,near[baker-berry; websterhall; sanborn; ],
1364392041,in[baker-berry],
1364392112,near[baker-berry; college-street; steele; ],
1364392146,near[college-street; steele; sudikoff; ],
1364392209,near[mclaughlin; college-street; steele; ],
1364392250,near[dana-library; mclaughlin; burke; ],
1364392943,in[lsb],
1364393187,in[lsb],
1364393513,in[lsb],
1364393798,in[lsb],
1364394083,in[lsb],
1364394368,in[lsb],
1364394387,in[lsb],
1364394653,in[lsb],
1364394786,in[lsb],
1364395555,in[lsb],
1364395587,in[lsb],
1364395840,in[lsb],
1364396125,in[lsb],
1364396194,in[lsb],
1364396410,in[lsb],
1364396695,in[lsb],
1364396787,in[lsb],
1364396829,in[lsb],
1364396925,in[lsb],
1364396942,in[dana-library],
1364396986,in[dana-library],
1364397001,in[mclaughlin],
1364397020,in[mclaughlin],
1364397044,in[burke],
1364397126,near[steele; burke; college-street; ],
1364397141,in[steele],
1364397181,near[steele; baker-berry; college-street; ],
1364397197,in[baker-berry],
1364397269,near[baker-berry; wentworth; rollins-chapel; ],
1364397288,near[rollins-chapel; wentworth; ],
1364397303,near[rollins-chapel; wentworth; ],
1364397319,in[ripley],
1364397331,in[ripley],
1364397366,in[ripley],
1364397597,in[woodward],
1364397697,in[woodward],
1364397712,in[topliff],
1364397728,near[thornton; Mckenzie; batrlett; ],
1364397759,near[hopkins; thornton; Mckenzie; ],
1364397775,in[hopkins],
1364397882,in[hopkins],
1364397899,in[hopkins],
1364397940,near[hopkins; carson-tech_services; HanoverInn; ],
1364397963,near[topliff; Mckenzie; carson-tech_services; ],
1364397981,near[topliff; Mckenzie; sport-venues; ],
1364397998,near[sport-venues; north-park; topliff; ],
1364398034,in[sport-venues],
1364398044,in[sport-venues],
1364398137,in[sport-venues],
1364398452,in[sport-venues],
1364398737,in[sport-venues],
1364399022,in[sport-venues],
1364399187,in[sport-venues],
1364399307,in[sport-venues],
1364399406,in[sport-venues],
1364400209,near[topliff; north-park; sport-venues; ],
1364400229,near[topliff; sport-venues; north-park; ],
1364400272,near[east-wheelock; north-park; sphinx; ],
1364400312,near[east-wheelock; woodward; sphinx; ],
1364400345,near[woodward; ripley; ],
1364400366,in[ripley],
1364400387,in[ripley],
1364400494,in[ripley],
1364400779,in[ripley],
1364400885,in[ripley],
1364400900,in[ripley],
1364401064,in[ripley],
1364401237,in[ripley],
1364401349,in[ripley],
1364401587,in[ripley],
1364401634,in[ripley],
1364401658,near[ripley; woodward; north-park; ],
1364401695,in[woodward],
1364401711,in[fayerweather],
1364401732,near[sphinx; fayerweather; batrlett; ],
1364401773,near[batrlett; sphinx; hallgarten; ],
1364401807,near[batrlett; hopkins; robinson; ],
1364401825,near[batrlett; hopkins; robinson; ],
1364401850,in[batrlett],
1364401865,near[baker-berry; batrlett; carson-tech_services; ],
1364401919,near[HanoverInn; east-wheelock; baker-berry; ],
1364401975,near[east-wheelock; hopkins; ],
1364401991,in[baker-berry],
1364402024,in[baker-berry],
1364402130,near[hopkins; baker-berry; east-wheelock; ],
1364402521,in[hopkins],
1364402787,in[hopkins],
1364402914,in[hopkins],
1364402930,in[robinson],
1364403106,near[robinson; thornton; hopkins; ],
1364403391,in[robinson],
1364403676,in[robinson],
1364403961,in[robinson],
1364403987,in[robinson],
1364404246,in[robinson],
1364404386,in[robinson],
1364405148,in[robinson],
1364405187,in[robinson],
1364405433,in[robinson],
1364405718,in[robinson],
1364406003,in[robinson],
1364406288,in[robinson],
1364406387,in[robinson],
1364406573,in[robinson],
1364406858,in[robinson],
1364406966,in[robinson],
1364407587,in[robinson],
1364407760,in[robinson],
1364408045,in[robinson],
1364408177,near[hopkins; robinson; ],
1364408193,in[hopkins],
1364408330,in[hopkins],
1364408615,in[hopkins],
1364408780,in[hopkins],
1364408810,near[east-wheelock; HanoverInn; robinson; ],
1364408831,near[HanoverInn; hopkins; east-wheelock; ],
1364408846,near[hopkins; HanoverInn; carson-tech_services; ],
1364408872,in[HanoverInn],
1364409185,in[hopkins],
1364409446,near[hopkins; batrlett; topliff; ],
1364409495,near[woodward; east-wheelock; sphinx; ],
1364409513,near[woodward; ripley; east-wheelock; ],
1364409532,in[ripley],
1364409606,in[ripley],
1364409987,in[ripley],
1364410375,in[ripley],
1364410393,in[ripley],
1364410409,near[woodward; steele; rollins-chapel; ],
1364410472,near[baker-berry; steele; rollins-chapel; ],
1364410653,near[baker-berry; sanborn; ],
1364410669,near[baker-berry; carpenterhall; butterfield; ],
1364410715,near[butterfield; baker-berry; carpenterhall; ],
1364410774,in[butterfield],
1364410800,in[fahey-mclane],
1364410816,in[fahey-mclane],
1364410864,in[fahey-mclane],
1364410906,in[presidents_house],
1364410937,in[byrnehall],
1364410956,in[byrnehall],
1364411018,in[thayer_secure],
1364411033,in[thayer_secure],
1364411187,in[thayer_secure],
1364411515,in[thayer_secure],
1364411800,in[thayer_secure],
1364412085,in[thayer_secure],
1364412186,in[thayer_secure],
1364412387,in[thayer_secure],
1364412987,in[thayer_secure],
1364413272,in[thayer_secure],
1364413557,in[thayer_secure],
1364413587,in[thayer_secure],
1364413780,in[thayer_secure],
1364413842,in[thayer_secure],
1364414052,in[thayer_secure],
1364414127,in[thayer_secure],
1364414412,in[thayer_secure],
1364414697,in[thayer_secure],
1364414787,in[thayer_secure],
1364415599,in[thayer_secure],
1364415884,in[thayer_secure],
1364415987,in[thayer_secure],
1364416169,in[thayer_secure],
1364416454,in[thayer_secure],
1364416739,in[thayer_secure],
1364417024,in[thayer_secure],
1364417187,in[thayer_secure],
1364417309,in[thayer_secure],
1364417406,in[thayer_secure],
1364418211,in[thayer_secure],
1364418387,in[thayer_secure],
1364418496,in[thayer_secure],
1364418781,in[thayer_secure],
1364419066,in[thayer_secure],
1364419351,in[thayer_secure],
1364419518,in[thayer_secure],
1364419589,in[thayer_secure],
1364419636,in[thayer_secure],
1364419921,in[thayer_secure],
1364420046,in[thayer_secure],
1364420678,near[thayer_secure; feldberg_library; ],
1364420694,in[feldberg_library],
1364420710,in[feldberg_library],
1364420737,in[feldberg_library],
1364420748,in[Tuck_hall],
1364420785,in[Tuck_hall],
1364420806,near[chasehall; Tuck_hall; ],
1364420821,in[Tuck_hall],
1364420837,in[Tuck_hall],
1364420883,near[Tuck_hall; buchanan; chasehall; ],
1364420918,near[Tuck_hall; buchanan; fahey-mclane; ],
1364420937,near[fahey-mclane; buchanan; presidents_house; ],
1364420953,in[fahey-mclane],
1364420992,in[fahey-mclane],
1364421008,near[butterfield; fahey-mclane; gile; ],
1364421024,near[gile; butterfield; fahey-mclane; ],
1364421046,near[gile; butterfield; fahey-mclane; ],
1364421062,in[butterfield],
1364421130,near[sanborn; butterfield; baker-berry; ],
1364421223,near[baker-berry; sanborn; parkhurst; ],
1364421366,near[baker-berry; parkhurst; hopkins; ],
1364421453,in[hopkins],
1364421738,in[hopkins],
1364421987,in[hopkins],
1364422308,in[hopkins],
1364422593,in[hopkins],
1364422697,near[hopkins; newhamp; HanoverInn; ],
1364422808,near[newhamp; topliff; sport-venues-press; ],
1364422895,near[topliff; woodward; sport-venues; ],
1364422918,near[woodward; sport-venues; ripley; ],
1364422936,in[ripley],
1364422951,in[ripley],
1364423187,in[ripley],
1364423387,in[ripley],
1364423402,in[ripley],
1364423418,in[ripley],
1364423433,in[ripley],
1364423495,in[ripley],
1364423780,in[ripley],
1364424054,in[ripley],
1364424268,in[ripley],
1364424350,in[ripley],
1364424387,in[ripley],
1364424635,in[ripley],
1364424920,in[ripley],
1364425205,in[ripley],
1364425310,in[ripley],
1364425587,in[ripley],
1364426107,in[ripley],
1364426229,in[ripley],
1364426244,in[ripley],
1364426392,in[ripley],
1364426677,in[ripley],
1364426787,in[ripley],
1364426962,in[ripley],
1364427247,in[ripley],
1364427532,in[ripley],
1364427801,in[ripley],
1364427938,in[ripley],
1364427987,in[ripley],
1364428719,in[ripley],
1364429004,in[ripley],
1364429187,in[ripley],
1364429289,in[ripley],
1364429574,in[ripley],
1364429859,in[ripley],
1364430144,in[ripley],
1364430387,in[ripley],
1364430546,in[ripley],
1364431331,in[ripley],
1364431587,in[ripley],
1364431901,in[ripley],
1364432186,in[ripley],
1364432471,in[ripley],
1364432756,in[ripley],
1364432787,in[ripley],
1364433041,in[ripley],
1364433186,in[ripley],
1364433943,in[ripley],
1364433987,in[ripley],
1364434228,in[ripley],
1364434298,in[ripley],
1364434314,in[ripley],
1364434441,in[ripley],
1364434457,near[baker-berry; fayerweather; rollins-chapel; ],
1364434506,near[baker-berry; fayerweather; rollins-chapel; ],
1364434563,in[wentworth],
1364434578,near[parkhurst; thornton; robinson; ],
1364434605,near[parkhurst; baker-berry; hopkins; ],
1364434660,near[parkhurst; baker-berry; robinson; ],
1364434767,near[robinson; baker-berry; parkhurst; ],
1364435077,in[hopkins],
1364435155,in[hopkins],
1364435187,in[hopkins],
1364435362,in[hopkins],
1364435546,near[hopkins; robinson; baker-berry; ],
1364435589,near[parkhurst; baker-berry; thornton; ],
1364435632,near[parkhurst; baker-berry; massrow; ],
1364435648,near[baker-berry; websterhall; sanborn; ],
1364435701,near[baker-berry; websterhall; sanborn; ],
1364435766,in[baker-berry],
1364435955,near[occum; silsby-rocky; carson-tech_services; ],
1364435973,in[occum],
1364436003,in[occum],
1364436019,in[occum],
1364436035,in[occum],
1364436264,in[occum],
1364436343,in[occum],
1364436359,in[occum],
1364436374,in[occum],
1364436387,in[occum],
1364436403,in[occum],
1364436418,in[occum],
1364436434,in[occum],
1364436449,in[occum],
1364436465,in[occum],
1364436481,in[occum],
1364436496,in[occum],
1364436512,in[occum],
1364436527,in[occum],
1364436543,in[occum],
1364436559,in[occum],
1364436569,in[occum],
1364436595,in[occum],
1364436611,in[occum],
1364436630,in[occum],
1364436643,in[occum],
1364436658,in[occum],
1364436674,in[occum],
1364436763,in[occum],
1364436816,in[occum],
1364436826,in[occum],
1364436841,in[occum],
1364436864,in[occum],
1364437119,in[occum],
1364437370,in[occum],
1364437435,in[occum],
1364437587,in[occum],
1364437689,in[occum],
1364437974,in[occum],
1364438088,in[occum],
1364438122,in[occum],
1364438154,in[occum],
1364438169,in[occum],
1364438185,in[occum],
1364438201,in[occum],
1364438787,in[occum],
1364438876,in[occum],
1364439161,in[occum],
1364439443,in[occum],
1364439459,in[occum],
1364439518,in[occum],
1364439618,near[occum; silsby-rocky; baker-berry; ],
1364439731,in[baker-berry],
1364439900,in[baker-berry],
1364439939,near[baker-berry; wentworth; rollins-chapel; ],
1364439987,near[wentworth; baker-berry; rollins-chapel; ],
1364440027,near[wentworth; baker-berry; rollins-chapel; ],
1364440043,in[ripley],
1364440301,in[ripley],
1364440586,in[ripley],
1364440686,in[ripley],
1364441187,in[ripley],
1364441488,in[ripley],
1364441773,in[ripley],
1364442058,in[ripley],
1364442343,in[ripley],
1364442387,in[ripley],
1364442628,in[ripley],
1364442913,in[ripley],
1364443198,in[ripley],
1364443310,in[ripley],
1364443587,in[ripley],
1364444100,in[ripley],
1364444385,in[ripley],
1364444670,in[ripley],
1364444787,in[ripley],
1364444955,in[ripley],
1364445240,in[ripley],
