time,location
1364357037,in[east-wheelock],
1364357322,in[east-wheelock],
1364357367,in[east-wheelock],
1364357607,in[east-wheelock],
1364357802,in[east-wheelock],
1364357892,in[east-wheelock],
1364358177,in[east-wheelock],
1364358462,in[east-wheelock],
1364358567,in[east-wheelock],
1364359363,in[east-wheelock],
1364359649,in[east-wheelock],
1364359767,in[east-wheelock],
1364359934,in[east-wheelock],
1364360219,in[east-wheelock],
1364360496,in[east-wheelock],
1364360781,in[east-wheelock],
1364360967,in[east-wheelock],
1364361066,in[east-wheelock],
1364361186,in[east-wheelock],
1364361969,in[east-wheelock],
1364362167,in[east-wheelock],
1364362254,in[east-wheelock],
1364362539,in[east-wheelock],
1364362824,in[east-wheelock],
1364363040,in[east-wheelock],
1364363073,in[east-wheelock],
1364363105,in[east-wheelock],
1364363223,in[east-wheelock],
1364363233,in[east-wheelock],
1364363251,in[east-wheelock],
1364363367,in[east-wheelock],
1364364050,in[east-wheelock],
1364364335,in[east-wheelock],
1364364567,in[east-wheelock],
1364364620,in[east-wheelock],
1364364905,in[east-wheelock],
1364365190,in[east-wheelock],
1364365475,in[east-wheelock],
1364365760,in[east-wheelock],
1364365866,in[east-wheelock],
1364366618,in[east-wheelock],
1364366705,in[east-wheelock],
1364366765,in[east-wheelock],
1364366825,in[east-wheelock],
1364366885,in[east-wheelock],
1364366945,in[east-wheelock],
1364366967,in[east-wheelock],
1364367065,in[east-wheelock],
1364367125,in[east-wheelock],
1364367185,in[east-wheelock],
1364367245,in[east-wheelock],
1364367305,in[east-wheelock],
1364367365,in[east-wheelock],
1364367425,in[east-wheelock],
1364367485,in[east-wheelock],
1364367545,in[east-wheelock],
1364367605,in[east-wheelock],
1364367665,in[east-wheelock],
1364367725,in[east-wheelock],
1364367785,in[east-wheelock],
1364367845,in[east-wheelock],
1364367905,in[east-wheelock],
1364367965,in[east-wheelock],
1364368025,in[east-wheelock],
1364368085,in[east-wheelock],
1364368145,in[east-wheelock],
