time,location
1364404039,in[sudikoff],
1364405239,in[sudikoff],
1364405514,in[sudikoff],
1364405528,near[sudikoff; burke; mclaughlin; ],
1364405560,near[sudikoff; burke; mclaughlin; ],
1364405677,near[college-street; ropeferry; ],
1364405692,in[baker-berry],
1364405717,in[baker-berry],
1364405732,in[baker-berry],
1364405747,in[baker-berry],
1364405763,near[baker-berry; kemeny; ],
1364405779,near[silsby-rocky; kemeny; carson-tech_services; ],
1364405794,near[silsby-rocky; kemeny; carson-tech_services; ],
1364405846,near[kemeny; silsby-rocky; baker-berry; ],
1364405861,in[baker-berry],
1364405886,near[baker-berry; carpenterhall; blunt_alumni_center; ],
1364405907,near[sanborn; parkhurst; baker-berry; ],
1364405932,near[sanborn; parkhurst; baker-berry; ],
1364406004,near[parkhurst; robinson; mcnutt; ],
1364406021,near[mcnutt; robinson; parkhurst; ],
1364406037,near[robinson; mcnutt; baker-berry; ],
1364406053,near[robinson; massrow; baker-berry; ],
1364406078,near[robinson; massrow; baker-berry; ],
1364406091,in[massrow],
1364406439,in[53_commons],
1364406532,in[53_commons],
1364407080,in[53_commons],
1364407625,in[53_commons],
1364407639,in[53_commons],
1364407704,in[53_commons],
1364407952,in[53_commons],
1364408700,in[53_commons],
1364408839,in[53_commons],
1364409025,in[53_commons],
1364409351,in[53_commons],
1364409458,in[53_commons],
1364409471,in[53_commons],
1364409481,in[53_commons],
1364409491,in[53_commons],
1364409501,in[53_commons],
1364409511,in[53_commons],
1364409525,in[53_commons],
1364409584,in[53_commons],
1364409868,in[53_commons],
1364410039,in[53_commons],
1364410154,in[53_commons],
1364410286,in[53_commons],
1364410482,near[53_commons; massrow; ],
1364410498,near[mcnutt; robinson; massrow; ],
1364410517,near[robinson; mcnutt; massrow; ],
1364410532,near[robinson; mcnutt; baker-berry; ],
1364410548,near[baker-berry; parkhurst; mcnutt; ],
1364410559,near[baker-berry; parkhurst; mcnutt; ],
1364410575,in[baker-berry],
1364410632,near[baker-berry; sanborn; wentworth; ],
1364410643,near[baker-berry; wentworth; sanborn; ],
1364410660,near[wentworth; sanborn; baker-berry; ],
1364410787,near[wentworth; sanborn; baker-berry; ],
1364410802,near[baker-berry; steele; ],
1364410837,in[baker-berry],
1364410847,in[baker-berry],
1364410898,near[baker-berry; college-street; steele; ],
1364410917,near[college-street; steele; ],
1364410937,near[steele; college-street; burke; ],
1364410976,near[steele; college-street; burke; ],
1364411029,near[burke; college-street; sudikoff; ],
1364411070,near[sudikoff; mclaughlin; burke; ],
1364411153,in[sudikoff],
1364411239,in[sudikoff],
1364411249,in[sudikoff],
1364411260,in[sudikoff],
1364411275,in[sudikoff],
1364412053,in[sudikoff],
1364412069,near[sudikoff; burke; mclaughlin; ],
1364412153,near[sudikoff; burke; mclaughlin; ],
1364412193,in[dana-library],
1364412281,near[dana-library; lsb; ],
1364412327,near[lsb; dana-library; vail; ],
1364412350,in[dana-library],
1364412369,in[dana-library],
1364412401,near[north-park; dana-library; vail; ],
1364412439,in[north-park],
1364412513,in[north-park],
1364412542,in[north-park],
1364412567,in[north-park],
1364412597,in[north-park],
1364413091,in[north-park],
1364413102,in[north-park],
1364413114,in[north-park],
1364413132,in[north-park],
1364413248,in[north-park],
1364413432,in[north-park],
1364413595,in[north-park],
1364413607,in[north-park],
1364413618,in[north-park],
1364413628,in[north-park],
1364413639,in[north-park],
1364413650,in[north-park],
1364413818,in[north-park],
1364413977,in[north-park],
1364414105,in[north-park],
1364414390,in[north-park],
1364414471,in[north-park],
1364414482,in[north-park],
1364414568,in[north-park],
1364414585,in[north-park],
1364414598,in[north-park],
1364414613,in[north-park],
1364414839,in[north-park],
1364414890,in[north-park],
1364414971,in[north-park],
1364415018,in[north-park],
1364415038,in[north-park],
1364415076,in[north-park],
1364415086,in[north-park],
1364415244,in[north-park],
1364415264,in[north-park],
1364415378,in[north-park],
1364415550,in[north-park],
1364415576,in[north-park],
1364415632,in[north-park],
1364415770,in[north-park],
1364416039,in[north-park],
1364416856,in[north-park],
1364416882,in[north-park],
1364417241,in[north-park],
1364417466,in[north-park],
1364418104,in[north-park],
1364418439,in[north-park],
1364418545,in[north-park],
1364419282,in[north-park],
1364419310,in[north-park],
1364419336,in[north-park],
1364419596,in[north-park],
1364419639,in[north-park],
1364419881,in[north-park],
1364420136,in[north-park],
1364420206,in[north-park],
1364420368,in[north-park],
1364420839,in[north-park],
1364420862,in[north-park],
1364421355,in[north-park],
1364421432,in[north-park],
1364421502,in[north-park],
1364421566,in[north-park],
1364421658,in[north-park],
1364421674,in[north-park],
1364421853,in[north-park],
1364422039,in[north-park],
1364422138,in[north-park],
1364423239,in[north-park],
1364423377,in[north-park],
1364424439,in[north-park],
1364424648,in[north-park],
1364424912,in[north-park],
1364425169,in[north-park],
1364425220,in[north-park],
1364425276,in[north-park],
1364425492,in[north-park],
1364425612,in[north-park],
1364425639,in[north-park],
1364425775,in[north-park],
1364425910,in[north-park],
1364425960,in[north-park],
1364426113,in[north-park],
1364426127,in[north-park],
1364426413,in[north-park],
1364426621,in[north-park],
1364426839,in[north-park],
1364426876,in[north-park],
1364427161,in[north-park],
1364427446,in[north-park],
1364427764,in[north-park],
1364427938,in[north-park],
1364428039,in[north-park],
1364428105,in[north-park],
1364428116,in[north-park],
1364428137,in[north-park],
1364428273,in[north-park],
1364428564,in[north-park],
1364428849,in[north-park],
1364429183,in[north-park],
1364429239,in[north-park],
1364429468,in[north-park],
1364429753,in[north-park],
1364430038,in[north-park],
1364430323,in[north-park],
1364430439,in[north-park],
1364430608,in[north-park],
1364430893,in[north-park],
1364431021,in[north-park],
1364431639,in[north-park],
1364431795,in[north-park],
1364432080,in[north-park],
1364432365,in[north-park],
1364432650,in[north-park],
1364432839,in[north-park],
1364432935,in[north-park],
1364433220,in[north-park],
1364433505,in[north-park],
1364433601,in[north-park],
1364434039,in[north-park],
1364434407,in[north-park],
1364434692,in[north-park],
1364434977,in[north-park],
1364435239,in[north-park],
1364435548,in[north-park],
1364435834,in[north-park],
1364436119,in[north-park],
1364436243,in[north-park],
1364436439,in[north-park],
1364436885,in[north-park],
1364436906,in[north-park],
1364436926,in[north-park],
1364436946,in[north-park],
1364436966,in[north-park],
1364437021,in[north-park],
1364437306,in[north-park],
1364437591,in[north-park],
1364437639,in[north-park],
1364437876,in[north-park],
1364438161,in[north-park],
1364438446,in[north-park],
1364438731,in[north-park],
1364438839,in[north-park],
1364439594,in[north-park],
1364440039,in[north-park],
1364440686,in[north-park],
1364441239,in[north-park],
1364442439,in[north-park],
1364442493,in[north-park],
1364443639,in[north-park],
1364444327,in[north-park],
1364444839,in[north-park],
1364446039,in[north-park],
1364446146,in[north-park],
1364447137,in[north-park],
1364447152,in[north-park],
1364447239,in[north-park],
1364447899,in[north-park],
1364447958,in[north-park],
1364448111,in[north-park],
1364448296,in[north-park],
1364448364,in[north-park],
1364448377,in[north-park],
1364448416,in[north-park],
1364448426,in[north-park],
1364448436,in[north-park],
1364448453,in[north-park],
1364448464,in[north-park],
1364448480,in[north-park],
1364448503,in[north-park],
1364448534,in[north-park],
1364448593,in[north-park],
1364448607,in[north-park],
1364448620,in[north-park],
1364448633,in[north-park],
1364448650,in[north-park],
1364448669,in[north-park],
1364448684,in[north-park],
1364448698,in[north-park],
1364448709,in[north-park],
1364449042,in[north-park],
1364449163,in[north-park],
1364449178,in[north-park],
1364449316,in[north-park],
1364449326,in[north-park],
1364449336,in[north-park],
1364449346,in[north-park],
1364449356,in[north-park],
1364449366,in[north-park],
1364449376,in[north-park],
1364449639,in[north-park],
1364450839,in[north-park],
1364451200,in[north-park],
1364452039,in[north-park],
1364453005,in[north-park],
1364453239,in[north-park],
1364454439,in[north-park],
1364454846,in[north-park],
1364455639,in[north-park],
1364456706,in[north-park],
1364456839,in[north-park],
1364458039,in[north-park],
1364458546,in[north-park],
1364459239,in[north-park],
1364460366,in[north-park],
1364460439,in[north-park],
1364461639,in[north-park],
1364462218,in[north-park],
1364462839,in[north-park],
1364464026,in[north-park],
1364464039,in[north-park],
1364465239,in[north-park],
1364465584,in[north-park],
1364465760,in[north-park],
1364465861,in[north-park],
1364466439,in[north-park],
1364466774,in[north-park],
1364466796,in[north-park],
1364466851,in[north-park],
1364466995,in[north-park],
1364467639,in[north-park],
1364467669,in[north-park],
1364468839,in[north-park],
1364469479,in[north-park],
1364470039,in[north-park],
1364471239,in[north-park],
1364471286,in[north-park],
1364472439,in[north-park],
1364473128,in[north-park],
1364473639,in[north-park],
1364473986,in[north-park],
1364474841,in[north-park],
1364474946,in[north-park],
1364476039,in[north-park],
1364476806,in[north-park],
1364477239,in[north-park],
1364478439,in[north-park],
1364478666,in[north-park],
1364479639,in[north-park],
1364480478,in[north-park],
1364480839,in[north-park],
1364481533,in[north-park],
1364481660,in[north-park],
1364482039,in[north-park],
1364482653,in[north-park],
1364482711,in[north-park],
