time,location
1364410655,in[sudikoff],
1364411873,in[sudikoff],
1364412023,in[sudikoff],
1364412061,in[sudikoff],
1364412071,in[sudikoff],
1364852743,in[sudikoff],
1364853942,in[sudikoff],
1364854001,in[sudikoff],
1364854016,near[sudikoff; mclaughlin; moore; ],
1364854032,near[sudikoff; mclaughlin; moore; ],
1364854048,near[sudikoff; mclaughlin; moore; ],
1364854063,in[mclaughlin],
1364854079,in[mclaughlin],
1364854094,in[mclaughlin],
1364854110,in[mclaughlin],
1364854125,in[mclaughlin],
1364854141,near[mclaughlin; ropeferry; dana-library; ],
1364854156,near[dana-library; mclaughlin; lsb; ],
1364854172,in[dana-library],
1364854188,in[dana-library],
1364854203,in[dana-library],
1364854219,in[dana-library],
1364854234,in[dana-library],
1364854250,in[dana-library],
1364854266,in[dana-library],
1364854281,in[dana-library],
1364854297,in[dana-library],
1364854316,in[dana-library],
1364854332,in[dana-library],
1364854347,in[dana-library],
1364854363,in[dana-library],
1364854378,in[dana-library],
1364854394,in[dana-library],
1364854409,in[dana-library],
1364854425,in[dana-library],
1364854440,in[dana-library],
1364854456,in[dana-library],
1364854471,in[dana-library],
1364854487,in[dana-library],
1364854502,in[dana-library],
1364854518,in[dana-library],
1364854534,in[dana-library],
1364854548,in[dana-library],
1364854563,in[dana-library],
1364854579,in[dana-library],
1364854594,in[dana-library],
1364854616,in[dana-library],
1364854632,in[dana-library],
1364854647,in[dana-library],
1364854663,in[dana-library],
1364854678,in[dana-library],
1364854694,in[dana-library],
1364854709,in[dana-library],
1364854725,in[dana-library],
1364854740,in[dana-library],
1364854756,in[dana-library],
1364854771,in[dana-library],
1364854787,in[dana-library],
1364854801,in[dana-library],
1364854816,in[dana-library],
1364855131,in[dana-library],
1364855142,in[dana-library],
1364855455,in[dana-library],
1364855673,in[dana-library],
1364855722,in[dana-library],
1364855781,in[dana-library],
1364856106,in[dana-library],
1364856342,in[dana-library],
1364856353,in[dana-library],
1364856431,in[dana-library],
1364856617,in[dana-library],
1364856630,in[lsb],
1364856646,near[dana-library; north-park; ],
1364856661,in[north-park],
1364856727,in[lsb],
1364856746,in[lsb],
1364856839,in[lsb],
1364856854,in[lsb],
1364856870,near[dana-library; lsb; vail; ],
1364856887,near[burke; dana-library; ropeferry; ],
1364856901,in[burke],
1364856916,near[wentworth; baker-berry; websterhall; ],
1364856939,near[parkhurst; baker-berry; massrow; ],
1364856990,near[parkhurst; baker-berry; massrow; ],
1364857037,in[north-main],
1364857052,in[north-main],
1364857069,in[north-main],
1364857085,in[north-main],
1364857100,in[north-main],
1364857116,in[north-main],
1364857131,in[north-main],
1364857147,in[north-main],
1364863224,in[north-main],
1364863235,in[north-main],
1364863251,in[HanoverInn],
1364863266,in[HanoverInn],
1364863282,near[HanoverInn; baker-berry; carson-tech_services; ],
1364863305,near[HanoverInn; baker-berry; carson-tech_services; ],
1364863320,in[baker-berry],
1364863333,in[baker-berry],
1364863352,near[college-street; mclaughlin; ],
1364863365,near[college-street; mclaughlin; ],
1364863396,in[mclaughlin],
1364863411,in[mclaughlin],
1364863422,in[mclaughlin],
1364863453,in[dana-library],
1364863504,near[dana-library; vail; remsen; ],
1364863542,in[dana-library],
1364863557,in[dana-library],
1364863591,in[dana-library],
1364863859,in[dana-library],
1364864180,in[dana-library],
1364864506,in[dana-library],
1364864742,in[dana-library],
1364864830,in[dana-library],
1364864845,in[dana-library],
1364865170,in[dana-library],
1364865414,in[dana-library],
1364865496,in[dana-library],
1364865822,in[dana-library],
1364865942,in[dana-library],
1364866146,in[dana-library],
1364866473,in[dana-library],
1364866798,in[dana-library],
1364867123,in[dana-library],
1364867142,in[dana-library],
1364867226,in[dana-library],
1364867449,in[dana-library],
1364867775,in[dana-library],
1364868100,in[dana-library],
1364868342,in[dana-library],
1364868426,in[dana-library],
1364868442,in[dana-library],
1364868767,in[dana-library],
1364869048,in[dana-library],
1364869092,in[dana-library],
1364869419,in[dana-library],
1364869542,in[dana-library],
1364869745,in[dana-library],
1364870070,in[dana-library],
1364870394,in[dana-library],
1364870720,in[dana-library],
1364870742,in[dana-library],
1364870873,in[dana-library],
1364871051,in[dana-library],
1364871377,in[dana-library],
1364871703,in[dana-library],
1364871942,in[dana-library],
1364872027,in[dana-library],
1364872043,in[dana-library],
1364872368,in[dana-library],
1364872434,in[dana-library],
1364872449,in[dana-library],
1364872686,in[dana-library],
1364872774,in[dana-library],
1364873099,in[dana-library],
1364873142,in[dana-library],
1364873425,in[dana-library],
1364873751,in[dana-library],
1364874076,in[dana-library],
1364874342,in[dana-library],
1364874401,in[dana-library],
1364874546,in[dana-library],
1364874726,in[dana-library],
1364874803,in[dana-library],
1364874818,in[dana-library],
1364874869,in[dana-library],
1364874930,near[mclaughlin; burke; ],
1364874943,near[mclaughlin; burke; ],
1364875036,in[steele],
1364875060,in[baker-berry],
1364875076,in[baker-berry],
1364875091,in[baker-berry],
1364875107,near[baker-berry; hanoverpsych; ],
1364875122,near[north-main; hanoverpsych; ],
1364875138,near[north-main; hanoverpsych; ],
1364875153,in[north-main],
1364875169,in[north-main],
1364875185,in[north-main],
1364875200,in[north-main],
1364875216,near[north-main; remote_offices_HREAP; ],
1364875231,near[north-main; remote_offices_HREAP; ],
1364875247,near[north-main; remote_offices_HREAP; ],
1364875262,near[north-main; remote_offices_HREAP; ],
1364875278,in[north-main],
1364875293,in[north-main],
1364875309,in[north-main],
1364875325,in[north-main],
1364875340,in[north-main],
1364875360,in[north-main],
1364875376,near[sport-venues; sport-venues-press; ],
1364875390,near[sport-venues; sport-venues-press; ],
1364876036,in[hillcrest],
1364876071,in[hillcrest],
1364876287,in[sport-venues],
1364876303,in[sport-venues],
1364876318,near[north-park; sport-venues; ],
1364876331,near[north-park; sport-venues; ],
1364876362,in[carson-tech_services],
1364876374,in[carson-tech_services],
1364876405,in[hopkins],
1364876421,in[hopkins],
1364876437,in[hopkins],
1364876452,in[hopkins],
1364916698,in[east-wheelock],
1364916714,in[east-wheelock],
1364916734,in[east-wheelock],
1364916765,in[hopkins],
1364916780,in[hopkins],
1364916790,in[hopkins],
1364916800,in[hopkins],
1364916810,in[hopkins],
1364916822,near[hopkins; east-wheelock; ],
1364916832,near[hopkins; east-wheelock; ],
1364916846,near[hopkins; east-wheelock; carson-tech_services; ],
1364916856,near[hopkins; batrlett; reed; ],
1364916867,near[newhamp; batrlett; hopkins; ],
1364916881,near[batrlett; topliff; newhamp; ],
1364916891,in[north-park],
1364916910,in[north-park],
1364916924,in[north-park],
1364916934,in[north-park],
1364916945,in[north-park],
1364916956,in[north-park],
1364916967,near[dana-library; north-park; ],
1364916980,in[dana-library],
1364916990,in[dana-library],
1364917001,near[lsb; dana-library; ],
1364917012,in[lsb],
1364917023,in[lsb],
1364917033,in[lsb],
1364917370,in[mclaughlin],
1364917395,in[lsb],
1364917417,in[lsb],
1364917432,in[lsb],
1364917448,near[dana-library; lsb; ],
1364917458,near[dana-library; lsb; ],
1364917470,in[dana-library],
1364917480,in[north-park],
1364917490,in[north-park],
1364917501,in[north-park],
1364917525,in[north-park],
1364917541,in[north-park],
1364917558,near[east-wheelock; north-park; ],
1364917573,in[east-wheelock],
1364917596,in[softballfield],
1364917611,in[softballfield],
1364917639,in[softballfield],
1364917651,in[softballfield],
1364917661,in[softballfield],
1364917671,in[softballfield],
1364917934,in[hillcrest],
1364917944,in[hillcrest],
1364923558,in[north-main],
1364923583,in[north-main],
1364923596,in[north-main],
1364923610,in[north-main],
1364923624,near[north-main; hanoverpsych; baker-berry; ],
1364923634,in[HanoverInn],
1364923644,in[HanoverInn],
1364923662,near[hopkins; HanoverInn; carson-tech_services; ],
1364923684,in[topliff],
1364923700,near[north-park; east-wheelock; topliff; ],
1364923716,in[north-park],
1364923737,in[north-park],
1364923749,in[north-park],
1364923759,in[north-park],
1364923769,in[north-park],
1364923800,in[north-park],
1364923815,in[north-park],
1364923831,in[north-park],
1364923846,in[north-park],
1364924100,in[lsb],
1364924112,in[lsb],
1364924122,in[lsb],
1364924132,in[lsb],
1364924144,in[dana-library],
1364924154,in[dana-library],
1364924167,in[dana-library],
1364924179,in[dana-library],
1364924199,in[dana-library],
1364924210,in[dana-library],
1364924221,in[dana-library],
1364924232,in[dana-library],
1364924242,in[dana-library],
1364924254,in[dana-library],
1364924264,in[dana-library],
1364924276,near[dana-library; ropeferry; mclaughlin; ],
1364924286,near[mclaughlin; ropeferry; dana-library; ],
1364924298,near[mclaughlin; ropeferry; burke; ],
1364924309,in[mclaughlin],
1364924321,near[mclaughlin; burke; college-street; ],
1364924331,near[mclaughlin; burke; ],
1364924341,near[mclaughlin; burke; college-street; ],
1364924351,near[burke; moore; college-street; ],
1364924364,near[burke; moore; college-street; ],
1364924374,near[mclaughlin; moore; sudikoff; ],
1364924385,near[mclaughlin; moore; sudikoff; ],
1364924395,near[sudikoff; moore; mclaughlin; ],
1364924405,in[sudikoff],
1364924415,in[sudikoff],
1364924426,in[sudikoff],
1364924437,in[sudikoff],
1364924447,in[sudikoff],
1364924457,in[sudikoff],
1364924467,in[sudikoff],
1364924477,in[sudikoff],
1364924487,in[sudikoff],
1364924497,in[sudikoff],
1364924507,in[sudikoff],
1364924517,in[sudikoff],
1364924527,in[sudikoff],
1364924537,in[sudikoff],
1364924547,in[sudikoff],
1364924557,in[sudikoff],
1364924567,in[sudikoff],
1364924577,in[sudikoff],
1364924587,in[sudikoff],
1364924597,in[sudikoff],
1364924607,in[sudikoff],
1364924618,in[sudikoff],
1364924628,in[sudikoff],
