time,location
1364394656,in[lsb],
1364394666,in[lsb],
1364394717,in[lsb],
1364394838,in[lsb],
1364394959,in[lsb],
1364395081,in[lsb],
1364395203,in[lsb],
1364395271,in[lsb],
1364396109,in[lsb],
1364396194,in[lsb],
1364396285,in[lsb],
1364396372,in[lsb],
1364396424,in[lsb],
1364396475,in[lsb],
1364396765,in[lsb],
1364396827,in[lsb],
1364396941,in[lsb],
1364396970,near[lsb; vail; dana-library; ],
1364397044,in[dana-library],
1364397058,in[dana-library],
1364397088,in[dana-library],
1364397137,in[mclaughlin],
1364397158,near[mclaughlin; moore; burke; ],
1364397296,in[college-street],
1364397318,in[college-street],
1364397334,in[kemeny],
1364397344,in[kemeny],
1364397390,in[kemeny],
1364397579,in[kemeny],
1364397629,in[kemeny],
1364400229,in[kemeny],
1364400315,in[kemeny],
1364400390,in[kemeny],
1364400427,in[kemeny],
1364401541,in[kemeny],
1364401560,in[kemeny],
1364401604,in[kemeny],
1364401628,in[kemeny],
1364401647,in[kemeny],
1364401708,near[kemeny; carpenterhall; silsby-rocky; ],
1364401756,near[butterfield; silsby-rocky; blunt_alumni_center; ],
1364401817,in[butterfield],
1364401828,near[parkhurst; butterfield; ],
1364401838,near[parkhurst; sanborn; carpenterhall; ],
1364401877,near[parkhurst; hitchcock; blunt_alumni_center; ],
1364401963,in[parkhurst],
1364401978,near[massrow; parkhurst; mcnutt; ],
1364402340,in[hopkins],
1364402367,in[hopkins],
1364402377,near[robinson; 53_commons; mcnutt; ],
1364402399,near[53_commons; massrow; mcnutt; ],
1364402428,in[53_commons],
1364402441,in[53_commons],
1364402487,in[53_commons],
1364402593,in[53_commons],
1364402766,in[53_commons],
1364402828,in[53_commons],
1364403239,in[53_commons],
1364403324,in[53_commons],
1364403344,in[53_commons],
1364403495,near[robinson; massrow; 53_commons; ],
1364403628,near[robinson; hopkins; massrow; ],
1364403660,near[massrow; robinson; hopkins; ],
1364403695,in[massrow],
1364403742,near[fairbanks; massrow; ],
1364403764,near[massrow; gile; ],
1364403783,in[gile],
1364403817,in[lord],
1364403929,near[chasehall; murdough; woodburyhall; ],
1364403981,near[chasehall; murdough; maclean; ],
1364404147,in[maxwell],
1364404203,in[maxwell],
1364404386,in[maxwell],
1364404445,in[maxwell],
1364404615,in[maxwell],
1364404731,in[maxwell],
1364406391,near[maxwell; maclean; judge; ],
1364406428,near[maclean; maxwell; judge; ],
1364406482,in[cummings],
1364406494,in[cummings],
1364406551,in[cummings],
1364406650,in[cummings],
1364406736,in[cummings],
1364406820,in[cummings],
1364406856,in[cummings],
1364408039,in[cummings],
1364408090,in[cummings],
1364408151,in[cummings],
1364408271,in[cummings],
1364408393,in[cummings],
1364408442,in[cummings],
1364408514,in[cummings],
1364408636,in[cummings],
1364408694,in[cummings],
1364408757,in[cummings],
1364408815,in[cummings],
1364408828,in[cummings],
1364408997,in[cummings],
1364409084,in[cummings],
1364409205,in[cummings],
1364409223,in[cummings],
1364409326,in[cummings],
1364409789,in[cummings],
1364409876,in[cummings],
1364409939,in[cummings],
1364409996,in[cummings],
1364410028,in[cummings],
1364410134,in[cummings],
1364410221,in[cummings],
1364410342,in[cummings],
1364410418,in[cummings],
1364410437,in[cummings],
1364410469,in[cummings],
1364410497,in[cummings],
1364410534,near[murdough; cummings; Tuck_hall; ],
1364410549,in[Tuck_hall],
1364410568,near[Tuck_hall; butterfield; chasehall; ],
1364410588,near[fahey-mclane; Tuck_hall; chasehall; ],
1364410687,near[butterfield; fahey-mclane; chasehall; ],
1364410699,in[butterfield],
1364410723,in[butterfield],
1364410776,in[butterfield],
1364410791,in[baker-berry],
1364410853,near[baker-berry; carpenterhall; silsby-rocky; ],
1364410910,near[kemeny; carpenterhall; college-street; silsby-rocky; ],
1364410954,near[college-street; kemeny; raven-house; ],
1364410996,in[college-street],
1364411080,near[sudikoff; college-street; moore; ],
1364411107,in[sudikoff],
1364411122,in[sudikoff],
1364411137,in[sudikoff],
1364411228,in[sudikoff],
1364411634,in[sudikoff],
1364413130,in[sudikoff],
1364413198,in[sudikoff],
1364413630,in[sudikoff],
1364413723,in[sudikoff],
1364413741,near[sudikoff; ropeferry; mclaughlin; ],
1364413777,near[ropeferry; sudikoff; raven-house; ],
1364413829,near[college-street; sudikoff; raven-house; ],
1364413896,in[college-street],
1364413912,in[baker-berry],
1364414032,near[websterhall; baker-berry; sanborn; ],
1364414067,near[baker-berry; websterhall; sanborn; ],
1364414083,near[websterhall; dartmouth_hall; baker-berry; ],
1364414093,near[dartmouth_hall; thornton; wentworth; ],
1364414104,near[dartmouth_hall; thornton; wentworth; ],
1364414197,near[wentworth; robinson; baker-berry; ],
1364414214,near[parkhurst; baker-berry; robinson; ],
1364414255,near[hopkins; parkhurst; thornton; ],
1364414287,near[thornton; hopkins; batrlett; ],
1364414303,near[hopkins; carson-tech_services; HanoverInn; ],
1364414330,near[hopkins; carson-tech_services; reed; ],
1364414396,in[hopkins],
1364414561,in[hopkins],
1364414588,in[hopkins],
1364415141,in[hopkins],
1364415227,in[hopkins],
1364415347,in[hopkins],
1364415417,in[hopkins],
1364415470,in[hopkins],
1364415531,in[hopkins],
1364415568,in[hopkins],
1364415592,in[hopkins],
