time,location
1364357009,near[north-main; cutter-north; kemeny; ],
1364358209,in[kemeny],
1364359102,in[kemeny],
1364359163,in[kemeny],
1364359223,in[kemeny],
1364359409,in[kemeny],
1364359508,near[kemeny; cutter-north; north-main; ],
1364359793,near[kemeny; cutter-north; north-main; ],
1364360078,near[kemeny; cutter-north; north-main; ],
1364360363,near[kemeny; cutter-north; north-main; ],
1364360609,near[kemeny; cutter-north; north-main; ],
1364360933,near[kemeny; north-main; cutter-north; ],
1364361066,near[kemeny; north-main; cutter-north; ],
1364361809,near[kemeny; north-main; cutter-north; ],
1364362120,near[kemeny; north-main; cutter-north; ],
1364362406,near[kemeny; cutter-north; north-main; ],
1364362691,near[kemeny; cutter-north; north-main; ],
1364362967,near[kemeny; cutter-north; north-main; ],
1364363009,near[kemeny; cutter-north; north-main; ],
1364363252,near[kemeny; cutter-north; north-main; ],
1364363537,near[cutter-north; kemeny; north-main; ],
1364363646,near[kemeny; cutter-north; north-main; ],
1364364209,near[kemeny; cutter-north; north-main; ],
1364364439,near[cutter-north; kemeny; north-main; ],
1364364725,near[kemeny; cutter-north; north-main; ],
1364365010,near[kemeny; cutter-north; north-main; ],
1364365295,near[kemeny; cutter-north; north-main; ],
1364365409,near[kemeny; cutter-north; north-main; ],
1364365580,near[kemeny; cutter-north; north-main; ],
1364365865,in[kemeny],
1364366150,near[kemeny; cutter-north; north-main; ],
1364366286,near[kemeny; cutter-north; north-main; ],
1364366609,near[kemeny; cutter-north; north-main; ],
1364367052,near[kemeny; cutter-north; north-main; ],
1364367337,near[kemeny; cutter-north; north-main; ],
1364367622,near[kemeny; cutter-north; north-main; ],
1364367809,near[kemeny; cutter-north; north-main; ],
1364367907,near[kemeny; cutter-north; north-main; ],
1364368192,near[kemeny; cutter-north; north-main; ],
1364368477,near[kemeny; cutter-north; north-main; ],
1364368762,near[kemeny; cutter-north; north-main; ],
1364368865,near[kemeny; cutter-north; north-main; ],
1364369009,near[cutter-north; north-main; kemeny; ],
1364369664,near[kemeny; cutter-north; north-main; ],
1364369949,near[kemeny; cutter-north; north-main; ],
1364370209,near[kemeny; cutter-north; north-main; ],
1364370519,near[kemeny; cutter-north; north-main; ],
1364370804,near[kemeny; cutter-north; north-main; ],
1364371089,near[kemeny; cutter-north; north-main; ],
1364371374,near[kemeny; cutter-north; north-main; ],
1364371409,near[kemeny; cutter-north; north-main; ],
1364371506,near[kemeny; cutter-north; north-main; ],
1364372276,near[kemeny; cutter-north; north-main; ],
1364372561,near[kemeny; cutter-north; north-main; ],
1364372609,near[kemeny; cutter-north; north-main; ],
1364372846,near[kemeny; cutter-north; north-main; ],
1364373131,near[kemeny; cutter-north; north-main; ],
1364373416,near[kemeny; cutter-north; north-main; ],
1364373701,near[kemeny; cutter-north; north-main; ],
1364373809,near[kemeny; cutter-north; north-main; ],
1364373986,near[kemeny; cutter-north; north-main; ],
1364374086,near[kemeny; cutter-north; north-main; ],
1364374888,near[kemeny; cutter-north; north-main; ],
1364375009,near[kemeny; north-main; cutter-north; ],
1364375173,near[kemeny; cutter-north; north-main; ],
