time,location
1364410753,in[sudikoff],
1364411953,in[sudikoff],
1364760749,in[sudikoff],
1364760809,in[sudikoff],
1364760871,in[sudikoff],
1364760931,in[sudikoff],
1364760991,in[sudikoff],
1364761051,in[sudikoff],
1364761111,in[sudikoff],
1364761163,in[sudikoff],
1364761215,near[college-street; sudikoff; moore; ],
1364761291,near[kemeny; college-street; baker-berry; ],
1364761310,near[kemeny; carson-tech_services; baker-berry; ],
1364761351,in[baker-berry],
1364761411,in[baker-berry],
1364761471,in[baker-berry],
1364761531,in[baker-berry],
1364761591,in[baker-berry],
1364761651,in[baker-berry],
1364761711,in[baker-berry],
1364761771,in[baker-berry],
1364761831,in[baker-berry],
1364761891,in[baker-berry],
1364761949,in[baker-berry],
1364762011,in[baker-berry],
1364762071,in[baker-berry],
1364762081,in[baker-berry],
1364762131,in[baker-berry],
1364762191,in[baker-berry],
1364762251,in[baker-berry],
1364762312,in[baker-berry],
1364762372,in[baker-berry],
1364762438,in[baker-berry],
1364762498,in[baker-berry],
1364762558,in[baker-berry],
1364762618,in[baker-berry],
1364762678,in[baker-berry],
1364762738,in[baker-berry],
1364762798,in[baker-berry],
1364762858,in[baker-berry],
1364762918,in[baker-berry],
1364762978,in[baker-berry],
1364763039,in[baker-berry],
1364763099,in[baker-berry],
1364763149,in[baker-berry],
1364763219,in[baker-berry],
1364763279,in[baker-berry],
1364763301,in[baker-berry],
1364763405,in[baker-berry],
1364763465,in[baker-berry],
1364763525,in[baker-berry],
1364763585,in[baker-berry],
1364763645,in[baker-berry],
1364763705,in[baker-berry],
1364763765,in[baker-berry],
1364763825,in[baker-berry],
1364763885,in[baker-berry],
1364763945,in[baker-berry],
1364764005,in[baker-berry],
1364764065,in[baker-berry],
1364764125,in[baker-berry],
1364764185,in[baker-berry],
1364764245,in[baker-berry],
1364764305,in[baker-berry],
1364764349,in[baker-berry],
1364764425,in[baker-berry],
1364764485,in[baker-berry],
1364764545,in[baker-berry],
1364764605,in[baker-berry],
1364764665,in[baker-berry],
1364764725,in[baker-berry],
1364764785,in[baker-berry],
1364764845,in[baker-berry],
1364764906,in[baker-berry],
1364764966,in[baker-berry],
1364765026,in[baker-berry],
1364765077,in[baker-berry],
1364765092,near[college-street; steele; baker-berry; ],
1364765152,near[college-street; steele; baker-berry; ],
1364765212,in[college-street],
1364765272,in[college-street],
1364765332,in[college-street],
1364765392,in[college-street],
1364765452,in[college-street],
1364765512,in[college-street],
1364765549,in[college-street],
1364765632,in[college-street],
1364765692,in[college-street],
1364765752,in[college-street],
1364765812,in[college-street],
1364765873,in[college-street],
1364765927,in[college-street],
1364765987,in[college-street],
1364766047,in[college-street],
1364766107,in[college-street],
1364766167,in[college-street],
1364766227,in[college-street],
1364766287,in[college-street],
1364766347,in[college-street],
1364766407,in[college-street],
1364766468,in[college-street],
1364766527,in[college-street],
1364766588,in[college-street],
1364766648,in[college-street],
1364766708,in[college-street],
1364766749,in[college-street],
1364766828,in[college-street],
1364766888,in[college-street],
1364766948,in[college-street],
1364767008,in[college-street],
1364767068,in[college-street],
1364767128,in[college-street],
1364767188,in[college-street],
1364767248,in[college-street],
1364767308,in[college-street],
1364767368,in[college-street],
1364767428,in[college-street],
1364767488,in[college-street],
1364767548,in[college-street],
1364767608,in[college-street],
1364767668,in[college-street],
1364767734,in[college-street],
1364767795,in[college-street],
1364767855,in[college-street],
1364767915,in[college-street],
1364767935,in[college-street],
1364767949,in[college-street],
1364767995,in[college-street],
1364768055,in[college-street],
1364768115,in[college-street],
1364768175,in[college-street],
1364768235,in[college-street],
1364768295,in[college-street],
1364768355,in[college-street],
1364768415,in[college-street],
1364768475,in[college-street],
1364768535,in[college-street],
