time,location
1364357162,in[mclaughlin],
1364357564,in[mclaughlin],
1364358362,in[mclaughlin],
1364359386,in[mclaughlin],
1364359562,in[mclaughlin],
1364360762,in[mclaughlin],
1364361240,in[mclaughlin],
1364361962,in[mclaughlin],
1364363040,in[mclaughlin],
1364363162,in[mclaughlin],
1364364362,in[mclaughlin],
1364364846,in[mclaughlin],
1364365562,in[mclaughlin],
1364366706,in[mclaughlin],
1364366762,in[mclaughlin],
1364367962,in[mclaughlin],
1364368512,in[mclaughlin],
1364369163,in[mclaughlin],
1364370356,in[mclaughlin],
1364371562,in[mclaughlin],
1364372166,in[mclaughlin],
1364372764,in[mclaughlin],
1364373962,in[mclaughlin],
1364373980,in[mclaughlin],
1364375162,in[mclaughlin],
1364375826,in[mclaughlin],
1364376362,in[mclaughlin],
1364377562,in[mclaughlin],
1364377686,in[mclaughlin],
1364378762,in[mclaughlin],
1364379496,in[mclaughlin],
1364379962,in[mclaughlin],
1364381162,in[mclaughlin],
1364381334,in[mclaughlin],
1364382362,in[mclaughlin],
1364383142,in[mclaughlin],
1364383562,in[mclaughlin],
1364384762,in[mclaughlin],
1364384948,in[mclaughlin],
1364385962,in[mclaughlin],
1364386753,in[mclaughlin],
1364387162,in[mclaughlin],
1364387419,in[mclaughlin],
1364387429,in[mclaughlin],
1364387463,near[burke; mclaughlin; ],
1364387479,near[sudikoff; mclaughlin; raven-house; ],
1364387593,near[college-street; kemeny; sudikoff; ],
1364388077,near[sudikoff; college-street; raven-house; ],
1364388132,near[sudikoff; college-street; mclaughlin; ],
1364388362,in[mclaughlin],
1364388559,in[mclaughlin],
1364389562,in[mclaughlin],
1364390364,in[mclaughlin],
1364390762,in[mclaughlin],
1364391962,in[mclaughlin],
1364392138,in[mclaughlin],
1364392173,near[mclaughlin; dana-library; ],
1364392247,near[dana-library; remsen; vail; ],
1364392296,near[lsb; dana-library; vail; ],
1364393162,in[lsb],
1364394006,in[lsb],
1364394362,in[lsb],
1364395562,in[lsb],
1364395862,in[lsb],
1364396194,in[lsb],
1364396762,in[lsb],
1364396879,in[lsb],
1364397030,near[lsb; dana-library; remsen; ],
1364397061,in[mclaughlin],
1364397726,in[mclaughlin],
1364397962,in[mclaughlin],
1364399162,in[mclaughlin],
1364399537,in[mclaughlin],
1364400362,in[mclaughlin],
1364401264,in[mclaughlin],
1364401339,near[college-street; mclaughlin; sudikoff; ],
1364401413,in[college-street],
1364401429,in[kemeny],
1364401562,in[kemeny],
1364402762,in[kemeny],
1364403186,in[kemeny],
1364403962,in[kemeny],
1364405046,in[kemeny],
1364405162,in[kemeny],
1364405799,in[kemeny],
1364405871,in[kemeny],
1364405927,near[carpenterhall; silsby-rocky; carson-tech_services; ],
1364405980,near[sanborn; blunt_alumni_center; carpenterhall; ],
1364406040,near[sanborn; blunt_alumni_center; parkhurst; ],
1364406065,near[parkhurst; mcnutt; wentworth; robinson; ],
1364406362,in[mcnutt],
1364406650,near[baker-berry; mcnutt; parkhurst; ],
1364406697,near[baker-berry; hopkins; robinson; ],
1364406906,in[hopkins],
1364407562,in[hopkins],
1364408430,in[hopkins],
1364408757,in[hopkins],
1364409962,in[hopkins],
1364410566,in[hopkins],
1364411162,in[hopkins],
1364412362,in[hopkins],
1364412385,in[hopkins],
1364413562,in[hopkins],
1364413700,in[hopkins],
1364413711,in[hopkins],
1364414207,in[hopkins],
1364414762,in[hopkins],
1364415962,in[hopkins],
1364416026,in[hopkins],
1364417162,in[hopkins],
1364417843,in[hopkins],
1364418362,in[hopkins],
1364419562,in[hopkins],
1364419672,in[hopkins],
1364420762,in[hopkins],
1364421483,in[hopkins],
1364421962,in[hopkins],
1364423162,in[hopkins],
1364423295,in[hopkins],
1364424362,in[hopkins],
1364425103,in[hopkins],
1364425562,in[hopkins],
1364426762,in[hopkins],
1364426920,in[hopkins],
1364427962,in[hopkins],
1364428561,in[hopkins],
1364428842,in[hopkins],
1364428871,in[hopkins],
1364429162,in[hopkins],
1364430362,in[hopkins],
1364430666,in[hopkins],
1364431268,in[hopkins],
1364431369,in[hopkins],
1364431404,in[east-wheelock],
1364431444,in[east-wheelock],
1364431548,in[north-main],
1364431562,in[north-main],
1364431578,in[north-main],
1364431594,in[north-main],
1364473719,in[east-wheelock],
1364473821,in[hopkins],
1364473986,in[hopkins],
1364474764,in[hopkins],
1364475801,in[hopkins],
1364475962,in[hopkins],
1364476397,in[hopkins],
1364477162,in[hopkins],
1364477646,in[hopkins],
1364478289,in[hopkins],
1364478362,in[hopkins],
1364478473,in[hopkins],
1364478532,near[hopkins; baker-berry; east-wheelock; ],
1364478561,near[hopkins; baker-berry; HanoverInn; ],
1364478630,in[hopkins],
1364478688,in[hopkins],
1364479498,in[vac],
1364479562,in[vac],
1364480762,in[vac],
1364481306,in[vac],
1364481962,in[vac],
1364483120,near[vac; HanoverInn; lodge; ],
1364483162,in[vac],
1364484362,in[vac],
1364484928,in[vac],
1364485562,in[vac],
1364486517,in[vac],
1364486533,in[vac],
1364486555,in[vac],
1364486574,in[hopkins],
1364486605,in[hopkins],
1364486652,in[hopkins],
1364486750,in[hopkins],
1364486762,near[hopkins; wentworth; reed; ],
1364486772,near[hopkins; wentworth; reed; ],
1364486791,near[websterhall; baker-berry; wentworth; ],
1364486816,near[websterhall; baker-berry; wentworth; ],
1364486827,near[baker-berry; websterhall; rollins-chapel; ],
1364486843,near[baker-berry; steele; college-street; ],
1364486861,near[baker-berry; steele; college-street; ],
1364486876,in[steele],
1364486927,near[steele; college-street; burke; ],
1364486949,near[steele; burke; college-street; ],
1364486974,near[burke; sudikoff; moore; ],
1364486984,in[moore],
1364487000,near[mclaughlin; burke; steele; ],
1364487025,in[mclaughlin],
1364487040,near[mclaughlin; ropeferry; dana-library; ],
1364487082,near[mclaughlin; ropeferry; dana-library; ],
1364487123,in[dana-library],
1364487181,in[dana-library],
1364487197,in[lsb],
1364487458,in[lsb],
1364487720,in[lsb],
1364487962,in[lsb],
1364489162,in[lsb],
1364489522,in[lsb],
1364489532,in[lsb],
1364489594,near[lsb; dana-library; remsen; ],
1364489657,in[dana-library],
1364489673,in[mclaughlin],
1364489693,in[mclaughlin],
1364489708,near[burke; mclaughlin; college-street; ],
1364489820,near[steele; burke; mclaughlin; ],
1364489880,in[baker-berry],
1364489908,in[baker-berry],
1364489997,near[websterhall; thornton; baker-berry; ],
1364490016,near[thornton; wentworth; dartmouth_hall; ],
1364490031,near[robinson; thornton; hopkins; ],
1364490084,near[hopkins; reed; thornton; ],
1364490139,near[hopkins; reed; batrlett; ],
1364490179,in[hopkins],
1364490203,in[vac],
1364490219,in[vac],
1364490362,in[vac],
1364491341,near[HanoverInn; vac; sport-venues-press; ],
1364491562,near[vac; HanoverInn; sport-venues-press; ],
1364492762,in[vac],
1364493151,in[vac],
1364493962,in[vac],
1364494568,in[vac],
1364494986,in[vac],
1364495162,in[vac],
1364496362,in[vac],
1364496846,in[vac],
1364497562,in[vac],
1364497997,in[vac],
1364498706,in[vac],
1364498762,in[vac],
1364499962,in[vac],
1364500525,in[vac],
1364501020,in[vac],
1364501046,in[vac],
1364501062,in[hopkins],
1364501162,in[hopkins],
1364502191,near[hopkins; butterfield; thornton; ],
1364502261,in[wentworth],
1364502335,in[wentworth],
1364502362,in[wentworth],
1364502475,near[wentworth; websterhall; rollins-chapel; ],
1364502503,near[websterhall; baker-berry; rollins-chapel; ],
1364502515,in[baker-berry],
1364502570,near[baker-berry; steele; college-street; ],
1364502682,near[baker-berry; steele; college-street; ],
1364502701,in[sudikoff],
1364503562,in[sudikoff],
1364504151,in[sudikoff],
1364504762,in[sudikoff],
1364505215,in[sudikoff],
1364505316,in[sudikoff],
1364505957,in[mclaughlin],
1364506257,in[mclaughlin],
1364506583,in[mclaughlin],
1364506772,in[mclaughlin],
1364506782,in[mclaughlin],
1364507162,in[mclaughlin],
1364507766,in[mclaughlin],
1364508362,in[mclaughlin],
1364508797,in[mclaughlin],
1364508853,in[mclaughlin],
1364509562,in[mclaughlin],
1364509580,in[mclaughlin],
1364510762,in[mclaughlin],
1364511404,in[mclaughlin],
1364511962,in[mclaughlin],
1364512323,near[mclaughlin; kemeny; college-street; ],
1364512334,in[kemeny],
1364512358,near[kemeny; college-street; silsby-rocky; ],
1364512807,in[hopkins],
