time,location
1364357226,in[sudikoff],
1364357405,in[sudikoff],
1364358605,in[sudikoff],
1364359056,in[sudikoff],
1364359805,in[sudikoff],
1364360886,in[sudikoff],
1364361005,in[sudikoff],
1364362205,in[sudikoff],
1364362746,in[sudikoff],
1364363405,in[sudikoff],
1364364605,in[sudikoff],
1364365805,in[sudikoff],
1364366466,in[sudikoff],
1364367005,in[sudikoff],
1364368205,in[sudikoff],
1364368324,in[sudikoff],
1364369405,in[sudikoff],
1364370145,in[sudikoff],
1364370605,in[sudikoff],
1364371805,in[sudikoff],
1364371982,in[sudikoff],
1364373005,in[sudikoff],
1364373821,in[sudikoff],
1364374205,in[sudikoff],
1364375405,in[sudikoff],
1364375646,in[sudikoff],
1364376605,in[sudikoff],
1364377479,in[sudikoff],
1364377805,in[sudikoff],
1364379005,in[sudikoff],
1364379306,in[sudikoff],
1364380205,in[sudikoff],
1364381166,in[sudikoff],
1364381405,in[sudikoff],
1364382605,in[sudikoff],
1364383026,in[sudikoff],
1364383805,in[sudikoff],
1364384886,in[sudikoff],
1364385005,in[sudikoff],
1364386205,in[sudikoff],
1364386746,in[sudikoff],
1364387405,in[sudikoff],
1364388605,in[sudikoff],
1364389805,in[sudikoff],
1364390466,in[sudikoff],
1364391005,in[sudikoff],
1364392205,in[sudikoff],
1364392305,in[sudikoff],
1364393407,in[sudikoff],
1364394126,in[sudikoff],
1364394605,in[sudikoff],
1364395805,in[sudikoff],
1364395946,in[sudikoff],
1364397005,in[sudikoff],
1364397760,in[sudikoff],
1364398205,in[sudikoff],
1364399405,in[sudikoff],
1364399586,in[sudikoff],
1364400605,in[sudikoff],
1364401446,in[sudikoff],
1364401805,in[sudikoff],
1364403005,in[sudikoff],
1364403257,in[sudikoff],
1364404205,in[sudikoff],
1364405079,in[sudikoff],
1364405405,in[sudikoff],
1364406605,in[sudikoff],
1364406906,in[sudikoff],
1364407805,in[sudikoff],
1364411312,in[sudikoff],
1364412711,in[sudikoff],
1364492797,in[sudikoff],
1364493996,in[sudikoff],
1364494603,in[sudikoff],
1364495196,in[sudikoff],
1364496396,in[sudikoff],
1364496421,in[sudikoff],
1364497596,in[sudikoff],
1364498248,in[sudikoff],
1364498796,in[sudikoff],
1364499998,in[sudikoff],
1364500066,in[sudikoff],
1364501196,in[sudikoff],
1364501876,in[sudikoff],
1364502396,in[sudikoff],
1364503596,in[sudikoff],
1364503684,in[sudikoff],
1364504495,in[sudikoff],
1364504510,in[sudikoff],
1364504520,in[sudikoff],
1364504530,in[sudikoff],
1364504540,in[sudikoff],
1364504550,in[sudikoff],
1364504560,in[sudikoff],
1364504570,in[sudikoff],
1364504580,in[sudikoff],
1364504590,in[sudikoff],
1364504600,in[sudikoff],
1364504610,in[sudikoff],
1364504620,in[sudikoff],
1364504796,in[sudikoff],
1364505410,in[sudikoff],
1364505492,in[sudikoff],
1364505996,in[sudikoff],
1364507196,in[sudikoff],
1364507298,in[sudikoff],
1364508396,in[sudikoff],
1364509146,in[sudikoff],
1364509596,in[sudikoff],
1364510796,in[sudikoff],
1364511006,in[sudikoff],
1364511996,in[sudikoff],
1364512861,in[sudikoff],
1364513196,in[sudikoff],
1364514396,in[sudikoff],
1364514666,in[sudikoff],
1364515596,in[sudikoff],
1364516481,in[sudikoff],
1364516796,in[sudikoff],
1364517996,in[sudikoff],
1364518326,in[sudikoff],
1364519196,in[sudikoff],
1364520133,in[sudikoff],
1364520396,in[sudikoff],
1364521202,in[steele],
1364521217,near[burke; college-street; steele; ],
1364521233,near[burke; steele; college-street; ],
1364521248,near[burke; college-street; steele; ],
1364521263,near[burke; college-street; steele; ],
1364521279,near[mclaughlin; burke; college-street; ],
1364521294,near[mclaughlin; college-street; steele; ],
1364521310,in[mclaughlin],
1364521325,in[mclaughlin],
1364521341,near[dana-library; mclaughlin; ],
1364521356,in[dana-library],
1364521372,near[dana-library; mclaughlin; ],
1364521387,near[dana-library; mclaughlin; ],
1364521403,near[dana-library; mclaughlin; ],
1364521418,in[dana-library],
1364521434,in[dana-library],
1364521449,in[dana-library],
1364521465,in[dana-library],
1364521480,in[dana-library],
1364521495,in[dana-library],
1364521797,in[steele],
1364521817,in[steele],
1364521832,in[steele],
1364521863,in[baker-berry],
1364521879,in[baker-berry],
1364521894,in[baker-berry],
1364521909,in[baker-berry],
1364521963,in[north-main],
1364521978,in[north-main],
1364521994,in[north-main],
1364522009,in[north-main],
1364522717,in[north-main],
1364522732,in[north-main],
1364522748,in[north-main],
1364522764,in[north-main],
1364522873,in[college-street],
1364522889,in[college-street],
1364522904,in[college-street],
1364522920,near[north-main; college-street; ],
1364522935,in[north-main],
1364522951,in[north-main],
1364522966,near[north-main; carpenterhall; kemeny; ],
