time,location
1364357351,in[sudikoff],
1364357946,in[sudikoff],
1364358551,in[sudikoff],
1364359751,in[sudikoff],
1364360951,in[sudikoff],
1364361606,in[sudikoff],
1364362151,in[sudikoff],
1364363351,in[sudikoff],
1364363417,in[sudikoff],
1364364551,in[sudikoff],
1364365217,in[sudikoff],
1364365751,in[sudikoff],
1364366951,in[sudikoff],
1364367066,in[sudikoff],
1364368151,in[sudikoff],
1364368895,in[sudikoff],
1364369351,in[sudikoff],
1364370551,in[sudikoff],
1364370726,in[sudikoff],
1364371751,in[sudikoff],
1364372586,in[sudikoff],
1364372951,in[sudikoff],
1364374151,in[sudikoff],
1364374446,in[sudikoff],
1364375351,in[sudikoff],
1364376269,in[sudikoff],
1364376551,in[sudikoff],
1364377751,in[sudikoff],
1364378106,in[sudikoff],
1364378951,in[sudikoff],
1364379966,in[sudikoff],
1364380151,in[sudikoff],
1364381351,in[sudikoff],
1364381826,in[sudikoff],
1364382551,in[sudikoff],
1364383686,in[sudikoff],
1364383751,in[sudikoff],
1364384951,in[sudikoff],
1364385505,in[sudikoff],
1364386151,in[sudikoff],
1364387346,in[sudikoff],
1364388551,in[sudikoff],
1364389206,in[sudikoff],
1364389751,in[sudikoff],
1364390951,in[sudikoff],
1364391017,in[sudikoff],
1364392151,in[sudikoff],
1364392852,in[sudikoff],
1364393351,in[sudikoff],
1364394551,in[sudikoff],
1364394666,in[sudikoff],
1364395751,in[sudikoff],
1364396495,in[sudikoff],
1364396951,in[sudikoff],
1364398151,in[sudikoff],
1364398326,in[sudikoff],
1364399351,in[sudikoff],
1364400186,in[sudikoff],
1364400551,in[sudikoff],
1364401751,in[sudikoff],
1364402015,in[sudikoff],
1364402951,in[sudikoff],
1364403846,in[sudikoff],
1364404151,in[sudikoff],
1364405351,in[sudikoff],
1364405696,in[sudikoff],
1364406551,in[sudikoff],
1364407506,in[sudikoff],
1364407751,in[sudikoff],
1364411298,in[sudikoff],
1364424879,in[sudikoff],
1364425198,in[sudikoff],
1364425259,in[sudikoff],
1364425544,in[sudikoff],
1364425575,in[sudikoff],
1364425590,near[sudikoff; mclaughlin; ],
1364425606,near[sudikoff; mclaughlin; ],
1364425622,near[sudikoff; mclaughlin; burke; ],
1364425638,near[mclaughlin; sudikoff; baker-berry; ],
1364425654,near[baker-berry; websterhall; college-street; ],
