id,device,timestamp,MESSAGES_address,MESSAGES_body,MESSAGES_date,MESSAGES_locked,MESSAGES_person,MESSAGES_protocol,MESSAGES_read,MESSAGES_reply_path_present,MESSAGES_status,MESSAGES_subject,MESSAGES_thread_id,MESSAGES_type
cb9f1e61-3a6f-4abd-a6e1-8563c4689f30-21,aec46732-cdbd-45eb-ac4d-3cc3120376e0,1364340100,"{""ONE_WAY_HASH"":""8926de0804470cb3b59c713e81f7a0db48d56150""}","{""ONE_WAY_HASH"":""7b7e426750d028d7f9f2bbea58056f165191c2ea""}",1364340100625,False,"{""ONE_WAY_HASH"":""9f9af029585ba014e07cd3910ca976cf56160616""}",0,False,False,-1,,4,1
cb9f1e61-3a6f-4abd-a6e1-8563c4689f30-21,aec46732-cdbd-45eb-ac4d-3cc3120376e0,1364340100,"{""ONE_WAY_HASH"":""9f6aab10ca56130bb708dde6d4547476dc21e9e3""}","{""ONE_WAY_HASH"":""27145ad56a54c424bf6980f21f52ab8fa0ef13fe""}",1364339086571,False,"{""ONE_WAY_HASH"":""ae1e7198bc3074ff1b2e9ff520c30bc1898d038e""}",0,False,False,-1,,2,1
cb9f1e61-3a6f-4abd-a6e1-8563c4689f30-21,aec46732-cdbd-45eb-ac4d-3cc3120376e0,1364340100,"{""ONE_WAY_HASH"":""a40a5b02b73f76aeafc69a275d16ea8784583973""}","{""ONE_WAY_HASH"":""e91d6448f35602ba980146310e420087151a7935""}",1364317599513,False,,0,True,False,-1,,2,2
cb9f1e61-3a6f-4abd-a6e1-8563c4689f30-21,aec46732-cdbd-45eb-ac4d-3cc3120376e0,1364340100,"{""ONE_WAY_HASH"":""a40a5b02b73f76aeafc69a275d16ea8784583973""}","{""ONE_WAY_HASH"":""3092443c4dc00f9a56789b9c98eee0a9930e3dbe""}",1364317253551,False,,0,True,False,-1,,2,2
cb9f1e61-3a6f-4abd-a6e1-8563c4689f30-21,aec46732-cdbd-45eb-ac4d-3cc3120376e0,1364340100,"{""ONE_WAY_HASH"":""9f6aab10ca56130bb708dde6d4547476dc21e9e3""}","{""ONE_WAY_HASH"":""63098254c04122137b81a7915c946da18f041944""}",1364317126144,False,"{""ONE_WAY_HASH"":""ae1e7198bc3074ff1b2e9ff520c30bc1898d038e""}",0,True,False,-1,,2,1
cb9f1e61-3a6f-4abd-a6e1-8563c4689f30-21,aec46732-cdbd-45eb-ac4d-3cc3120376e0,1364340100,"{""ONE_WAY_HASH"":""a40a5b02b73f76aeafc69a275d16ea8784583973""}","{""ONE_WAY_HASH"":""c403ea15166f1142a6396513407514bf0a851c08""}",1364317078784,False,,0,True,False,-1,,2,2
cb9f1e61-3a6f-4abd-a6e1-8563c4689f30-21,aec46732-cdbd-45eb-ac4d-3cc3120376e0,1364340100,"{""ONE_WAY_HASH"":""9f6aab10ca56130bb708dde6d4547476dc21e9e3""}","{""ONE_WAY_HASH"":""2ccece519054634551939c93b4460730049ad896""}",1364317014231,False,"{""ONE_WAY_HASH"":""ae1e7198bc3074ff1b2e9ff520c30bc1898d038e""}",0,True,False,-1,,2,1
cb9f1e61-3a6f-4abd-a6e1-8563c4689f30-21,aec46732-cdbd-45eb-ac4d-3cc3120376e0,1364340100,"{""ONE_WAY_HASH"":""a40a5b02b73f76aeafc69a275d16ea8784583973""}","{""ONE_WAY_HASH"":""ca290c1a293d3f93ad33b4e57a9c7a8f4459a63a""}",1364316969319,False,,0,True,False,-1,,2,2
cb9f1e61-3a6f-4abd-a6e1-8563c4689f30-21,aec46732-cdbd-45eb-ac4d-3cc3120376e0,1364340100,"{""ONE_WAY_HASH"":""9f6aab10ca56130bb708dde6d4547476dc21e9e3""}","{""ONE_WAY_HASH"":""a9224a6e46ff60999b515ad46b61a24958f038fb""}",1364316916636,False,"{""ONE_WAY_HASH"":""ae1e7198bc3074ff1b2e9ff520c30bc1898d038e""}",0,True,False,-1,,2,1
cb9f1e61-3a6f-4abd-a6e1-8563c4689f30-21,aec46732-cdbd-45eb-ac4d-3cc3120376e0,1364340100,"{""ONE_WAY_HASH"":""9f6aab10ca56130bb708dde6d4547476dc21e9e3""}","{""ONE_WAY_HASH"":""ec84e7967804777c88e44550108333c4a96db8c4""}",1364316906112,False,"{""ONE_WAY_HASH"":""ae1e7198bc3074ff1b2e9ff520c30bc1898d038e""}",0,True,False,-1,,2,1
cb9f1e61-3a6f-4abd-a6e1-8563c4689f30-21,aec46732-cdbd-45eb-ac4d-3cc3120376e0,1364340100,"{""ONE_WAY_HASH"":""9f6aab10ca56130bb708dde6d4547476dc21e9e3""}","{""ONE_WAY_HASH"":""ec84e7967804777c88e44550108333c4a96db8c4""}",1364316885514,False,"{""ONE_WAY_HASH"":""ae1e7198bc3074ff1b2e9ff520c30bc1898d038e""}",0,True,False,-1,,2,1
cb9f1e61-3a6f-4abd-a6e1-8563c4689f30-21,aec46732-cdbd-45eb-ac4d-3cc3120376e0,1364340100,"{""ONE_WAY_HASH"":""a40a5b02b73f76aeafc69a275d16ea8784583973""}","{""ONE_WAY_HASH"":""62e78f94e952c3db06f3d8220808a449675293b8""}",1364316859971,False,,0,True,False,-1,,2,2
cb9f1e61-3a6f-4abd-a6e1-8563c4689f30-21,aec46732-cdbd-45eb-ac4d-3cc3120376e0,1364340100,"{""ONE_WAY_HASH"":""9f6aab10ca56130bb708dde6d4547476dc21e9e3""}","{""ONE_WAY_HASH"":""e9a0f6763c0557882af5ebc9003a7bd0d111683b""}",1364316672003,False,"{""ONE_WAY_HASH"":""ae1e7198bc3074ff1b2e9ff520c30bc1898d038e""}",0,True,False,-1,,2,1
cb9f1e61-3a6f-4abd-a6e1-8563c4689f30-21,aec46732-cdbd-45eb-ac4d-3cc3120376e0,1364340100,"{""ONE_WAY_HASH"":""a40a5b02b73f76aeafc69a275d16ea8784583973""}","{""ONE_WAY_HASH"":""dcb2dabdaf0e735a903f8bc737bd1d29eee509bc""}",1364312452817,False,,0,True,False,-1,,2,2
cb9f1e61-3a6f-4abd-a6e1-8563c4689f30-21,aec46732-cdbd-45eb-ac4d-3cc3120376e0,1364340100,"{""ONE_WAY_HASH"":""9f6aab10ca56130bb708dde6d4547476dc21e9e3""}","{""ONE_WAY_HASH"":""8bd767f6d49cf6a037efed7cd9e78f6b319d8a40""}",1364312099433,False,"{""ONE_WAY_HASH"":""ae1e7198bc3074ff1b2e9ff520c30bc1898d038e""}",0,True,False,-1,,2,1
