id,device,timestamp,MESSAGES_address,MESSAGES_body,MESSAGES_date,MESSAGES_locked,MESSAGES_person,MESSAGES_protocol,MESSAGES_read,MESSAGES_reply_path_present,MESSAGES_status,MESSAGES_subject,MESSAGES_thread_id,MESSAGES_type
4098c7ed-2cdd-4096-af13-7385b666d9ed-17,4f0b2d1c-8fbb-4a66-a976-a85824e9bc79,1364095408,,,,,,,,,,,,
2619ad29-c32e-4778-9997-b1fa7dd6a3ba-20,4f0b2d1c-8fbb-4a66-a976-a85824e9bc79,1364138608,,,,,,,,,,,,
baa4c7dd-066c-40d9-9b50-17d21fbef407-28,4f0b2d1c-8fbb-4a66-a976-a85824e9bc79,1364113408,,,,,,,,,,,,
d48f0409-24da-42fa-b16a-477afd688983-75,4f0b2d1c-8fbb-4a66-a976-a85824e9bc79,1364099008,,,,,,,,,,,,
6f4057ae-8e50-4e49-add8-b28bc86a1ef0-50,4f0b2d1c-8fbb-4a66-a976-a85824e9bc79,1364117008,,,,,,,,,,,,
f30d7368-97a9-463d-b723-34c3aeb2a7c1-20,4f0b2d1c-8fbb-4a66-a976-a85824e9bc79,1364102608,,,,,,,,,,,,
61c3c4da-e658-48bc-96c2-036d29151e9d-33,4f0b2d1c-8fbb-4a66-a976-a85824e9bc79,1364131408,,,,,,,,,,,,
d7f1d911-8736-4deb-9fd5-dd53b321ecc3-124,4f0b2d1c-8fbb-4a66-a976-a85824e9bc79,1364106208,,,,,,,,,,,,
b80bddae-5694-4858-b30c-2614b1224b64-34,4f0b2d1c-8fbb-4a66-a976-a85824e9bc79,1364120608,,,,,,,,,,,,
3a8d1907-5460-4b4a-ab97-2ac2d7c41e8f-45,4f0b2d1c-8fbb-4a66-a976-a85824e9bc79,1364135008,,,,,,,,,,,,
2ba1a048-eacf-4b71-a6c9-28a5626bb143-30,4f0b2d1c-8fbb-4a66-a976-a85824e9bc79,1364142208,,,,,,,,,,,,
65a6c538-b9cd-4c72-a7c6-68f51d80fda9-32,4f0b2d1c-8fbb-4a66-a976-a85824e9bc79,1364127808,,,,,,,,,,,,
5d428e75-5c4f-457c-aabd-8fd3fd5d6653-43,4f0b2d1c-8fbb-4a66-a976-a85824e9bc79,1364124208,,,,,,,,,,,,
6d60517f-3114-4ed9-bc89-ae2b1fab8a40-17,4f0b2d1c-8fbb-4a66-a976-a85824e9bc79,1364109808,,,,,,,,,,,,
87a3ffaa-12fa-478b-99ad-a78bb7e2bd11-58,4f0b2d1c-8fbb-4a66-a976-a85824e9bc79,1364145808,,,,,,,,,,,,
9ea91f76-3ced-4fcd-aaf4-ab5a04e222e3-30,4f0b2d1c-8fbb-4a66-a976-a85824e9bc79,1364149408,,,,,,,,,,,,
0d839559-9051-493b-b1cc-b3c51d1ca967-88,4f0b2d1c-8fbb-4a66-a976-a85824e9bc79,1364153008,,,,,,,,,,,,
59a445ec-0ada-4865-aef1-268d2698534a-32,4f0b2d1c-8fbb-4a66-a976-a85824e9bc79,1364156608,,,,,,,,,,,,
4d92bac9-7885-494a-b30d-1ab78f1c1c86-32,4f0b2d1c-8fbb-4a66-a976-a85824e9bc79,1364160208,,,,,,,,,,,,
e6ac1864-e368-489a-ac35-8e5d50e683fb-29,4f0b2d1c-8fbb-4a66-a976-a85824e9bc79,1364163808,,,,,,,,,,,,
787b84ff-381c-4ad7-969d-aa2d5ff3479e-20,4f0b2d1c-8fbb-4a66-a976-a85824e9bc79,1364167408,,,,,,,,,,,,
91194eb5-961e-4179-8fc5-d7819b1c2b3d-36,4f0b2d1c-8fbb-4a66-a976-a85824e9bc79,1364171008,,,,,,,,,,,,
