id,device,timestamp
4dea6e7c-e1f2-43b8-800e-da2dd5d146f7-33,3d3b4725-e165-4c15-90ec-69942b685dd5,1364126951
b5a329d1-2b7b-4af7-a580-a3b4b2784019-19,3d3b4725-e165-4c15-90ec-69942b685dd5,1364137751
1679dafa-d156-496b-bf82-61865f986829-31,3d3b4725-e165-4c15-90ec-69942b685dd5,1364112551
e5d0743b-d1c1-40d6-babd-9b17593de47d-30,3d3b4725-e165-4c15-90ec-69942b685dd5,1364108951
2842415f-d23c-43df-b0f3-85b1b6a4e03e-19,3d3b4725-e165-4c15-90ec-69942b685dd5,1364134151
fb151497-19ab-4c4e-b3f9-02bc50d8acfe-540,3d3b4725-e165-4c15-90ec-69942b685dd5,1364105351
e93b3baf-2c5b-4aa4-9b82-9a4606c7817c-18,3d3b4725-e165-4c15-90ec-69942b685dd5,1364141351
2e86ecce-66ef-4295-b484-a044df1455cc-32,3d3b4725-e165-4c15-90ec-69942b685dd5,1364130551
512ccb20-e579-4cbc-b6fd-43c9d15a1745-28,3d3b4725-e165-4c15-90ec-69942b685dd5,1364123351
b96c0b16-99ca-454a-a705-d52111bb31f6-32,3d3b4725-e165-4c15-90ec-69942b685dd5,1364119751
1ae39a81-2437-4646-bb82-5042ed6c881d-32,3d3b4725-e165-4c15-90ec-69942b685dd5,1364116151
389d11f0-3206-4669-96fb-f1926f73f0c1-18,3d3b4725-e165-4c15-90ec-69942b685dd5,1364101751
ac66ba15-a0b0-4ea4-af8f-e67d03d1f7d0-19,3d3b4725-e165-4c15-90ec-69942b685dd5,1364144951
0ccefb37-b953-477f-a5bb-eea162b78a86-18,3d3b4725-e165-4c15-90ec-69942b685dd5,1364148551
2a3a8d12-53fd-429c-8d09-cb136fc11ce3-20,3d3b4725-e165-4c15-90ec-69942b685dd5,1364152151
302a0640-affd-449f-a2fb-12e40dd0de10-19,3d3b4725-e165-4c15-90ec-69942b685dd5,1364155751
7bbf7036-43a2-411d-a0f8-abe2fbcaeeab-34,3d3b4725-e165-4c15-90ec-69942b685dd5,1364159351
b7aa4ba8-7ba2-4a0d-bf09-99af11a88e92-19,3d3b4725-e165-4c15-90ec-69942b685dd5,1364162951
7e1d8a84-c074-44c9-812e-41593bd2154a-20,3d3b4725-e165-4c15-90ec-69942b685dd5,1364166551
28a7e127-09fb-4d56-9576-16161ed88c66-19,3d3b4725-e165-4c15-90ec-69942b685dd5,1364170151
3a5a1c71-9b42-444c-900a-61d5c6315ea1-19,3d3b4725-e165-4c15-90ec-69942b685dd5,1364173751
debb7df5-2c35-4a25-88f5-b4c9cd268deb-20,3d3b4725-e165-4c15-90ec-69942b685dd5,1364177351
2da7f1bf-cfe7-4984-b063-253f9e4cc37a-21,3d3b4725-e165-4c15-90ec-69942b685dd5,1364180951
6db3ade9-dee9-408b-8add-3814073e1dc2-20,3d3b4725-e165-4c15-90ec-69942b685dd5,1364184551
55c6ba21-8536-4876-a2bd-4d68cba13dfe-19,3d3b4725-e165-4c15-90ec-69942b685dd5,1364188151
6e46db57-b93e-4995-9bff-13159c1b63a1-19,3d3b4725-e165-4c15-90ec-69942b685dd5,1364191751
76b053cc-1f44-486f-8da2-6cd67b8037ed-19,3d3b4725-e165-4c15-90ec-69942b685dd5,1364195351
ecba533d-a9b2-4dc8-8d2f-774c91e56a3b-19,3d3b4725-e165-4c15-90ec-69942b685dd5,1364198951
3c959868-981b-4877-8a9c-46313b99d5b8-19,3d3b4725-e165-4c15-90ec-69942b685dd5,1364202551
e4abce8c-0831-4710-9eb3-67da63a396fa-31,3d3b4725-e165-4c15-90ec-69942b685dd5,1364206151
0407594b-2520-405f-8ce6-48d3ee262cc2-31,3d3b4725-e165-4c15-90ec-69942b685dd5,1364209751
82da25f6-e2fa-4211-88f6-2159884c2ffc-30,3d3b4725-e165-4c15-90ec-69942b685dd5,1364213351
f760df43-3fff-4d71-80e6-995b1d26e961-33,3d3b4725-e165-4c15-90ec-69942b685dd5,1364216951
17560e4d-3117-4513-84d4-880845828eb5-32,3d3b4725-e165-4c15-90ec-69942b685dd5,1364220551
dc1f0662-274c-4742-830e-625ad99d691b-31,3d3b4725-e165-4c15-90ec-69942b685dd5,1364224151
b5175bdd-ff98-4f7b-a3f6-f52511ef7129-30,3d3b4725-e165-4c15-90ec-69942b685dd5,1364227751
9acc6488-9881-4e2e-94d2-66ca57cfd3fc-55,3d3b4725-e165-4c15-90ec-69942b685dd5,1364231351
59057fd3-5320-4e0f-8ff4-6325e983c8b0-20,3d3b4725-e165-4c15-90ec-69942b685dd5,1364234951
ecbb90a5-6a84-41ba-b110-18d36cf1be2e-19,3d3b4725-e165-4c15-90ec-69942b685dd5,1364238551
02b16813-b5c6-4b1e-af3a-11080a0d81db-17,3d3b4725-e165-4c15-90ec-69942b685dd5,1364242151
c8d7af09-40fa-4c27-af26-156596599ba9-19,3d3b4725-e165-4c15-90ec-69942b685dd5,1364245751
12f112f9-5e6d-4792-a2dd-666fd817d39f-20,3d3b4725-e165-4c15-90ec-69942b685dd5,1364249351
d3a2271d-bb75-4ff4-bbf0-c30f0c7ce120-20,3d3b4725-e165-4c15-90ec-69942b685dd5,1364285351
57ca317a-5933-4d34-9ee4-5efb9a83a4fb-19,3d3b4725-e165-4c15-90ec-69942b685dd5,1364278151
336080a0-9157-474e-9bd7-d3d0e4f44cbf-24,3d3b4725-e165-4c15-90ec-69942b685dd5,1364306951
736df33c-f969-4df3-868c-8ca71c950d19-18,3d3b4725-e165-4c15-90ec-69942b685dd5,1364270951
45f977fb-ecc9-45b1-9983-707d8a8b1120-20,3d3b4725-e165-4c15-90ec-69942b685dd5,1364263751
2e59190b-1470-481e-9774-5146a5194363-17,3d3b4725-e165-4c15-90ec-69942b685dd5,1364292551
25ffd247-c31b-4d5e-ae1b-1773afe91ed8-20,3d3b4725-e165-4c15-90ec-69942b685dd5,1364256551
124bc359-47fa-45b0-89d3-6eaf6a7dd860-17,3d3b4725-e165-4c15-90ec-69942b685dd5,1364299751
cdc53ca0-f837-44e1-9f26-2541c7e5c5b1-20,3d3b4725-e165-4c15-90ec-69942b685dd5,1364296151
2a94f5f4-1abb-4453-8356-a1e020a2aa75-19,3d3b4725-e165-4c15-90ec-69942b685dd5,1364260151
f48ddfc0-2ef3-440a-8ce8-97d9112aab65-19,3d3b4725-e165-4c15-90ec-69942b685dd5,1364288951
740da231-5aac-48fa-a223-d92edae29448-20,3d3b4725-e165-4c15-90ec-69942b685dd5,1364274551
c55a4f7b-b129-41a3-864d-66b427800b94-19,3d3b4725-e165-4c15-90ec-69942b685dd5,1364281751
49da53a8-7a0c-4f7f-a450-8c6849379466-20,3d3b4725-e165-4c15-90ec-69942b685dd5,1364252951
58266625-f153-447c-8c4a-d2a4ccb7b984-20,3d3b4725-e165-4c15-90ec-69942b685dd5,1364267351
cfd1f4bb-ef15-4629-977a-639116f3e5a2-29,3d3b4725-e165-4c15-90ec-69942b685dd5,1364303351
7b144b7d-ff87-47a2-8c23-2ad6b3f912a8-28,3d3b4725-e165-4c15-90ec-69942b685dd5,1364310551
28df5b89-4b22-49c7-9bd8-7e2a8a4b385c-30,3d3b4725-e165-4c15-90ec-69942b685dd5,1364314151
99c0b0c3-59b0-46e9-a484-bedda9f635fc-28,3d3b4725-e165-4c15-90ec-69942b685dd5,1364317751
6f84560e-6161-4b5f-8b06-14444e8b8564-30,3d3b4725-e165-4c15-90ec-69942b685dd5,1364321351
010e4e36-1ede-442b-b74f-2cf9700eb913-19,3d3b4725-e165-4c15-90ec-69942b685dd5,1364357351
3a2e9cf0-cb50-4148-b8b0-71c14ca6bccb-31,3d3b4725-e165-4c15-90ec-69942b685dd5,1364393351
31eeb8f0-51cb-495e-8553-7c20f78bc497-20,3d3b4725-e165-4c15-90ec-69942b685dd5,1364342951
8156697e-9702-4533-98af-548f6cb6b917-19,3d3b4725-e165-4c15-90ec-69942b685dd5,1364378951
104f3fad-37be-4349-8949-e93023b6109c-19,3d3b4725-e165-4c15-90ec-69942b685dd5,1364346551
a4748eb2-2624-4606-8703-a5ce1e3616c9-17,3d3b4725-e165-4c15-90ec-69942b685dd5,1364335751
35138ba6-77f3-4da5-9eaa-a989c445c336-19,3d3b4725-e165-4c15-90ec-69942b685dd5,1364375351
cda59475-29cc-4e70-9fa4-bca2d4f88d04-18,3d3b4725-e165-4c15-90ec-69942b685dd5,1364386151
ca224ee5-d901-446b-b94e-d3848c1503ca-19,3d3b4725-e165-4c15-90ec-69942b685dd5,1364360951
959d552b-0ca1-44f4-8791-8a8b02bb2d46-31,3d3b4725-e165-4c15-90ec-69942b685dd5,1364404151
d6e1dbc4-9675-40a0-91a0-7c656223018c-28,3d3b4725-e165-4c15-90ec-69942b685dd5,1364396951
ec345aba-0ef9-486e-a260-f34dcf5ed164-19,3d3b4725-e165-4c15-90ec-69942b685dd5,1364389751
cf48b539-7630-4a74-b399-992783c7e230-19,3d3b4725-e165-4c15-90ec-69942b685dd5,1364368151
0880ace3-d058-41bd-9d50-644d1f8e9c19-19,3d3b4725-e165-4c15-90ec-69942b685dd5,1364371751
fb6b708f-2e59-4fd1-923c-9eaed9f30182-32,3d3b4725-e165-4c15-90ec-69942b685dd5,1364324951
b8188021-2923-4730-a6b9-56f71aabad2e-27,3d3b4725-e165-4c15-90ec-69942b685dd5,1364328551
71b0487b-a8e6-4196-bddc-e2e849288805-20,3d3b4725-e165-4c15-90ec-69942b685dd5,1364353751
bd05cbba-2a04-4fd5-b6e5-a3a035a83871-19,3d3b4725-e165-4c15-90ec-69942b685dd5,1364364551
801938ee-3205-4861-b570-51a935c3c077-17,3d3b4725-e165-4c15-90ec-69942b685dd5,1364332151
56d1ff31-ab6d-4c09-b741-e7ad8dd0e349-38,3d3b4725-e165-4c15-90ec-69942b685dd5,1364407751
56d1ff31-ab6d-4c09-b741-e7ad8dd0e349-131,3d3b4725-e165-4c15-90ec-69942b685dd5,1364424878
b23ca630-dae0-4966-bd51-f83ee1792b0c-19,3d3b4725-e165-4c15-90ec-69942b685dd5,1364382551
9dfea52f-43f8-4510-b162-e476cabd349f-30,3d3b4725-e165-4c15-90ec-69942b685dd5,1364400551
cc4f1429-19d1-44e1-8545-7f122fbbeb35-20,3d3b4725-e165-4c15-90ec-69942b685dd5,1364339351
00773244-940d-4df5-897a-7eb473403a9d-19,3d3b4725-e165-4c15-90ec-69942b685dd5,1364350151
d5abf213-4c94-4665-a70e-675134e71add-147,3d3b4725-e165-4c15-90ec-69942b685dd5,1364432078
4f2098c4-87c7-40c8-869f-3d2acf725a02-290,3d3b4725-e165-4c15-90ec-69942b685dd5,1364435678
a85ae242-df1f-4fd8-a890-f0ef989cdd8f-332,3d3b4725-e165-4c15-90ec-69942b685dd5,1364442878
6a9e63d2-5e1e-4d5b-b977-7d8c25981af3-159,3d3b4725-e165-4c15-90ec-69942b685dd5,1364453678
b8f94184-ec89-4231-83a9-208442cf02c4-394,3d3b4725-e165-4c15-90ec-69942b685dd5,1364464478
c33957b0-a91d-4a3a-8829-bc7bff3dad7c-325,3d3b4725-e165-4c15-90ec-69942b685dd5,1364428478
b9396fca-0f7b-49f4-8e19-0f6c65c0280e-395,3d3b4725-e165-4c15-90ec-69942b685dd5,1364471678
7fa9d533-4109-42b9-9bdc-20bd7d979a39-147,3d3b4725-e165-4c15-90ec-69942b685dd5,1364457278
09330764-de93-4916-85a9-4fc971a2c7cb-130,3d3b4725-e165-4c15-90ec-69942b685dd5,1364460878
42c8b00e-c1ad-4bf7-b175-7a53922c96f6-317,3d3b4725-e165-4c15-90ec-69942b685dd5,1364439278
4504aeff-62a4-4039-8cdc-4e3dd510f16c-149,3d3b4725-e165-4c15-90ec-69942b685dd5,1364446478
36a0e92c-9d71-423e-a761-457e062207e4-405,3d3b4725-e165-4c15-90ec-69942b685dd5,1364450078
efad5b6f-d4e3-4a7d-9c45-4b578831026d-136,3d3b4725-e165-4c15-90ec-69942b685dd5,1364468078
3ac43315-1298-40a1-b046-bddd2ae6243a-182,3d3b4725-e165-4c15-90ec-69942b685dd5,1364536478
9fd3bde5-881c-4c5c-9d7e-800475fe77b2-179,3d3b4725-e165-4c15-90ec-69942b685dd5,1364532878
7b475819-7a35-413b-8266-2636a55c92a6-68,3d3b4725-e165-4c15-90ec-69942b685dd5,1364493278
31bd9784-4958-473f-8cc5-bb2ec2c18197-111,3d3b4725-e165-4c15-90ec-69942b685dd5,1364489678
7a17d4c8-fe33-4dc7-9486-e932f72e69a9-378,3d3b4725-e165-4c15-90ec-69942b685dd5,1364482478
273e3a4e-3360-4802-811c-7d27c654c24b-25,3d3b4725-e165-4c15-90ec-69942b685dd5,1364522078
cfa399de-1d8d-4ee3-86e2-480163fb5b7c-29,3d3b4725-e165-4c15-90ec-69942b685dd5,1364525678
30a2802f-d30a-4633-989e-613a705688ec-19,3d3b4725-e165-4c15-90ec-69942b685dd5,1364504078
83697078-13be-4df4-93fa-68b493d9b4e4-26,3d3b4725-e165-4c15-90ec-69942b685dd5,1364529278
1fee999d-7bb4-4dca-a531-f5abe8590aa0-28,3d3b4725-e165-4c15-90ec-69942b685dd5,1364511278
ae69ddd5-502e-4e11-9056-44d9ff5cda87-19,3d3b4725-e165-4c15-90ec-69942b685dd5,1364518478
e6701af4-67be-4c59-aecc-4c1b614d8ca2-27,3d3b4725-e165-4c15-90ec-69942b685dd5,1364514878
4b698fc2-354c-4442-bb9c-c28cfbe27365-393,3d3b4725-e165-4c15-90ec-69942b685dd5,1364475278
3b0c5a2e-6b02-48f6-9967-9ed3dcf4f864-157,3d3b4725-e165-4c15-90ec-69942b685dd5,1364496878
0542d9b7-eb5d-484b-97d5-f19f28a03a87-133,3d3b4725-e165-4c15-90ec-69942b685dd5,1364478878
38e540b8-51e0-468a-8415-2622cb7f866b-52,3d3b4725-e165-4c15-90ec-69942b685dd5,1364500478
2908d64e-27ed-4dc7-a3b6-6c2df0e509e4-246,3d3b4725-e165-4c15-90ec-69942b685dd5,1364486078
aef5fd70-8641-47ce-a525-0e25ba07612d-74,3d3b4725-e165-4c15-90ec-69942b685dd5,1364507678
12b890d2-12ee-4d3c-9b98-6e7dc6fd3434-65,3d3b4725-e165-4c15-90ec-69942b685dd5,1364568878
509531fb-f727-439c-b9a0-3942d5b964cc-19,3d3b4725-e165-4c15-90ec-69942b685dd5,1364576078
d5f570b3-9f14-4132-b59a-b45fabff377e-180,3d3b4725-e165-4c15-90ec-69942b685dd5,1364550878
95d1a56e-d66a-42a3-897e-56f0a7ab4085-167,3d3b4725-e165-4c15-90ec-69942b685dd5,1364561678
