id,device,timestamp,MESSAGES_address,MESSAGES_body,MESSAGES_date,MESSAGES_locked,MESSAGES_person,MESSAGES_protocol,MESSAGES_read,MESSAGES_reply_path_present,MESSAGES_status,MESSAGES_subject,MESSAGES_thread_id,MESSAGES_type
4ab7e35d-026c-487f-ab00-5acf91bce8c3-39,661f40c2-3f4a-412b-9d04-cf49dd4bfe93,1364345576,"{""ONE_WAY_HASH"":""a6a4af7e3cd7f8f55d2eacbba4fbe90d2a2d15ad""}","{""ONE_WAY_HASH"":""4eaf8eead12657950d3ab9ee3587fcffa8736a77""}",1364345576967,False,,0,True,False,-1,,1,1
2c8deb53-7d0a-453d-94cc-b4af9ee5fd05-21,661f40c2-3f4a-412b-9d04-cf49dd4bfe93,1364341055,"{""ONE_WAY_HASH"":""c8c6393d844c9d70e6f190c7a812a8a198b351ef""}","{""ONE_WAY_HASH"":""cbcecad2f5a51b1c5673da313f9bd87ea6895f95""}",1364341055474,False,,0,True,False,-1,,7,1
2c8deb53-7d0a-453d-94cc-b4af9ee5fd05-21,661f40c2-3f4a-412b-9d04-cf49dd4bfe93,1364341055,"{""ONE_WAY_HASH"":""32ed15eed8b1527bacc1ecb4b52723986da8a142""}","{""ONE_WAY_HASH"":""357566228ea5de8c5b92efc9431960f6c7bd4833""}",1364272909308,False,,0,True,False,-1,,6,2
2c8deb53-7d0a-453d-94cc-b4af9ee5fd05-21,661f40c2-3f4a-412b-9d04-cf49dd4bfe93,1364341055,"{""ONE_WAY_HASH"":""32ed15eed8b1527bacc1ecb4b52723986da8a142""}","{""ONE_WAY_HASH"":""44ea86be67060d7a28c805c564767e8b86aed724""}",1364272896863,False,,0,True,False,-1,,6,1
2c8deb53-7d0a-453d-94cc-b4af9ee5fd05-21,661f40c2-3f4a-412b-9d04-cf49dd4bfe93,1364341055,"{""ONE_WAY_HASH"":""32ed15eed8b1527bacc1ecb4b52723986da8a142""}","{""ONE_WAY_HASH"":""6f4c767a2d40241f30b0ffdb2cb906459b2fc48""}",1364272893498,False,,0,True,False,-1,,6,1
2c8deb53-7d0a-453d-94cc-b4af9ee5fd05-21,661f40c2-3f4a-412b-9d04-cf49dd4bfe93,1364341055,"{""ONE_WAY_HASH"":""32ed15eed8b1527bacc1ecb4b52723986da8a142""}","{""ONE_WAY_HASH"":""9e4b194b70af776ce281663aee824b0701e55557""}",1364272864091,False,,0,True,False,-1,,6,2
2c8deb53-7d0a-453d-94cc-b4af9ee5fd05-21,661f40c2-3f4a-412b-9d04-cf49dd4bfe93,1364341055,"{""ONE_WAY_HASH"":""32ed15eed8b1527bacc1ecb4b52723986da8a142""}","{""ONE_WAY_HASH"":""73ba8feae2116a98c820b41459103dd59ee06a3e""}",1364272450649,False,,0,True,False,-1,,6,1
2c8deb53-7d0a-453d-94cc-b4af9ee5fd05-21,661f40c2-3f4a-412b-9d04-cf49dd4bfe93,1364341055,"{""ONE_WAY_HASH"":""32ed15eed8b1527bacc1ecb4b52723986da8a142""}","{""ONE_WAY_HASH"":""9bd4c93c17cfad86621f6f807bd077a22d3fe490""}",1364272389218,False,,0,True,False,-1,,6,2
2c8deb53-7d0a-453d-94cc-b4af9ee5fd05-21,661f40c2-3f4a-412b-9d04-cf49dd4bfe93,1364341055,"{""ONE_WAY_HASH"":""32ed15eed8b1527bacc1ecb4b52723986da8a142""}","{""ONE_WAY_HASH"":""b2421fe4931c972ceafb4b50c237da6714bfaed1""}",1364272147709,False,,0,True,False,-1,,6,1
2c8deb53-7d0a-453d-94cc-b4af9ee5fd05-21,661f40c2-3f4a-412b-9d04-cf49dd4bfe93,1364341055,"{""ONE_WAY_HASH"":""32ed15eed8b1527bacc1ecb4b52723986da8a142""}","{""ONE_WAY_HASH"":""d1f54c3e7718b921adce756f6e19e563570cd1f3""}",1364272086711,False,,0,True,False,-1,,6,2
