time,MAC,class_id,level
1364357083,70:56:81:9E:B5:93,3670284,-92
1364357083,E4:CE:8F:44:09:CB,3801356,-93

1364358283,00:23:12:5E:08:E8,3801356,-70

1364361883,E4:CE:8F:44:09:CB,3801356,-93

1364365483,E4:CE:8F:44:09:CB,3801356,-92

1364366683,E4:CE:8F:44:09:CB,3801356,-93

1364367884,E4:CE:8F:44:09:CB,3801356,-92

1364370283,E4:CE:8F:44:09:CB,3801356,-92

1364371483,E4:CE:8F:44:09:CB,3801356,-95

1364372683,E4:CE:8F:44:09:CB,3801356,-92

1364387084,70:56:81:9E:B5:93,3670284,-91

1364388284,70:56:81:9E:B5:93,3670284,-92

1364389484,70:56:81:9E:B5:93,3670284,-95

1364393084,00:26:08:B8:D2:CF,3801356,-74
1364393084,44:2A:60:FB:B7:59,3801356,-80
1364393084,58:B0:35:80:8D:2E,3801356,-86
1364393084,7C:FA:DF:8B:71:73,7995916,-79
1364393084,98:D6:F7:BD:F7:3E,5898764,-83
1364393084,E4:CE:8F:41:FB:11,3801356,-78

1364394284,00:26:08:B8:D2:CF,3801356,-72
1364394284,44:2A:60:FB:B7:59,3801356,-81
1364394284,58:B0:35:80:8D:2E,3801356,-78
1364394284,68:A8:6D:17:5B:75,3801356,-91
1364394284,7C:FA:DF:8B:71:73,7995916,-80
1364394284,98:D6:F7:BD:F7:3E,5898764,-75
1364394284,E4:CE:8F:41:FB:11,3801356,-80

1364395489,00:26:08:B8:D2:CF,3801356,-83
1364395489,44:2A:60:FB:B7:59,3801356,-77
1364395489,58:B0:35:80:8D:2E,3801356,-75
1364395489,68:A8:6D:17:5B:75,3801356,-85
1364395489,7C:FA:DF:8B:71:73,7995916,-89
1364395489,98:D6:F7:BD:F7:3E,5898764,-73
1364395489,CC:52:AF:08:04:23,393484,-97
1364395489,E4:CE:8F:41:FB:11,3801356,-76

1364396687,00:26:08:B8:D2:CF,3801356,-82
1364396687,20:C9:D0:BA:1A:62,3801356,-98
1364396687,44:2A:60:FB:B7:59,3801356,-86
1364396687,58:B0:35:80:8D:2E,3801356,-78
1364396687,68:A8:6D:17:5B:75,3801356,-80
1364396687,7C:FA:DF:8B:71:73,7995916,-78
1364396687,98:D6:F7:BD:F7:3E,5898764,-87
1364396687,E4:CE:8F:41:FB:11,3801356,-90

1364397884,00:25:BC:5C:AC:11,3670276,-90
1364397884,00:26:08:BE:16:78,3670284,-80
1364397884,00:26:08:C9:F8:6F,3670284,-86
1364397884,00:26:08:D0:30:08,3801356,-75
1364397884,5C:96:9D:73:45:56,3801356,-86
1364397884,60:33:4B:02:48:FA,3670284,-83
1364397884,60:33:4B:04:11:56,3801356,-98
1364397884,60:33:4B:29:C6:70,3670284,-90
1364397884,60:FB:42:8A:54:45,3670284,-88
1364397884,C8:BC:C8:DE:A0:EA,3670284,-97
1364397884,E0:F8:47:30:E9:F7,3801356,-85
1364397884,E4:CE:8F:1D:15:BB,3670284,-93

1364399083,00:25:BC:5C:AC:11,3670276,-86
1364399083,00:26:08:C9:F8:6F,3670284,-92
1364399083,00:26:08:D0:30:08,3801356,-74
1364399083,5C:96:9D:73:45:56,3801356,-90
1364399083,60:33:4B:02:48:FA,3670284,-82
1364399083,60:33:4B:04:11:56,3801356,-94
1364399083,60:33:4B:25:41:27,3801356,-93
1364399083,60:33:4B:29:C6:70,3670284,-88
1364399083,C8:BC:C8:DE:A0:EA,3670284,-92
1364399083,E0:F8:47:30:E9:F7,3801356,-98
1364399083,E4:CE:8F:1D:15:BB,3670284,-86

1364400284,00:25:BC:5C:AC:11,3670276,-92
1364400284,00:26:08:D0:30:08,3801356,-84
1364400284,5C:96:9D:73:45:56,3801356,-92
1364400284,60:33:4B:02:48:FA,3670284,-87
1364400284,60:33:4B:04:11:56,3801356,-88
1364400284,60:33:4B:25:41:27,3801356,-88
1364400284,60:33:4B:29:C6:70,3670284,-92
1364400284,60:FB:42:8A:54:45,3670284,-85
1364400284,C8:BC:C8:DE:A0:EA,3670284,-92
1364400284,E0:F8:47:30:E9:F7,3801356,-96
1364400284,E4:CE:8F:1D:15:BB,3670284,-77

1364401484,00:23:12:3F:F8:28,3670284,-78
1364401484,B8:F6:B1:1C:24:9E,3801356,-90

1364402683,00:23:12:3F:F8:28,3670284,-89
1364402683,00:26:08:B7:A1:2B,3801356,-91
1364402683,00:26:08:CC:CB:EF,3801356,-90
1364402683,20:C9:D0:48:60:8E,3801356,-79
1364402683,5C:59:48:CA:BA:7D,3801356,-72
1364402683,C8:BC:C8:CE:64:F4,3801356,-80
1364402683,E0:F8:47:19:46:CF,3801356,-81

1364403884,00:23:12:3F:F8:28,3670284,-82
1364403884,00:26:08:B7:A1:2B,3801356,-80
1364403884,00:26:08:CC:CB:EF,3801356,-80
1364403884,20:C9:D0:48:60:8E,3801356,-89
1364403884,5C:59:48:CA:BA:7D,3801356,-72
1364403884,C8:BC:C8:CE:64:F4,3801356,-90

1364405084,00:26:08:B7:A1:2B,3801356,-79
1364405084,00:26:08:CC:CB:EF,3801356,-82
1364405084,20:C9:D0:48:60:8E,3801356,-77
1364405084,C8:BC:C8:CE:64:F4,3801356,-75
1364405084,E0:F8:47:19:46:CF,3801356,-90

1364406284,44:6D:57:55:2A:55,4063492,-74

1364407484,5C:59:48:C8:1A:C5,3670284,-88
1364407484,78:47:1D:EF:36:BE,5898756,-82
1364407484,78:DD:08:A7:C8:62,131340,-92

1364408684,60:33:4B:14:CF:F6,3670284,-93

1364763883,70:56:81:9E:B5:93,3670284,-90

1364765083,70:56:81:9E:B5:93,3670284,-97

1364766283,70:56:81:9E:B5:93,3670284,-92

1364767484,70:56:81:9E:B5:93,3670284,-86

1364769889,70:56:81:9E:B5:93,3670284,-98
1364769889,E4:CE:8F:44:09:CB,3801356,-96

1364771083,70:56:81:9E:B5:93,3670284,-90
1364771083,E4:CE:8F:44:09:CB,3801356,-86

1364772289,70:56:81:9E:B5:93,3670284,-88
1364772289,E4:CE:8F:44:09:CB,3801356,-95

1364773483,70:56:81:9E:B5:93,3670284,-91
1364773483,E4:CE:8F:44:09:CB,3801356,-88

1364774683,70:56:81:9E:B5:93,3670284,-94

1364775883,70:56:81:9E:B5:93,3670284,-92

1364777083,70:56:81:9E:B5:93,3670284,-92

1364779483,70:56:81:9E:B5:93,3670284,-91

1364780683,70:56:81:9E:B5:93,3670284,-88

1364781884,E4:CE:8F:44:09:CB,3801356,-92

1364783083,00:23:12:5E:08:E8,3801356,-72

1364784283,00:23:12:5E:08:E8,3801356,-87

1364785484,70:56:81:9E:B5:93,3670284,-87
1364785484,E4:CE:8F:44:09:CB,3801356,-94

1364787883,E4:CE:8F:44:09:CB,3801356,-94

1364791486,E4:CE:8F:44:09:CB,3801356,-90

1364792684,E4:CE:8F:44:09:CB,3801356,-96

1364793883,00:1F:F3:A7:F9:88,3801348,-82
1364793883,10:9A:DD:CA:63:3D,3670284,-64

1364795083,10:9A:DD:CA:63:3D,3670284,-64
1364795083,5C:59:48:CC:86:1D,3801356,-90

1364825084,E4:CE:8F:44:09:CB,3801356,-97

1364826289,E4:CE:8F:44:09:CB,3801356,-98

1364843084,00:1E:C2:99:5C:CB,3670276,-80
1364843084,B8:F6:B1:37:79:48,3670276,-68
1364843084,B8:F6:B1:37:B9:1B,3670276,-70
1364843084,B8:F6:B1:37:CA:3F,3670276,-87
1364843084,B8:F6:B1:3A:BD:F2,3670276,-97
1364843084,B8:F6:B1:3A:BE:79,3670276,-91

1364844283,00:1E:C2:99:5C:CB,3670276,-82
1364844283,04:0C:CE:25:9D:3E,3670276,-92
1364844283,20:C9:D0:7E:3D:DE,3801356,-79
1364844283,58:B0:35:9B:85:8C,3670284,-96
1364844283,B8:F6:B1:37:79:48,3670276,-54
