time,MAC,class_id,level
1364357372,00:1E:C2:8F:C8:E1,3670276,-89
1364357372,00:1E:C2:94:6D:EE,3801348,-61
1364357372,00:1E:C2:95:92:57,3801348,-66
1364357372,00:1E:C2:98:1B:79,3801348,-86
1364357372,40:A6:D9:FB:48:54,3801348,-89
1364357372,44:2A:60:D8:85:51,3801348,-100

1364358567,00:1E:C2:8F:C8:E1,3670276,-76
1364358567,00:1E:C2:94:6D:EE,3801348,-66
1364358567,E4:CE:8F:74:D4:50,3670276,-92

1364359772,00:17:F2:BA:19:9A,3670276,-93
1364359772,00:1E:C2:8F:C8:E1,3670276,-93
1364359772,00:1E:C2:94:6D:EE,3801348,-66
1364359772,00:1E:C2:95:92:57,3801348,-67

1364360967,00:1E:C2:8F:C8:E1,3670276,-78
1364360967,00:1E:C2:94:6D:EE,3801348,-63
1364360967,00:1E:C2:95:92:57,3801348,-65
1364360967,64:B9:E8:DE:D9:B7,3801348,-98
1364360967,64:B9:E8:DE:F9:90,3801348,-74
1364360967,E4:CE:8F:74:D4:50,3670276,-90

1364362172,00:1E:C2:8F:C8:E1,3670276,-88
1364362172,00:1E:C2:94:6D:EE,3801348,-62
1364362172,00:1E:C2:95:92:57,3801348,-68
1364362172,40:A6:D9:FB:48:54,3801348,-100
1364362172,44:2A:60:D7:4D:E3,3670276,-91
1364362172,E4:CE:8F:74:D4:50,3670276,-91

1364363367,00:1E:C2:8F:C8:E1,3670276,-77
1364363367,00:1E:C2:94:6D:EE,3801348,-66
1364363367,00:1E:C2:95:92:57,3801348,-69

1364364567,00:1E:C2:8F:C8:E1,3670276,-74
1364364567,00:1E:C2:94:6D:EE,3801348,-74
1364364567,00:1E:C2:95:92:57,3801348,-65
1364364567,44:2A:60:D7:4D:E3,3670276,-90

1364365772,00:17:F2:BA:19:9A,3670276,-93
1364365772,00:1E:C2:8F:C8:E1,3670276,-77
1364365772,00:1E:C2:94:6D:EE,3801348,-66
1364365772,00:1E:C2:95:92:57,3801348,-69
1364365772,00:1E:C2:98:1B:79,3801348,-98
1364365772,44:2A:60:D7:4D:E3,3670276,-90

1364366970,00:1E:C2:8F:C8:E1,3670276,-90
1364366970,00:1E:C2:94:6D:EE,3801348,-72
1364366970,00:1E:C2:95:92:57,3801348,-70
1364366970,44:2A:60:D7:4D:E3,3670276,-90

1364368172,00:17:F2:BA:19:9A,3670276,-99
1364368172,00:1E:C2:8F:C8:E1,3670276,-80
1364368172,00:1E:C2:94:6D:EE,3801348,-62
1364368172,00:1E:C2:95:92:57,3801348,-68
1364368172,00:1E:C2:98:1B:79,3801348,-95
1364368172,44:2A:60:D7:4D:E3,3670276,-89

1364369372,00:1E:C2:8F:C8:E1,3670276,-73
1364369372,00:1E:C2:94:6D:EE,3801348,-66
1364369372,00:1E:C2:95:92:57,3801348,-70
1364369372,44:2A:60:D7:4D:E3,3670276,-91
1364369372,64:B9:E8:DE:D9:B7,3801348,-92

1364370570,00:1E:C2:8F:C8:E1,3670276,-80
1364370570,00:1E:C2:94:6D:EE,3801348,-69
1364370570,00:1E:C2:95:92:57,3801348,-100
1364370570,44:2A:60:D7:4D:E3,3670276,-90
1364370570,44:2A:60:D8:85:51,3801348,-95

1364371777,00:17:F2:BA:19:9A,3670276,-94
1364371777,00:1E:C2:8F:C8:E1,3670276,-76
1364371777,00:1E:C2:94:6D:EE,3801348,-63
1364371777,00:1E:C2:95:92:57,3801348,-69
1364371777,00:1E:C2:98:1B:79,3801348,-97

1364372972,00:1E:C2:8F:C8:E1,3670276,-77
1364372972,00:1E:C2:94:6D:EE,3801348,-64
1364372972,00:1E:C2:95:92:57,3801348,-68
1364372972,44:2A:60:D7:4D:E3,3670276,-88
1364372972,E4:CE:8F:74:D4:50,3670276,-94

1364374177,00:17:F2:BA:19:9A,3670276,-93
1364374177,00:1E:C2:8F:C8:E1,3670276,-80
1364374177,00:1E:C2:94:6D:EE,3801348,-68
1364374177,00:1E:C2:95:92:57,3801348,-69
1364374177,00:1E:C2:98:1B:79,3801348,-89
1364374177,44:2A:60:D7:4D:E3,3670276,-89
1364374177,44:2A:60:D8:85:51,3801348,-99
1364374177,64:B9:E8:DE:D9:B7,3801348,-94

1364375367,00:1E:C2:8F:C8:E1,3670276,-77
1364375367,00:1E:C2:94:6D:EE,3801348,-72
1364375367,00:1E:C2:95:92:57,3801348,-65
1364375367,44:2A:60:D7:4D:E3,3670276,-90
1364375367,E4:CE:8F:74:D4:50,3670276,-90

1364376572,00:1E:C2:8F:C8:E1,3670276,-90
1364376572,00:1E:C2:94:6D:EE,3801348,-74
1364376572,00:1E:C2:95:92:57,3801348,-70
1364376572,E4:CE:8F:74:D4:50,3670276,-96

1364377767,00:1E:C2:8F:C8:E1,3670276,-80
1364377767,00:1E:C2:94:6D:EE,3801348,-65
1364377767,00:1E:C2:95:92:57,3801348,-64
1364377767,44:2A:60:D7:4D:E3,3670276,-96

1364378977,00:17:F2:BA:19:9A,3670276,-94
1364378977,00:1E:C2:8F:C8:E1,3670276,-82
1364378977,00:1E:C2:94:6D:EE,3801348,-70
1364378977,00:1E:C2:95:92:57,3801348,-70
1364378977,44:2A:60:D7:4D:E3,3670276,-90
1364378977,64:B9:E8:DE:D9:B7,3801348,-94

1364380167,00:1E:C2:8F:C8:E1,3670276,-75
1364380167,00:1E:C2:94:6D:EE,3801348,-62
1364380167,00:1E:C2:95:92:57,3801348,-86
1364380167,44:2A:60:D7:4D:E3,3670276,-91
1364380167,E4:CE:8F:74:D4:50,3670276,-92

1364381367,00:1E:C2:8F:C8:E1,3670276,-74
1364381367,00:1E:C2:94:6D:EE,3801348,-63
1364381367,00:1E:C2:95:92:57,3801348,-70
1364381367,44:2A:60:D7:4D:E3,3670276,-94

1364382572,00:17:F2:BA:19:9A,3670276,-93
1364382572,00:1E:C2:8F:C8:E1,3670276,-73
1364382572,00:1E:C2:94:6D:EE,3801348,-73
1364382572,00:1E:C2:98:1B:79,3801348,-98

1364383767,00:1E:C2:8F:C8:E1,3670276,-94
1364383767,00:1E:C2:95:92:57,3801348,-71
1364383767,E4:CE:8F:74:D4:50,3670276,-90

1364384972,00:1E:C2:8F:C8:E1,3670276,-77
1364384972,00:1E:C2:94:6D:EE,3801348,-63
1364384972,00:1E:C2:95:92:57,3801348,-72
1364384972,00:1E:C2:98:1B:79,3801348,-91
1364384972,44:2A:60:D7:4D:E3,3670276,-91
1364384972,E4:CE:8F:74:D4:50,3670276,-100

1364386166,00:1E:C2:8F:C8:E1,3670276,-78
1364386166,00:1E:C2:94:6D:EE,3801348,-63
1364386166,00:1E:C2:94:6F:73,3801348,-88
1364386166,00:1E:C2:95:92:57,3801348,-67
1364386166,04:0C:CE:E8:6E:75,3801348,-96

1364387366,00:1E:C2:8F:C8:E1,3670276,-87
1364387366,00:1E:C2:94:6D:EE,3801348,-62
1364387366,44:2A:60:D7:4D:E3,3670276,-88
1364387366,E4:CE:8F:74:D4:50,3670276,-97

1364388572,00:17:F2:BA:19:9A,3670276,-93
1364388572,00:1E:C2:8F:C8:E1,3670276,-79
1364388572,00:1E:C2:94:6D:EE,3801348,-62
1364388572,04:0C:CE:E8:6E:75,3801348,-94
1364388572,64:B9:E8:DE:D9:B7,3801348,-98

1364389772,00:1E:C2:8F:C8:E1,3670276,-75
1364389772,00:1E:C2:94:6D:EE,3801348,-72
1364389772,00:1E:C2:95:92:57,3801348,-64
1364389772,00:1E:C2:98:1B:79,3801348,-99
