time,MAC,class_id,level
1364356855,E4:CE:8F:73:CE:65,3670284,-90

1364359255,E4:CE:8F:73:CE:65,3670284,-92

1364360455,E4:CE:8F:73:CE:65,3670284,-90

1364361655,E4:CE:8F:73:CE:65,3670284,-94

1364362855,E4:CE:8F:73:CE:65,3670284,-91

1364364055,E4:CE:8F:73:CE:65,3670284,-89

1364366455,E4:CE:8F:73:CE:65,3670284,-91

1364367655,E4:CE:8F:73:CE:65,3670284,-94

1364368855,E4:CE:8F:73:CE:65,3670284,-95

1364397660,00:11:24:B0:AA:86,1057028,-95
1364397660,00:17:F2:A4:8C:0F,3801348,-77
1364397660,00:17:F2:A6:A2:12,3670276,-75
1364397660,00:25:BC:65:0A:CF,3801348,-89
1364397660,78:CA:39:BF:E8:85,3670276,-100

1364398855,00:17:F2:A4:8C:0F,3801348,-79
1364398855,00:17:F2:A6:A2:12,3670276,-76
1364398855,34:51:C9:EA:F2:A7,3801348,-89

1364406055,00:17:F2:A4:8C:0F,3801348,-89
1364406055,00:17:F2:A6:A2:12,3670276,-74
1364406055,00:25:BC:65:0A:CF,3801348,-90
1364406055,34:51:C9:EA:F2:A7,3801348,-83
1364406055,D8:A2:5E:89:2B:7A,3801348,-91

1364407260,00:11:24:B0:AA:86,1057028,-95
1364407260,00:17:F2:A4:8C:0F,3801348,-84
1364407260,00:17:F2:A6:A2:12,3670276,-71
1364407260,00:25:BC:65:0A:CF,3801348,-86
1364407260,34:51:C9:EA:F2:A7,3801348,-88
1364407260,D8:A2:5E:89:2B:7A,3801348,-90

1364408455,00:17:F2:A4:8C:0F,3801348,-76
1364408455,00:17:F2:A6:A2:12,3670276,-79
1364408455,00:25:BC:65:0A:CF,3801348,-97
1364408455,34:51:C9:EA:F2:A7,3801348,-86
1364408455,78:CA:39:BF:E8:85,3670276,-95

1364409655,00:17:F2:A4:8C:0F,3801348,-79
1364409655,00:17:F2:A6:A2:12,3670276,-81

1364410860,00:11:24:B0:AA:86,1057028,-95
1364410860,00:17:F2:A4:8C:0F,3801348,-87
1364410860,00:17:F2:A6:A2:12,3670276,-87
1364410860,00:25:BC:65:0A:CF,3801348,-92

1364412055,00:17:F2:A4:8C:0F,3801348,-86
1364412055,00:17:F2:A6:A2:12,3670276,-84
1364412055,34:51:C9:EA:F2:A7,3801348,-89
1364412055,78:CA:39:BF:E8:85,3670276,-92

1364413260,00:11:24:B0:AA:86,1057028,-97
1364413260,00:17:F2:A4:8C:0F,3801348,-76
1364413260,00:17:F2:A6:A2:12,3670276,-91
1364413260,00:25:BC:65:0A:CF,3801348,-100
1364413260,34:51:C9:EA:F2:A7,3801348,-87
1364413260,78:CA:39:BF:E8:85,3670276,-89

1364414460,00:11:24:B0:AA:86,1057028,-95
1364414460,00:17:F2:A4:8C:0F,3801348,-83
1364414460,00:17:F2:A6:A2:12,3670276,-78
1364414460,00:25:BC:65:0A:CF,3801348,-97
1364414460,34:51:C9:EA:F2:A7,3801348,-90
1364414460,78:CA:39:BF:E8:85,3670276,-91

1364415665,00:11:24:B0:AA:86,1057028,-99
1364415665,00:17:F2:A4:8C:0F,3801348,-84
1364415665,00:17:F2:A4:8D:5C,1057028,-95
1364415665,00:17:F2:A6:A2:12,3670276,-76
1364415665,00:25:BC:65:0A:CF,3801348,-92
1364415665,34:51:C9:EA:F2:A7,3801348,-92
1364415665,78:CA:39:BF:E8:85,3670276,-93

1364416863,00:11:24:B0:AA:86,1057028,-95
1364416863,00:17:F2:A4:8C:0F,3801348,-74
1364416863,00:17:F2:A4:8D:5C,1057028,-94
1364416863,00:17:F2:A6:A2:12,3670276,-77
1364416863,00:25:BC:65:0A:CF,3801348,-89
1364416863,78:CA:39:BF:E8:85,3670276,-89

1364418055,00:17:F2:A4:8C:0F,3801348,-86
1364418055,00:25:BC:65:0A:CF,3801348,-94

1364419255,00:17:F2:A4:8C:0F,3801348,-84
1364419255,00:17:F2:A6:A2:12,3670276,-81
1364419255,00:25:BC:65:0A:CF,3801348,-92

1364420455,00:17:F2:A4:8C:0F,3801348,-83
1364420455,00:17:F2:A6:A2:12,3670276,-77
1364420455,00:25:BC:65:0A:CF,3801348,-95
1364420455,78:CA:39:BF:E8:85,3670276,-96

1364421660,00:11:24:B0:AA:86,1057028,-96
1364421660,00:17:F2:A4:8C:0F,3801348,-84
1364421660,00:17:F2:A6:A2:12,3670276,-81

1364422855,00:17:F2:A4:8C:0F,3801348,-80
1364422855,00:17:F2:A6:A2:12,3670276,-77
1364422855,00:25:BC:65:0A:CF,3801348,-92
1364422855,78:CA:39:BF:E8:85,3670276,-89

1364424055,00:17:F2:A4:8C:0F,3801348,-86
1364424055,00:17:F2:A6:A2:12,3670276,-78

1364425260,00:11:24:B0:AA:86,1057028,-98
1364425260,00:17:F2:A4:8C:0F,3801348,-78
1364425260,00:17:F2:A6:A2:12,3670276,-79
1364425260,00:25:BC:65:0A:CF,3801348,-97

1364427655,00:17:F2:A4:8C:0F,3801348,-80
1364427655,00:17:F2:A6:A2:12,3670276,-79
1364427655,00:25:BC:65:0A:CF,3801348,-95
1364427655,78:CA:39:BF:E8:85,3670276,-98

1364428855,00:17:F2:A4:8C:0F,3801348,-84
1364428855,00:17:F2:A6:A2:12,3670276,-74

1364430055,00:17:F2:A4:8C:0F,3801348,-81
1364430055,00:17:F2:A6:A2:12,3670276,-75
1364430055,00:25:BC:65:0A:CF,3801348,-96
1364430055,78:CA:39:BF:E8:85,3670276,-96

1364431255,5C:17:D3:07:DF:7A,5374468,-86

1364433655,5C:17:D3:07:DF:7A,5374468,-83

1364436055,5C:17:D3:07:DF:7A,5374468,-92

1364437255,5C:17:D3:07:DF:7A,5374468,-84

1364438455,5C:17:D3:07:DF:7A,5374468,-78

1364440855,5C:17:D3:07:DF:7A,5374468,-71

1364444455,E4:CE:8F:73:CE:65,3670284,-93

1364446855,E4:CE:8F:73:CE:65,3670284,-94

1364485258,00:11:24:B0:AA:86,1057028,-93
1364485258,00:17:F2:A6:A2:12,3670276,-97
1364485258,00:25:BC:65:0A:CF,3801348,-75
1364485258,00:26:08:C9:46:A9,3670284,-95
1364485258,14:74:11:D4:52:58,7995916,-81
1364485258,78:CA:39:BF:E8:85,3670276,-83

1364486455,00:17:F2:A4:8C:0F,3801348,-84
1364486455,00:17:F2:A6:A2:12,3670276,-82
1364486455,00:25:BC:65:0A:CF,3801348,-92
1364486455,78:CA:39:BF:E8:85,3670276,-90

1364487655,00:11:24:B0:AA:86,1057028,-90
1364487655,00:17:F2:A4:8C:0F,3801348,-84
1364487655,00:17:F2:A6:A2:12,3670276,-74
1364487655,00:25:BC:65:0A:CF,3801348,-90
1364487655,78:CA:39:BF:E8:85,3670276,-91

1364488855,00:17:F2:A4:8C:0F,3801348,-87
1364488855,00:17:F2:A6:A2:12,3670276,-83
1364488855,00:25:BC:65:0A:CF,3801348,-88

1364491255,00:17:F2:A4:8C:0F,3801348,-77
1364491255,00:17:F2:A6:A2:12,3670276,-80

1364493655,00:17:F2:A4:8C:0F,3801348,-78
1364493655,00:17:F2:A6:A2:12,3670276,-88
1364493655,00:25:BC:65:0A:CF,3801348,-94

1364494855,00:17:F2:A4:8C:0F,3801348,-75
1364494855,00:17:F2:A6:A2:12,3670276,-84
1364494855,78:CA:39:BF:E8:85,3670276,-88

1364496055,00:17:F2:A4:8C:0F,3801348,-76
1364496055,00:17:F2:A6:A2:12,3670276,-76

1364499656,00:25:00:5A:AE:3A,3801356,-94
1364499656,58:B0:35:9A:DE:F9,3801356,-83
1364499656,70:56:81:9A:32:E6,3801356,-92

1364502055,00:17:F2:A4:8C:0F,3801348,-84
1364502055,00:17:F2:A6:A2:12,3670276,-77
1364502055,00:25:BC:65:0A:CF,3801348,-100

1364503255,00:11:24:B0:AA:86,1057028,-85
1364503255,00:17:F2:A6:A2:12,3670276,-99
1364503255,00:25:BC:65:0A:CF,3801348,-84
1364503255,00:26:08:C1:9F:99,3670284,-87

1364508055,00:17:F2:A4:8C:0F,3801348,-83
1364508055,00:17:F2:A6:A2:12,3670276,-91
1364508055,00:25:BC:65:0A:CF,3801348,-94

1364509255,00:17:F2:A4:8C:0F,3801348,-90
1364509255,00:17:F2:A6:A2:12,3670276,-87

1364510455,00:17:F2:A4:8C:0F,3801348,-76
1364510455,00:17:F2:A6:A2:12,3670276,-87
1364510455,00:25:BC:65:0A:CF,3801348,-95

1364511655,00:17:F2:A4:8C:0F,3801348,-84
1364511655,00:17:F2:A6:A2:12,3670276,-71
1364511655,00:25:BC:65:0A:CF,3801348,-86

1364512855,00:11:24:B0:AA:86,1057028,-91
1364512855,00:17:F2:A4:8C:0F,3801348,-76
1364512855,00:17:F2:A6:A2:12,3670276,-78
1364512855,00:25:BC:65:0A:CF,3801348,-95
1364512855,78:CA:39:BF:E8:85,3670276,-94

1364514055,00:17:F2:A4:8C:0F,3801348,-83
1364514055,00:17:F2:A6:A2:12,3670276,-77
1364514055,00:25:BC:65:0A:CF,3801348,-91
1364514055,78:CA:39:BF:E8:85,3670276,-98

1364515255,00:17:F2:A4:8C:0F,3801348,-85
1364515255,00:17:F2:A6:A2:12,3670276,-86

1364516455,00:17:F2:A4:8C:0F,3801348,-87
1364516455,00:17:F2:A6:A2:12,3670276,-87

1364517655,00:17:F2:A4:8C:0F,3801348,-80
1364517655,00:17:F2:A6:A2:12,3670276,-86
1364517655,00:25:BC:65:0A:CF,3801348,-95

1364518859,00:1F:F3:AC:CE:A0,3670276,-83
1364518859,00:25:BC:5E:D7:CA,3670276,-78
1364518859,7C:6D:62:9C:5D:EC,3670276,-97

1364520055,00:11:24:B0:AA:86,1057028,-95
1364520055,00:17:F2:A4:8C:0F,3801348,-79
1364520055,00:17:F2:A6:A2:12,3670276,-86
1364520055,00:25:BC:65:0A:CF,3801348,-96

1364521255,00:17:F2:A4:8C:0F,3801348,-85
1364521255,00:17:F2:A6:A2:12,3670276,-90
1364521255,00:25:BC:65:0A:CF,3801348,-93
1364521255,78:CA:39:BF:E8:85,3670276,-92

1364523655,E4:CE:8F:73:CE:65,3670284,-94

1364529655,E4:CE:8F:73:CE:65,3670284,-92

1364530855,E4:CE:8F:73:CE:65,3670284,-89

1364541655,E4:CE:8F:73:CE:65,3670284,-87

1364544055,E4:CE:8F:73:CE:65,3670284,-85

1364550055,E4:CE:8F:73:CE:65,3670284,-87

1364551255,E4:CE:8F:73:CE:65,3670284,-86

1364593384,CC:05:1B:4D:3D:8C,5898756,-87

1364600580,1C:69:A5:F5:C0:83,7995916,-88

1364609642,24:AB:81:B3:77:86,7995916,-100

1364610844,14:5A:05:48:FD:18,7995916,-95

1364614442,00:0D:4B:E6:C4:AE,1060,-89

1364658846,00:23:D7:DD:BB:01,5898756,-94
1364658846,6C:0E:0D:CA:36:A3,5898756,-74

1364660042,70:F9:27:15:11:25,5898756,-85

1364661242,6C:D6:8A:E4:81:DA,5898756,-70

1364662447,00:07:E0:A2:FA:AF,5898764,-93
1364662447,20:21:A5:8B:2A:3D,5898756,-84
1364662447,6C:D6:8A:E4:81:DA,5898756,-60
1364662447,AC:93:2F:C0:7C:AF,5898756,-87

1364663651,1C:69:A5:AE:9E:FD,7995916,-85
1364663651,20:21:A5:8B:2A:3D,5898756,-89
1364663651,70:D4:F2:18:9E:E8,7995916,-87

1364664856,00:1C:35:23:C4:2A,5898756,-98
1364664856,00:1F:CD:F3:09:38,5898756,-98
1364664856,00:23:D7:57:99:C1,5898756,-93
1364664856,00:25:E7:65:CE:5C,5898756,-89
1364664856,1C:66:AA:27:AF:69,5898756,-81
1364664856,A0:6C:EC:A3:E8:88,7995916,-89

1364666047,00:23:12:3B:20:B7,3670276,-92
1364666047,A0:07:98:CF:F5:32,5898756,-94

1364668452,00:19:01:28:26:AD,1664,-92
1364668452,1C:69:A5:66:AF:9B,7995916,-81
1364668452,34:C7:31:56:64:BB,2360324,-100

1364669647,14:74:11:43:00:DB,7995916,-90

1364670846,3C:F7:2A:92:22:6B,5898764,-88
1364670846,E8:3E:B6:82:EE:24,7995916,-91

1364672048,14:74:11:43:00:DB,7995916,-74
1364672048,5C:57:C8:7F:D7:A1,5898764,-86
1364672048,68:96:7B:C2:83:DE,7995916,-97
1364672048,68:ED:43:FB:8D:7A,7995916,-86

1364673243,14:74:11:43:00:DB,7995916,-89
1364673243,3C:F7:2A:92:22:6B,5898764,-95
1364673243,40:6A:AB:EB:A5:71,7995916,-90
1364673243,FC:E5:57:F5:78:08,5898764,-93

1364675642,04:FE:31:4D:79:DD,5898756,-93
1364675642,3C:F7:2A:92:22:6B,5898764,-97

1364676845,D4:E8:B2:57:08:4A,5898756,-95

1364679242,00:25:00:C2:02:5A,3670276,-90

1364684047,6C:0E:0D:D1:76:10,5898756,-80

1364691247,00:16:CB:2C:2F:57,3670284,-95
1364691247,A0:78:BA:DA:78:EA,5898756,-91

1364692442,70:AA:B2:53:4F:13,7995916,-86

1364693642,70:AA:B2:53:4F:13,7995916,-94

1364694843,A0:78:BA:DA:78:EA,5898756,-95

1364697247,00:16:CB:2C:2F:57,3670284,-93

1364699647,00:16:CB:2C:2F:57,3670284,-92
1364699647,40:6F:2A:CA:42:31,7995916,-84

1364741642,CC:05:1B:4D:3D:8C,5898756,-91

1364742843,C8:29:2A:0B:59:36,0,-87

1364753642,CC:05:1B:4D:3D:8C,5898756,-91

1364759647,00:05:4F:D7:54:B8,2098184,-97
1364759647,08:D4:2B:03:67:D1,5382660,-95
1364759647,90:03:B7:57:90:5D,3408904,-89

1364771647,00:05:4F:B3:03:C3,2098184,-97

1364831642,00:11:24:B0:AA:86,1057028,-96
1364831642,00:17:F2:A4:8C:0F,3801348,-79
1364831642,00:17:F2:A6:A2:12,3670276,-75

1364832842,00:11:24:B0:AA:86,1057028,-97
1364832842,00:17:F2:A4:8C:0F,3801348,-80
1364832842,00:17:F2:A6:A2:12,3670276,-89
1364832842,78:CA:39:BF:E8:85,3670276,-94

