time,MAC,class_id,level
1364357364,00:1E:C2:8F:C8:E1,3670276,-76
1364357364,00:1E:C2:94:6D:EE,3801348,-70
1364357364,00:1E:C2:95:92:57,3801348,-72
1364357364,64:B9:E8:DE:D9:B7,3801348,-93

1364358564,00:1E:C2:8F:C8:E1,3670276,-72
1364358564,00:1E:C2:94:6D:EE,3801348,-70
1364358564,00:1E:C2:95:92:57,3801348,-74

1364359763,00:1E:C2:8F:C8:E1,3670276,-74
1364359763,00:1E:C2:94:6D:EE,3801348,-64
1364359763,00:1E:C2:98:1B:79,3801348,-97
1364359763,64:B9:E8:DE:D9:B7,3801348,-96
1364359763,E4:CE:8F:74:D4:50,3670276,-92

1364360964,00:1E:C2:8F:C8:E1,3670276,-76
1364360964,00:1E:C2:94:6D:EE,3801348,-62
1364360964,00:1E:C2:95:92:57,3801348,-74
1364360964,00:1E:C2:98:1B:79,3801348,-94
1364360964,64:B9:E8:DE:F9:90,3801348,-74
1364360964,E4:CE:8F:74:D4:50,3670276,-94

1364362164,00:1E:C2:8F:C8:E1,3670276,-78
1364362164,00:1E:C2:94:6D:EE,3801348,-62
1364362164,00:1E:C2:95:92:57,3801348,-74
1364362164,00:1E:C2:98:1B:79,3801348,-95
1364362164,44:2A:60:D7:4D:E3,3670276,-97
1364362164,E4:CE:8F:74:D4:50,3670276,-92

1364363364,00:1E:C2:8F:C8:E1,3670276,-87
1364363364,00:1E:C2:94:6D:EE,3801348,-67
1364363364,00:1E:C2:95:92:57,3801348,-77

1364364564,00:1E:C2:8F:C8:E1,3670276,-82
1364364564,00:1E:C2:94:6D:EE,3801348,-70
1364364564,00:1E:C2:95:92:57,3801348,-73
1364364564,64:B9:E8:DE:D9:B7,3801348,-94

1364365764,00:1E:C2:8F:C8:E1,3670276,-70
1364365764,00:1E:C2:94:6D:EE,3801348,-74
1364365764,00:1E:C2:95:92:57,3801348,-78
1364365764,00:1E:C2:98:1B:79,3801348,-94

1364366964,00:1E:C2:8F:C8:E1,3670276,-80
1364366964,00:1E:C2:94:6D:EE,3801348,-69
1364366964,00:1E:C2:95:92:57,3801348,-74
1364366964,64:B9:E8:DE:D9:B7,3801348,-95

1364368179,00:1E:C2:8F:C8:E1,3670276,-72
1364368179,00:1E:C2:94:6D:EE,3801348,-76
1364368179,00:1E:C2:95:92:57,3801348,-71
