time,MAC,class_id,level
1364357173,C8:BC:C8:AA:0E:FC,3670284,-73

1364358374,C8:BC:C8:AA:0E:FC,3670284,-89

1364388373,38:59:F9:F4:7E:3A,393484,-63

1364389573,38:59:F9:F4:7E:3A,4063500,-67

1364390773,38:59:F9:F4:7E:3A,4063500,-75

1364391973,00:26:08:D0:34:56,3801356,-92

1364393173,00:26:08:B8:D2:CF,3801356,-84
1364393173,20:C9:D0:BA:1A:62,3801356,-97
1364393173,44:2A:60:FB:B7:59,3801356,-83
1364393173,58:B0:35:80:8D:2E,3801356,-90
1364393173,68:A8:6D:17:5B:75,3801356,-64
1364393173,7C:FA:DF:8B:71:73,7995916,-66
1364393173,98:D6:F7:BD:F7:3E,5898764,-86
1364393173,E4:CE:8F:41:FB:11,3801356,-77

1364394375,00:26:08:B8:D2:CF,3801356,-88
1364394375,20:C9:D0:BA:1A:62,3801356,-84
1364394375,44:2A:60:FB:B7:59,3801356,-74
1364394375,58:B0:35:80:8D:2E,3801356,-78
1364394375,78:DD:08:A7:C8:62,131340,-94
1364394375,7C:FA:DF:8B:71:73,7995916,-74
1364394375,98:D6:F7:BD:F7:3E,5898764,-80
1364394375,E4:CE:8F:41:FB:11,3801356,-75

1364395574,00:26:08:B8:D2:CF,3801356,-78
1364395574,20:C9:D0:BA:1A:62,3801356,-98
1364395574,44:2A:60:FB:B7:59,3801356,-76
1364395574,58:B0:35:80:8D:2E,3801356,-70
1364395574,68:A8:6D:17:5B:75,3801356,-71
1364395574,78:DD:08:A7:C8:62,131340,-98
1364395574,7C:FA:DF:8B:71:73,7995916,-70
1364395574,98:D6:F7:BD:F7:3E,5898764,-91
1364395574,E4:CE:8F:41:FB:11,3801356,-79

1364396774,00:26:08:B8:D2:CF,3801356,-84
1364396774,44:2A:60:FB:B7:59,3801356,-84
1364396774,58:B0:35:80:8D:2E,3801356,-85
1364396774,7C:FA:DF:8B:71:73,7995916,-68
1364396774,98:D6:F7:BD:F7:3E,5898764,-83

1364397973,38:59:F9:F4:7E:3A,4063500,-54

1364399173,38:59:F9:F4:7E:3A,4063500,-50

1364401574,00:23:12:3F:F8:28,3670284,-71
1364401574,00:26:08:CC:CB:EF,3801356,-73
1364401574,60:33:4B:25:42:05,3670284,-90
1364401574,B8:F6:B1:13:2D:9A,3801356,-86
1364401574,E0:F8:47:19:46:CF,3801356,-77

1364402773,00:23:12:3F:F8:28,3670284,-86
1364402773,00:26:08:B7:A1:2B,3801356,-74
1364402773,00:26:08:CC:CB:EF,3801356,-88
1364402773,1C:69:A5:1E:E7:53,7995916,-85
1364402773,20:C9:D0:48:60:8E,3801356,-73
1364402773,5C:59:48:CA:BA:7D,3801356,-79
1364402773,C8:BC:C8:CE:64:F4,3801356,-82
1364402773,E0:F8:47:19:46:CF,3801356,-82

1364403974,00:23:12:3F:F8:28,3670284,-88
1364403974,00:26:08:B7:A1:2B,3801356,-73
1364403974,00:26:08:CC:CB:EF,3801356,-78
1364403974,20:C9:D0:48:60:8E,3801356,-77
1364403974,C8:BC:C8:CE:64:F4,3801356,-86
1364403974,E0:F8:47:19:46:CF,3801356,-86

1364405173,00:23:12:3F:F8:28,3670284,-78
1364405173,00:26:08:B7:A1:2B,3801356,-77
1364405173,00:26:08:CC:CB:EF,3801356,-78
1364405173,1C:69:A5:1E:E7:53,7995916,-86
1364405173,20:C9:D0:48:60:8E,3801356,-68
1364405173,5C:59:48:CA:BA:7D,3801356,-73
1364405173,C8:BC:C8:CE:64:F4,3801356,-77
1364405173,E0:F8:47:19:46:CF,3801356,-84

1364406380,00:1B:63:49:DA:89,3670276,-84
1364406380,00:1F:5B:7F:A3:DE,3801348,-86
1364406380,00:1F:F3:A5:F9:E2,3670284,-75
1364406380,00:23:6C:A6:5F:3F,3670284,-94
1364406380,68:A8:6D:22:31:F5,3801356,-82
1364406380,A0:6C:EC:BD:9A:B4,7995916,-83

