id,device,timestamp,ACCOUNT_LABEL,DATE,TIME
530cef2a-6bca-420d-b0a2-7a46a5fa7054-43,25fd565d-66d3-429f-a733-58bcd9254859,1364666295,1,3/30/2013,8:00 PM
530cef2a-6bca-420d-b0a2-7a46a5fa7054-44,25fd565d-66d3-429f-a733-58bcd9254859,1364666295,2,3/30/2013,8:00 PM
6365cb4b-44ed-4822-8ffa-afa7a365f28c-40,25fd565d-66d3-429f-a733-58bcd9254859,1364752695,1,3/31/2013,8:00 PM
6365cb4b-44ed-4822-8ffa-afa7a365f28c-41,25fd565d-66d3-429f-a733-58bcd9254859,1364752695,2,3/31/2013,8:00 PM
c0fb6045-5bb9-4417-b9e1-0fb00db20f0d-271,25fd565d-66d3-429f-a733-58bcd9254859,1365962295,1,4/14/2013,8:00 PM
c0fb6045-5bb9-4417-b9e1-0fb00db20f0d-272,25fd565d-66d3-429f-a733-58bcd9254859,1365962295,2,4/14/2013,8:00 PM
7df4916e-56b0-4c23-9201-11b685bbed38-49,25fd565d-66d3-429f-a733-58bcd9254859,1366567095,1,4/21/2013,8:00 PM
7df4916e-56b0-4c23-9201-11b685bbed38-50,25fd565d-66d3-429f-a733-58bcd9254859,1366567095,2,4/21/2013,8:00 PM
ced1a474-b1d8-4cec-8554-3865e4dadc6f-26,25fd565d-66d3-429f-a733-58bcd9254859,1367690295,1,5/4/2013,8:00 PM
ced1a474-b1d8-4cec-8554-3865e4dadc6f-27,25fd565d-66d3-429f-a733-58bcd9254859,1367690295,2,5/4/2013,8:00 PM
be4af191-5915-4f39-ac1f-7f310a8a5352-67,25fd565d-66d3-429f-a733-58bcd9254859,1368295095,1,5/11/2013,8:00 PM
be4af191-5915-4f39-ac1f-7f310a8a5352-68,25fd565d-66d3-429f-a733-58bcd9254859,1368295095,2,5/11/2013,8:00 PM
