id,device,timestamp,ACCOUNT_LABEL,DATE,TIME
f5a37644-3d99-4f04-80a0-f82273aad338-49,00a1c922-0d7a-43b0-82d1-5491343f4b5f,1364667332,1,3/30/2013,8:00 PM
f5a37644-3d99-4f04-80a0-f82273aad338-50,00a1c922-0d7a-43b0-82d1-5491343f4b5f,1364667332,2,3/30/2013,8:00 PM
c00a5e57-e344-40a4-ab18-f933410f7aeb-68,00a1c922-0d7a-43b0-82d1-5491343f4b5f,1364753732,1,3/31/2013,8:00 PM
c00a5e57-e344-40a4-ab18-f933410f7aeb-69,00a1c922-0d7a-43b0-82d1-5491343f4b5f,1364753732,2,3/31/2013,8:00 PM
1ead5ad2-96c3-49d0-b722-373b1c3c10ef-17,00a1c922-0d7a-43b0-82d1-5491343f4b5f,1365963332,1,4/14/2013,8:00 PM
1ead5ad2-96c3-49d0-b722-373b1c3c10ef-18,00a1c922-0d7a-43b0-82d1-5491343f4b5f,1365963332,2,4/14/2013,8:00 PM
5abff1f7-cedd-4ca2-9634-d5a656068a72-55,00a1c922-0d7a-43b0-82d1-5491343f4b5f,1366049732,1,4/15/2013,7:00 PM
5abff1f7-cedd-4ca2-9634-d5a656068a72-56,00a1c922-0d7a-43b0-82d1-5491343f4b5f,1366049732,2,4/15/2013,7:00 PM
7e482f84-1e5d-48a5-8b82-9c84fe20b867-19,00a1c922-0d7a-43b0-82d1-5491343f4b5f,1366568132,1,4/21/2013,8:00 PM
7e482f84-1e5d-48a5-8b82-9c84fe20b867-20,00a1c922-0d7a-43b0-82d1-5491343f4b5f,1366568132,2,4/21/2013,8:00 PM
56896531-8f3a-41b3-ac2e-ddfd2d59abf2-23,f4e73c02-c069-4e6d-a4ce-8239e8da16d6,1368347398,1,5/12/2013,12:00 AM
968de264-c8ed-4386-b82a-11f73783e14b-120,f4e73c02-c069-4e6d-a4ce-8239e8da16d6,1368433798,1,5/13/2013,10:00 PM
0b77983a-84f5-4d2b-a742-d3d46d98b7c5-191,00a1c922-0d7a-43b0-82d1-5491343f4b5f,1369609653,1,5/26/2013,8:00 PM
0b77983a-84f5-4d2b-a742-d3d46d98b7c5-192,00a1c922-0d7a-43b0-82d1-5491343f4b5f,1369609653,2,5/26/2013,8:00 PM
0b77983a-84f5-4d2b-a742-d3d46d98b7c5-193,00a1c922-0d7a-43b0-82d1-5491343f4b5f,1369609653,3,5/26/2013,8:00 PM
0b77983a-84f5-4d2b-a742-d3d46d98b7c5-194,00a1c922-0d7a-43b0-82d1-5491343f4b5f,1369609653,4,5/26/2013,8:00 PM
c6d156ed-af07-4785-b090-6cab08d3dbc7-36,00a1c922-0d7a-43b0-82d1-5491343f4b5f,1369782453,1,5/28/2013,8:00 PM
c6d156ed-af07-4785-b090-6cab08d3dbc7-37,00a1c922-0d7a-43b0-82d1-5491343f4b5f,1369782453,2,5/28/2013,8:00 PM
affc6197-4ac1-498a-a06a-ccda1792958e-151,f4e73c02-c069-4e6d-a4ce-8239e8da16d6,1369643398,1,5/27/2013,12:00 AM
affc6197-4ac1-498a-a06a-ccda1792958e-152,f4e73c02-c069-4e6d-a4ce-8239e8da16d6,1369643398,2,5/27/2013,1:15 PM
99f0c019-4f2e-4b56-9ecf-845c8aac1db2-25,bacb0599-f9cb-4956-8ef7-9a6af9635a68,1369677405,1,5/27/2013,12:00 AM
99f0c019-4f2e-4b56-9ecf-845c8aac1db2-26,bacb0599-f9cb-4956-8ef7-9a6af9635a68,1369677405,2,5/27/2013,1:15 PM
5f4c6dab-6547-490a-8536-c90495579d7c-105,bacb0599-f9cb-4956-8ef7-9a6af9635a68,1369850205,1,5/29/2013,12:00 AM
b7029764-e246-423d-88c1-3e26150c04f1-174,bacb0599-f9cb-4956-8ef7-9a6af9635a68,1371379320,1,6/16/2013,12:00 AM
