id,device,timestamp,ACCOUNT_LABEL,DATE,TIME
9b7755f7-b445-436c-9663-f2992744adf2-55,2cea7c07-5050-4b2f-8c3b-0ba614a12cb9,1364494474,1,3/28/2013,8:00 PM
9b7755f7-b445-436c-9663-f2992744adf2-56,2cea7c07-5050-4b2f-8c3b-0ba614a12cb9,1364494474,2,3/28/2013,1:00 PM
9b7755f7-b445-436c-9663-f2992744adf2-57,2cea7c07-5050-4b2f-8c3b-0ba614a12cb9,1364494474,3,3/28/2013,12:00 PM
9b7755f7-b445-436c-9663-f2992744adf2-59,2cea7c07-5050-4b2f-8c3b-0ba614a12cb9,1364494474,4,3/28/2013,8:00 PM
9b7755f7-b445-436c-9663-f2992744adf2-60,2cea7c07-5050-4b2f-8c3b-0ba614a12cb9,1364494474,5,3/28/2013,1:00 PM
9b7755f7-b445-436c-9663-f2992744adf2-61,2cea7c07-5050-4b2f-8c3b-0ba614a12cb9,1364494474,6,3/28/2013,12:00 PM
7df082b6-1b0e-4d4a-a53f-86fb2b832919-53,2cea7c07-5050-4b2f-8c3b-0ba614a12cb9,1364580874,1,3/29/2013,8:00 PM
7df082b6-1b0e-4d4a-a53f-86fb2b832919-54,2cea7c07-5050-4b2f-8c3b-0ba614a12cb9,1364580874,2,3/29/2013,3:00 PM
7df082b6-1b0e-4d4a-a53f-86fb2b832919-55,2cea7c07-5050-4b2f-8c3b-0ba614a12cb9,1364580874,3,3/29/2013,7:00 PM
7df082b6-1b0e-4d4a-a53f-86fb2b832919-57,2cea7c07-5050-4b2f-8c3b-0ba614a12cb9,1364580874,4,3/29/2013,8:00 PM
7df082b6-1b0e-4d4a-a53f-86fb2b832919-58,2cea7c07-5050-4b2f-8c3b-0ba614a12cb9,1364580874,5,3/29/2013,3:00 PM
7df082b6-1b0e-4d4a-a53f-86fb2b832919-59,2cea7c07-5050-4b2f-8c3b-0ba614a12cb9,1364580874,6,3/29/2013,7:00 PM
ff1450fb-d387-4fc1-b7dc-635a1c60e092-34,2cea7c07-5050-4b2f-8c3b-0ba614a12cb9,1364667274,1,3/30/2013,8:00 PM
ff1450fb-d387-4fc1-b7dc-635a1c60e092-35,2cea7c07-5050-4b2f-8c3b-0ba614a12cb9,1364667274,2,3/30/2013,9:00 PM
ff1450fb-d387-4fc1-b7dc-635a1c60e092-36,2cea7c07-5050-4b2f-8c3b-0ba614a12cb9,1364667274,3,3/30/2013,12:00 PM
ff1450fb-d387-4fc1-b7dc-635a1c60e092-37,2cea7c07-5050-4b2f-8c3b-0ba614a12cb9,1364667274,4,3/30/2013,8:00 PM
ff1450fb-d387-4fc1-b7dc-635a1c60e092-39,2cea7c07-5050-4b2f-8c3b-0ba614a12cb9,1364667274,5,3/30/2013,8:00 PM
ff1450fb-d387-4fc1-b7dc-635a1c60e092-40,2cea7c07-5050-4b2f-8c3b-0ba614a12cb9,1364667274,6,3/30/2013,9:00 PM
ff1450fb-d387-4fc1-b7dc-635a1c60e092-41,2cea7c07-5050-4b2f-8c3b-0ba614a12cb9,1364667274,7,3/30/2013,12:00 PM
ff1450fb-d387-4fc1-b7dc-635a1c60e092-42,2cea7c07-5050-4b2f-8c3b-0ba614a12cb9,1364667274,8,3/30/2013,8:00 PM
7b16f373-5492-4574-89e5-6dbf7f26bae2-64,2cea7c07-5050-4b2f-8c3b-0ba614a12cb9,1364753674,1,3/31/2013,8:00 PM
7b16f373-5492-4574-89e5-6dbf7f26bae2-65,2cea7c07-5050-4b2f-8c3b-0ba614a12cb9,1364753674,2,3/31/2013,10:15 AM
7b16f373-5492-4574-89e5-6dbf7f26bae2-66,2cea7c07-5050-4b2f-8c3b-0ba614a12cb9,1364753674,3,3/31/2013,11:00 AM
7b16f373-5492-4574-89e5-6dbf7f26bae2-67,2cea7c07-5050-4b2f-8c3b-0ba614a12cb9,1364753674,4,3/31/2013,8:00 PM
7b16f373-5492-4574-89e5-6dbf7f26bae2-68,2cea7c07-5050-4b2f-8c3b-0ba614a12cb9,1364753674,5,3/31/2013,10:15 AM
7b16f373-5492-4574-89e5-6dbf7f26bae2-69,2cea7c07-5050-4b2f-8c3b-0ba614a12cb9,1364753674,6,3/31/2013,11:00 AM
b16926b3-da60-4e19-bf06-e247b4fb375e-41,2cea7c07-5050-4b2f-8c3b-0ba614a12cb9,1364840074,1,4/1/2013,8:00 PM
b16926b3-da60-4e19-bf06-e247b4fb375e-42,2cea7c07-5050-4b2f-8c3b-0ba614a12cb9,1364840074,2,4/1/2013,8:00 AM
b16926b3-da60-4e19-bf06-e247b4fb375e-43,2cea7c07-5050-4b2f-8c3b-0ba614a12cb9,1364840074,3,4/1/2013,8:00 PM
b16926b3-da60-4e19-bf06-e247b4fb375e-44,2cea7c07-5050-4b2f-8c3b-0ba614a12cb9,1364840074,4,4/1/2013,8:00 AM
19f57e5b-5b3e-48c1-b9c9-09d6cc80d38a-70,2cea7c07-5050-4b2f-8c3b-0ba614a12cb9,1364926474,1,4/2/2013,7:00 PM
19f57e5b-5b3e-48c1-b9c9-09d6cc80d38a-71,2cea7c07-5050-4b2f-8c3b-0ba614a12cb9,1364926474,2,4/2/2013,9:00 PM
19f57e5b-5b3e-48c1-b9c9-09d6cc80d38a-73,2cea7c07-5050-4b2f-8c3b-0ba614a12cb9,1364926474,3,4/2/2013,7:00 PM
19f57e5b-5b3e-48c1-b9c9-09d6cc80d38a-74,2cea7c07-5050-4b2f-8c3b-0ba614a12cb9,1364926474,4,4/2/2013,9:00 PM
ca7892cb-c79f-4020-ac0e-0fc005393f3f-53,2cea7c07-5050-4b2f-8c3b-0ba614a12cb9,1365012874,1,4/3/2013,6:00 PM
