id,device,timestamp,ACCOUNT_LABEL,DATE,TIME
15dd857f-764c-4c5e-b167-e2a45d28bb18-19,f5079815-6592-4584-83d1-f5d03632db33,1364413130,1,03/27/2013,10:00 PM
15dd857f-764c-4c5e-b167-e2a45d28bb18-20,f5079815-6592-4584-83d1-f5d03632db33,1364413130,2,03/27/2013,11:15 AM
15dd857f-764c-4c5e-b167-e2a45d28bb18-22,f5079815-6592-4584-83d1-f5d03632db33,1364413130,3,03/27/2013,1:45 PM
15dd857f-764c-4c5e-b167-e2a45d28bb18-23,f5079815-6592-4584-83d1-f5d03632db33,1364413130,4,03/27/2013,10:00 AM
15dd857f-764c-4c5e-b167-e2a45d28bb18-36,f5079815-6592-4584-83d1-f5d03632db33,1364413131,5,03/27/2013,10:00 PM
15dd857f-764c-4c5e-b167-e2a45d28bb18-49,f5079815-6592-4584-83d1-f5d03632db33,1364413131,6,03/27/2013,11:15 AM
15dd857f-764c-4c5e-b167-e2a45d28bb18-50,f5079815-6592-4584-83d1-f5d03632db33,1364413131,7,03/27/2013,1:45 PM
15dd857f-764c-4c5e-b167-e2a45d28bb18-51,f5079815-6592-4584-83d1-f5d03632db33,1364413131,8,03/27/2013,10:00 AM
f43dd24f-407e-47bb-afee-456010d34a08-63,f5079815-6592-4584-83d1-f5d03632db33,1364499530,1,03/28/2013,8:00 PM
f43dd24f-407e-47bb-afee-456010d34a08-64,f5079815-6592-4584-83d1-f5d03632db33,1364499530,2,03/28/2013,4:00 PM
f43dd24f-407e-47bb-afee-456010d34a08-65,f5079815-6592-4584-83d1-f5d03632db33,1364499530,3,03/28/2013,8:00 PM
f43dd24f-407e-47bb-afee-456010d34a08-66,f5079815-6592-4584-83d1-f5d03632db33,1364499530,4,03/28/2013,12:00 PM
f43dd24f-407e-47bb-afee-456010d34a08-67,f5079815-6592-4584-83d1-f5d03632db33,1364499530,5,03/28/2013,1:00 PM
f43dd24f-407e-47bb-afee-456010d34a08-68,f5079815-6592-4584-83d1-f5d03632db33,1364499530,6,03/28/2013,9:30 AM
f43dd24f-407e-47bb-afee-456010d34a08-70,f5079815-6592-4584-83d1-f5d03632db33,1364499530,7,03/28/2013,8:00 PM
f43dd24f-407e-47bb-afee-456010d34a08-71,f5079815-6592-4584-83d1-f5d03632db33,1364499530,8,03/28/2013,4:00 PM
f43dd24f-407e-47bb-afee-456010d34a08-72,f5079815-6592-4584-83d1-f5d03632db33,1364499530,9,03/28/2013,8:00 PM
f43dd24f-407e-47bb-afee-456010d34a08-73,f5079815-6592-4584-83d1-f5d03632db33,1364499530,10,03/28/2013,12:00 PM
