id,device,timestamp,ACCOUNT_LABEL,DATE,TIME
d824d9ba-8587-4c88-ac9c-34adda16ca82-93,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1364879426,1,4/2/2013,12:00 PM
d824d9ba-8587-4c88-ac9c-34adda16ca82-94,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1364879426,2,4/2/2013,8:00 PM
d824d9ba-8587-4c88-ac9c-34adda16ca82-95,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1364879426,3,4/2/2013,8:00 PM
fff07337-2629-45aa-9acc-07c1ba6f4be0-57,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1364965826,1,4/3/2013,8:00 PM
fff07337-2629-45aa-9acc-07c1ba6f4be0-58,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1364965826,2,4/3/2013,5:30 PM
fff07337-2629-45aa-9acc-07c1ba6f4be0-59,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1364965826,3,4/3/2013,4:00 PM
fff07337-2629-45aa-9acc-07c1ba6f4be0-60,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1364965826,4,4/3/2013,7:25 PM
fff07337-2629-45aa-9acc-07c1ba6f4be0-61,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1364965826,5,4/3/2013,8:00 PM
52a4dc1a-b2e7-4bc0-a589-75ebec1e0370-89,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365052226,1,4/4/2013,8:30 PM
52a4dc1a-b2e7-4bc0-a589-75ebec1e0370-90,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365052226,2,4/4/2013,8:00 PM
52a4dc1a-b2e7-4bc0-a589-75ebec1e0370-91,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365052226,3,4/4/2013,7:00 PM
52a4dc1a-b2e7-4bc0-a589-75ebec1e0370-92,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365052226,4,4/4/2013,8:00 PM
15077f24-09e3-452c-a350-ec792dea781b-58,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365138626,1,4/5/2013,9:00 AM
a16b5efe-04a1-425c-af73-202f2e3aa163-21,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365225026,1,4/6/2013,8:00 PM
adbbd56f-514f-4845-bd8d-b41ded571968-71,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365570626,1,4/10/2013,8:00 PM
5fddc167-f923-4a68-982f-049b366e2e3b-50,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365657026,1,4/11/2013,8:00 PM
5fddc167-f923-4a68-982f-049b366e2e3b-51,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365657026,2,4/11/2013,8:15 PM
5fddc167-f923-4a68-982f-049b366e2e3b-52,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365657026,3,4/11/2013,8:00 PM
459dfa60-f17b-4c06-a9b4-a14ac6cb98df-85,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365743426,1,4/12/2013,8:00 PM
459dfa60-f17b-4c06-a9b4-a14ac6cb98df-86,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365743426,2,4/12/2013,8:30 AM
6b914933-08f7-45ea-aafb-d69043fc64ab-129,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365829826,1,4/13/2013,8:00 PM
d6796c31-d4b9-455b-8dfe-e91a3ed23744-63,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365916226,1,4/14/2013,12:00 PM
d6796c31-d4b9-455b-8dfe-e91a3ed23744-64,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365916226,2,4/14/2013,8:00 PM
ab9bd81a-7b79-4a15-9154-167a497889f6-29,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1366002626,1,4/15/2013,6:45 PM
21c556de-c71a-45dc-9691-33e38c89ff4d-55,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1366089026,1,4/16/2013,8:00 PM
21c556de-c71a-45dc-9691-33e38c89ff4d-56,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1366089026,2,4/16/2013,8:00 PM
82f1321a-a2bb-4a5a-9960-418395dac957-51,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1366175426,1,4/17/2013,8:00 PM
