id,device,timestamp,ACCOUNT_LABEL,DATE,TIME
1cad8d4f-d232-4943-b924-3cdba6815449-97,f03e8535-61b8-402c-b9ba-b5a75bc90688,1364916298,1,4/2/2013,9:00 AM
280ef3d6-344b-4f17-a173-2dfabb69bfe0-122,f03e8535-61b8-402c-b9ba-b5a75bc90688,1365002698,1,4/3/2013,5:30 PM
280ef3d6-344b-4f17-a173-2dfabb69bfe0-123,f03e8535-61b8-402c-b9ba-b5a75bc90688,1365002698,2,4/3/2013,11:00 AM
f5139e79-3a96-45c6-a809-625061007a2f-31,f03e8535-61b8-402c-b9ba-b5a75bc90688,1365089098,1,4/4/2013,9:00 AM
f5139e79-3a96-45c6-a809-625061007a2f-32,f03e8535-61b8-402c-b9ba-b5a75bc90688,1365089098,2,4/4/2013,12:00 PM
f5139e79-3a96-45c6-a809-625061007a2f-33,f03e8535-61b8-402c-b9ba-b5a75bc90688,1365089098,3,4/4/2013,2:00 PM
4b1f3a9e-1ad6-4481-85f7-258ad26f773e-228,f03e8535-61b8-402c-b9ba-b5a75bc90688,1365175498,1,4/5/2013,8:00 PM
5b428c42-e95f-4ee8-a594-b35aafc0a67e-101,f03e8535-61b8-402c-b9ba-b5a75bc90688,1365434698,1,4/8/2013,8:00 PM
7707a01a-a0b2-47a3-86fc-a4c019c9f35b-39,f03e8535-61b8-402c-b9ba-b5a75bc90688,1365521098,1,4/9/2013,8:00 PM
cc542f80-1aad-4404-9ab7-5d5005563c39-125,f03e8535-61b8-402c-b9ba-b5a75bc90688,1365607498,1,4/10/2013,8:00 PM
5cb3e18f-ad67-48ee-a082-3d82fc312d1b-31,f03e8535-61b8-402c-b9ba-b5a75bc90688,1365953098,1,4/14/2013,8:00 PM
5cb3e18f-ad67-48ee-a082-3d82fc312d1b-32,f03e8535-61b8-402c-b9ba-b5a75bc90688,1365953098,2,4/14/2013,8:00 PM
080eadde-65ba-492d-ba0c-98a4420f8207-53,f03e8535-61b8-402c-b9ba-b5a75bc90688,1366298698,1,4/18/2013,8:00 PM
080eadde-65ba-492d-ba0c-98a4420f8207-54,f03e8535-61b8-402c-b9ba-b5a75bc90688,1366298698,2,4/18/2013,4:00 PM
d04c1924-bef5-4fff-b631-79308ab1e3ee-18,f03e8535-61b8-402c-b9ba-b5a75bc90688,1366823938,1,4/24/2013,8:00 PM
fd107aa8-3771-4cec-ba4f-c13564a64f96-137,f03e8535-61b8-402c-b9ba-b5a75bc90688,1366910338,1,4/25/2013,6:00 PM
f50141d2-695f-493a-9b68-2abca81764b6-35,f03e8535-61b8-402c-b9ba-b5a75bc90688,1367255938,1,4/29/2013,12:30 PM
f50141d2-695f-493a-9b68-2abca81764b6-36,f03e8535-61b8-402c-b9ba-b5a75bc90688,1367255938,2,4/29/2013,8:00 PM
bf1fbb0a-3521-4191-a168-09c691331e98-18,f03e8535-61b8-402c-b9ba-b5a75bc90688,1367342338,1,4/30/2013,1:00 PM
d37703da-ff12-4abc-9211-805859e3a517-17,f03e8535-61b8-402c-b9ba-b5a75bc90688,1367515138,1,5/2/2013,6:00 PM
c0d0be99-f8da-4b9e-802e-2ba17db3219c-83,2e825c6d-8cf9-4185-80ae-b08b9a173e07,1367784248,1,5/5/2013,8:00 PM
4cfa97ac-4d52-49ba-92e0-e5c31f62f6dd-107,2e825c6d-8cf9-4185-80ae-b08b9a173e07,1367965018,1,5/7/2013,8:00 PM
d60797c3-ee44-4c61-aac5-0921a66599a4-31,2e825c6d-8cf9-4185-80ae-b08b9a173e07,1368507895,1,5/14/2013,8:00 PM
6b5b3f5f-b70f-474d-bdcb-0804b6db5bea-137,2e825c6d-8cf9-4185-80ae-b08b9a173e07,1369274833,1,5/22/2013,12:30 PM
7b8f3a26-bd77-4bf0-86bf-c3b9fb4f84ce-159,2e825c6d-8cf9-4185-80ae-b08b9a173e07,1369620432,1,5/26/2013,8:00 PM
7b8f3a26-bd77-4bf0-86bf-c3b9fb4f84ce-160,2e825c6d-8cf9-4185-80ae-b08b9a173e07,1369620432,2,5/26/2013,8:00 PM
