2013-01-06 15:03:05,Courtyard Cafe,Lunch
2013-01-07 12:37:16,53 Commons,Lunch
2013-01-07 17:44:41,Courtyard Cafe,Supper
2013-01-08 11:50:30,53 Commons,Lunch
2013-01-08 19:37:19,53 Commons,Supper
2013-01-09 09:44:40,Novack Cafe,Breakfast
2013-01-09 12:40:36,53 Commons,Lunch
2013-01-09 18:13:12,Courtyard Cafe,Supper
2013-01-10 14:33:28,53 Commons,Lunch
2013-01-10 15:07:17,Collis Market,Lunch
2013-01-10 22:29:39,Courtyard Cafe,Supper
2013-01-11 12:33:31,53 Commons,Lunch
2013-01-11 21:37:02,Courtyard Cafe,Supper
2013-01-12 15:34:12,Courtyard Cafe,Lunch
2013-01-12 20:22:32,53 Commons,Supper
2013-01-13 12:24:48,Courtyard Cafe,Lunch
2013-01-13 18:44:26,53 Commons,Supper
2013-01-14 01:55:32,Novack Cafe,Supper
2013-01-14 12:36:55,53 Commons,Lunch
2013-01-14 20:21:37,53 Commons,Supper
2013-01-15 12:54:17,Collis Cafe,Lunch
2013-01-16 01:38:59,Novack Cafe,Supper
2013-01-16 12:31:54,53 Commons,Lunch
2013-01-16 17:59:18,Courtyard Cafe,Supper
2013-01-17 12:02:57,Collis Cafe,Lunch
2013-01-17 17:52:56,Courtyard Cafe,Supper
2013-01-18 13:00:51,53 Commons,Lunch
2013-01-18 17:54:20,Novack Cafe,Snack
2013-01-19 15:01:33,Courtyard Cafe,Lunch
2013-01-19 18:49:37,Courtyard Cafe,Supper
2013-01-20 12:13:28,Courtyard Cafe,Lunch
2013-01-20 19:28:55,Courtyard Cafe,Supper
2013-01-21 15:37:55,Courtyard Cafe,Lunch
2013-01-21 20:34:15,Courtyard Cafe,Supper
2013-01-22 13:09:07,53 Commons,Lunch
2013-01-23 12:37:24,53 Commons,Lunch
2013-01-24 15:28:43,Collis Cafe,Lunch
2013-01-25 01:46:33,Novack Cafe,Supper
2013-01-25 12:34:05,53 Commons,Lunch
