2013-01-06 18:19:32,53 Commons,Supper
2013-01-06 22:06:45,Courtyard Cafe,Supper
2013-01-07 08:23:32,Collis Cafe,Snack
2013-01-07 13:49:58,Courtyard Cafe,Snack
2013-01-07 17:18:27,Collis Cafe,Snack
2013-01-07 20:54:18,Courtyard Cafe,Snack
2013-01-08 12:32:16,Courtyard Cafe,Lunch
2013-01-08 18:06:01,53 Commons,Supper
2013-01-09 08:25:55,Collis Cafe,Snack
2013-01-09 13:43:01,Courtyard Cafe,Snack
2013-01-09 18:06:04,Collis Cafe,Supper
2013-01-09 18:47:40,Collis Cafe,Snack
2013-01-10 12:07:15,Courtyard Cafe,Snack
2013-01-10 16:57:48,Novack Cafe,Snack
2013-01-10 18:29:31,53 Commons,Supper
2013-01-11 08:30:27,Collis Cafe,Snack
2013-01-11 13:51:39,Courtyard Cafe,Lunch
2013-01-12 14:07:16,Courtyard Cafe,Lunch
2013-01-13 11:58:28,53 Commons,Lunch
2013-01-13 13:47:31,Novack Cafe,Snack
2013-01-13 17:50:53,53 Commons,Supper
2013-01-13 22:50:16,Collis Cafe,Supper
2013-01-14 08:26:50,Collis Cafe,Snack
2013-01-14 13:43:43,Courtyard Cafe,Snack
2013-01-14 18:05:09,Collis Cafe,Supper
2013-01-15 12:34:26,Courtyard Cafe,Snack
2013-01-15 18:20:17,53 Commons,Supper
2013-01-15 21:38:09,Collis Cafe,Snack
2013-01-16 08:22:18,Collis Cafe,Breakfast
2013-01-16 13:44:59,Courtyard Cafe,Lunch
2013-01-16 16:07:18,Collis Market,Supper
2013-01-16 16:11:22,Collis Cafe,Snack
2013-01-16 18:30:47,53 Commons,Supper
2013-01-16 21:59:40,Collis Market,Snack
2013-01-16 22:07:50,Collis Cafe,Snack
2013-01-17 11:10:22,Courtyard Cafe,Snack
2013-01-17 11:37:53,Collis Cafe,Snack
2013-01-17 16:45:17,Courtyard Cafe,Snack
2013-01-17 22:08:41,Collis Cafe,Snack
2013-01-18 08:31:31,Collis Cafe,Snack
2013-01-18 14:00:45,Courtyard Cafe,Snack
2013-01-18 16:33:42,Collis Cafe,Supper
2013-01-18 22:40:28,Collis Cafe,Snack
2013-01-18 23:25:00,Collis Cafe,Snack
2013-01-19 10:20:50,53 Commons,Breakfast
2013-01-19 12:44:04,King Arthur Flour Coffee Bar,Snack
2013-01-20 15:34:18,Courtyard Cafe,Lunch
2013-01-20 20:28:30,Courtyard Cafe,Supper
2013-01-20 21:53:49,Collis Cafe,Supper
2013-01-20 23:10:07,Collis Cafe,Snack
2013-01-21 12:20:40,Courtyard Cafe,Snack
2013-01-21 18:04:23,Collis Cafe,Supper
2013-01-21 18:36:16,Collis Cafe,Snack
2013-01-21 19:56:30,Collis Cafe,Snack
2013-01-21 22:31:48,Collis Market,Supper
2013-01-22 01:18:25,Collis Cafe,Snack
2013-01-22 11:11:33,Courtyard Cafe,Snack
2013-01-22 13:46:35,Courtyard Cafe,Snack
2013-01-22 18:55:17,Collis Cafe,Snack
2013-01-22 19:18:05,Collis Market,Snack
2013-01-23 07:39:58,53 Commons,Breakfast
2013-01-23 10:07:49,Novack Cafe,Snack
2013-01-23 13:51:00,Courtyard Cafe,Snack
2013-01-23 18:46:11,53 Commons,Supper
2013-01-24 16:42:21,Courtyard Cafe,Supper
2013-01-24 19:30:42,53 Commons,Supper
2013-01-25 08:31:54,Collis Cafe,Snack
2013-01-25 11:08:57,Novack Cafe,Snack
2013-01-25 13:46:23,Courtyard Cafe,Snack
2013-01-25 16:29:03,Novack Cafe,Snack
2013-01-26 12:54:19,53 Commons,Lunch
2013-01-26 17:31:14,53 Commons,Supper
2013-01-27 10:58:24,53 Commons,Breakfast
2013-01-27 17:57:53,53 Commons,Supper
2013-01-27 20:23:36,Novack Cafe,Snack
2013-01-28 08:31:05,Collis Cafe,Snack
2013-01-28 08:43:06,Novack Cafe,Snack
2013-01-28 13:51:40,Courtyard Cafe,Snack
2013-01-28 14:31:21,Courtyard Cafe,Snack
2013-01-28 18:44:32,Collis Cafe,Snack
2013-01-28 22:30:27,Novack Cafe,Snack
2013-01-29 09:37:39,Collis Cafe,Snack
2013-01-29 09:39:04,53 Commons,Breakfast
2013-01-29 19:29:06,Collis Cafe,Supper
2013-01-30 08:32:50,Collis Cafe,Snack
2013-01-30 09:57:27,Novack Cafe,Snack
2013-01-30 13:48:32,Courtyard Cafe,Lunch
2013-01-30 18:08:03,Courtyard Cafe,Snack
2013-01-31 12:06:31,Courtyard Cafe,Snack
2013-01-31 16:26:59,Courtyard Cafe,Snack
2013-01-31 18:13:21,53 Commons,Supper
2013-02-01 08:25:45,Collis Cafe,Snack
2013-02-01 09:58:11,Novack Cafe,Snack
2013-02-01 13:44:44,Courtyard Cafe,Lunch
2013-02-02 11:26:12,Courtyard Cafe,Lunch
2013-02-02 18:58:36,Courtyard Cafe,Supper
2013-02-03 11:36:17,53 Commons,Lunch
2013-02-03 18:47:44,53 Commons,Supper
2013-02-04 08:29:39,Collis Cafe,Snack
2013-02-04 10:00:52,Novack Cafe,Snack
2013-02-04 13:53:09,Courtyard Cafe,Snack
2013-02-04 17:59:29,53 Commons,Supper
2013-02-04 22:28:01,Collis Cafe,Snack
2013-02-04 22:42:08,Collis Market,Supper
2013-02-05 10:03:33,Collis Cafe,Snack
2013-02-05 14:20:17,Novack Cafe,Snack
2013-02-05 15:23:57,King Arthur Flour Coffee Bar,Snack
