2013-01-06 11:11:44,53 Commons,Lunch
2013-01-06 14:25:33,Courtyard Cafe,Snack
2013-01-06 17:47:58,53 Commons,Supper
2013-01-07 13:45:39,53 Commons,Lunch
2013-01-07 18:53:40,Courtyard Cafe,Supper
2013-01-08 13:01:18,53 Commons,Lunch
2013-01-08 19:12:20,53 Commons,Supper
2013-01-09 13:38:57,53 Commons,Lunch
2013-01-09 19:36:25,53 Commons,Supper
2013-01-10 09:07:29,53 Commons,Breakfast
2013-01-10 13:06:10,53 Commons,Lunch
2013-01-10 17:57:13,Courtyard Cafe,Supper
2013-01-11 09:34:40,53 Commons,Breakfast
2013-01-11 13:44:21,53 Commons,Lunch
2013-01-11 17:52:46,53 Commons,Supper
2013-01-12 18:14:46,53 Commons,Supper
2013-01-13 17:03:00,53 Commons,Supper
2013-01-14 13:39:01,53 Commons,Lunch
2013-01-14 19:01:31,53 Commons,Supper
2013-01-15 13:06:07,53 Commons,Lunch
2013-01-16 13:41:36,53 Commons,Lunch
2013-01-16 17:55:20,53 Commons,Supper
2013-01-16 19:17:47,Courtyard Cafe,Supper
2013-01-16 21:59:52,King Arthur Flour Coffee Bar,Snack
2013-01-17 09:16:02,Collis Market,Breakfast
2013-01-17 12:01:38,53 Commons,Lunch
2013-01-17 18:16:19,53 Commons,Supper
2013-01-21 15:29:09,Collis Market,Lunch
2013-01-21 17:58:53,53 Commons,Supper
2013-01-22 14:38:57,53 Commons,Lunch
2013-01-22 17:59:13,53 Commons,Supper
2013-01-23 13:38:58,53 Commons,Lunch
2013-01-23 17:50:30,53 Commons,Supper
2013-01-23 23:23:18,Collis Cafe,Supper
2013-01-24 21:12:04,Collis Market,Snack
2013-01-25 13:50:57,53 Commons,Lunch
2013-01-25 18:16:58,53 Commons,Supper
2013-01-26 11:58:42,53 Commons,Lunch
2013-01-26 22:42:46,Courtyard Cafe,Supper
2013-01-28 13:39:40,53 Commons,Lunch
2013-01-28 17:52:09,53 Commons,Supper
2013-01-28 23:10:51,Courtyard Cafe,Supper
2013-01-29 10:34:36,53 Commons,Breakfast
2013-01-29 13:58:37,53 Commons,Lunch
2013-01-29 19:23:12,Novack Cafe,Supper
2013-01-30 09:32:34,53 Commons,Breakfast
2013-01-30 13:50:10,53 Commons,Lunch
2013-01-30 17:38:52,53 Commons,Supper
2013-01-31 11:58:31,53 Commons,Lunch
2013-01-31 18:07:16,53 Commons,Supper
2013-01-31 23:02:02,Collis Cafe,Supper
2013-02-01 13:40:27,53 Commons,Lunch
2013-02-01 18:20:50,53 Commons,Supper
2013-02-02 12:50:55,53 Commons,Lunch
2013-02-02 19:18:09,53 Commons,Supper
2013-02-03 12:01:01,53 Commons,Lunch
2013-02-04 13:37:36,53 Commons,Lunch
2013-02-04 18:39:04,53 Commons,Supper
2013-02-05 13:56:12,53 Commons,Lunch
2013-02-05 17:22:26,53 Commons,Supper
2013-02-06 13:48:58,53 Commons,Lunch
2013-02-06 17:43:07,53 Commons,Supper
2013-02-07 13:06:01,53 Commons,Lunch
