2013-01-05 19:54:26,53 Commons,Supper
2013-01-06 09:52:00,53 Commons,Breakfast
2013-01-06 13:39:17,Courtyard Cafe,Lunch
2013-01-06 19:49:49,53 Commons,Supper
2013-01-07 12:42:53,Collis Cafe,Lunch
2013-01-07 17:43:47,53 Commons,Supper
2013-01-08 13:00:05,53 Commons,Lunch
2013-01-08 17:00:29,53 Commons,Supper
2013-01-08 20:34:36,Courtyard Cafe,Snack
2013-01-09 12:27:57,53 Commons,Lunch
2013-01-09 18:12:54,Courtyard Cafe,Supper
2013-01-10 11:19:50,Novack Cafe,Lunch
2013-01-11 12:43:49,Courtyard Cafe,Snack
2013-01-11 17:37:56,53 Commons,Supper
2013-01-12 20:10:33,53 Commons,Supper
2013-01-13 13:22:27,53 Commons,Lunch
2013-01-13 19:36:34,53 Commons,Supper
2013-01-14 08:19:40,Novack Cafe,Breakfast
2013-01-14 12:23:51,53 Commons,Lunch
2013-01-14 21:43:56,Collis Cafe,Supper
2013-01-15 12:53:56,53 Commons,Lunch
2013-01-15 21:44:20,Courtyard Cafe,Supper
2013-01-16 07:37:34,Novack Cafe,Snack
2013-01-16 11:59:01,Collis Cafe,Snack
2013-01-17 08:40:24,Novack Cafe,Snack
2013-01-17 13:25:50,Novack Cafe,Lunch
2013-01-17 15:30:11,Novack Cafe,Snack
2013-01-17 17:59:38,53 Commons,Supper
2013-01-18 07:39:08,Novack Cafe,Snack
2013-01-18 12:35:39,53 Commons,Lunch
2013-01-18 18:14:56,53 Commons,Supper
2013-01-19 15:06:26,Courtyard Cafe,Lunch
2013-01-20 14:04:05,Courtyard Cafe,Snack
2013-01-20 19:17:01,53 Commons,Supper
2013-01-21 12:08:16,53 Commons,Lunch
2013-01-22 13:01:56,53 Commons,Lunch
2013-01-22 19:56:37,Novack Cafe,Supper
2013-01-23 12:24:19,53 Commons,Lunch
2013-01-23 19:32:39,53 Commons,Supper
2013-01-24 00:09:00,Novack Cafe,Snack
2013-01-24 15:02:02,Novack Cafe,Lunch
2013-01-25 07:41:37,Novack Cafe,Breakfast
2013-01-25 12:12:52,Courtyard Cafe,Snack
2013-01-25 17:30:09,53 Commons,Supper
2013-01-26 13:25:38,53 Commons,Lunch
2013-01-26 19:55:08,53 Commons,Supper
2013-01-27 15:09:56,Courtyard Cafe,Lunch
2013-01-27 18:03:14,53 Commons,Supper
2013-01-27 22:34:40,Collis Cafe,Supper
2013-01-28 12:23:15,53 Commons,Lunch
2013-01-28 17:59:19,Novack Cafe,Snack
2013-01-28 18:33:57,Novack Cafe,Supper
2013-01-29 12:50:25,53 Commons,Lunch
2013-01-30 12:27:52,53 Commons,Lunch
2013-01-30 19:30:28,53 Commons,Supper
2013-01-31 08:38:59,Novack Cafe,Breakfast
2013-01-31 15:58:48,Collis Cafe,Snack
2013-02-01 08:41:23,Novack Cafe,Breakfast
2013-02-01 12:22:54,53 Commons,Lunch
2013-02-01 20:10:16,Courtyard Cafe,Supper
2013-02-02 01:16:20,Collis Cafe,Supper
2013-02-02 13:17:04,Courtyard Cafe,Lunch
2013-02-02 17:01:16,53 Commons,Supper
2013-02-03 12:10:47,53 Commons,Lunch
2013-02-03 18:01:41,53 Commons,Supper
2013-02-04 07:37:59,Novack Cafe,Breakfast
2013-02-04 12:20:23,53 Commons,Lunch
2013-02-04 17:47:29,53 Commons,Supper
2013-02-05 10:24:02,53 Commons,Breakfast
2013-02-05 16:59:46,53 Commons,Supper
2013-02-06 07:43:34,Novack Cafe,Breakfast
2013-02-06 12:34:11,53 Commons,Lunch
2013-02-06 17:31:02,53 Commons,Supper
2013-02-07 00:48:53,Novack Cafe,Supper
2013-02-07 08:38:52,Novack Cafe,Breakfast
2013-02-07 15:37:11,Courtyard Cafe,Snack
2013-02-10 17:26:13,53 Commons,Supper
2013-02-10 23:56:08,Novack Cafe,Supper
2013-02-11 07:37:46,Novack Cafe,Snack
2013-02-11 12:13:31,Novack Cafe,Lunch
2013-02-11 17:13:38,53 Commons,Supper
2013-02-11 21:44:08,Novack Cafe,Supper
2013-02-12 13:04:08,Courtyard Cafe,Lunch
2013-02-12 14:12:56,Courtyard Cafe,Snack
2013-02-12 18:51:25,53 Commons,Supper
2013-02-13 08:43:44,Novack Cafe,Snack
2013-02-13 12:26:46,Courtyard Cafe,Snack
2013-02-13 16:51:45,Novack Cafe,Supper
2013-02-13 19:51:23,53 Commons,Supper
2013-02-14 08:41:59,Novack Cafe,Breakfast
2013-02-14 14:52:13,Collis Cafe,Lunch
2013-02-14 18:54:41,Novack Cafe,Supper
2013-02-15 09:59:11,Novack Cafe,Breakfast
2013-02-15 12:29:55,53 Commons,Lunch
2013-02-16 09:50:28,53 Commons,Breakfast
2013-02-16 14:26:33,Courtyard Cafe,Lunch
2013-02-16 21:16:45,Courtyard Cafe,Snack
2013-02-17 15:02:54,Courtyard Cafe,Lunch
2013-02-17 17:02:42,53 Commons,Supper
2013-02-18 07:43:39,Novack Cafe,Breakfast
2013-02-18 14:43:35,Novack Cafe,Lunch
2013-02-18 17:04:33,53 Commons,Supper
2013-02-18 19:53:16,Novack Cafe,Snack
