timestamp, activity inference
1364356985,0

1364356988,0

1364356991,0

1364356993,0

1364356996,0

1364356998,0

1364357001,0

1364357004,0

1364357006,0

1364357009,0

1364357011,0

1364357014,0

1364357017,0

1364357019,0

1364357029,0

1364357032,0

1364357035,0

1364357225,0

1364357228,0

1364357230,0

1364357233,0

1364357236,0

1364357241,0

1364357243,0

1364357246,0

1364357248,0

1364357251,0

1364357254,0

1364357256,0

1364357259,3

1364357267,0

1364357269,0

1364357274,0

1364357277,0

1364357460,0

1364357463,3

1364357465,0

1364357468,0

1364357471,0

1364357473,0

1364357476,0

1364357478,0

1364357481,0

1364357483,0

1364357486,0

1364357489,0

1364357491,0

1364357494,0

1364357496,0

1364357499,0

1364357501,0

1364357504,0

1364357507,0

1364357509,0

1364357512,3

1364357514,3

1364357517,0

1364357700,0

1364357703,0

1364357706,0

1364357708,0

1364357711,0

1364357713,0

1364357716,0

1364357719,0

1364357721,0

1364357724,0

1364357726,0

1364357729,0

1364357731,0

1364357734,0

1364357737,0

1364357739,0

1364357742,0

1364357744,0

1364357747,0

1364357749,0

1364357752,0

1364357755,0

1364357757,0

1364357940,0

1364357943,0

1364357945,0

1364357948,0

1364357950,0

1364357953,0

1364357956,0

1364357958,0

1364357961,0

1364357963,0

1364357966,0

1364357969,0

1364357971,0

1364357974,0

1364357976,0

1364357979,0

1364357981,0

1364357984,0

1364357987,0

1364357989,0

1364357992,0

1364357994,0

1364357997,0

1364358180,0

1364358182,0

1364358185,0

1364358187,0

1364358190,0

1364358193,0

1364358195,0

1364358198,0

1364358200,0

1364358203,0

1364358205,0

1364358208,0

1364358211,0

1364358213,0

1364358216,0

1364358218,0

1364358221,0

1364358223,0

1364358226,0

1364358229,0

1364358231,0

1364358234,0

1364358236,0

1364358419,0

1364358422,0

1364358424,0

1364358427,0

1364358430,0

1364358432,0

1364358435,0

1364358437,0

1364358440,0

1364358443,0

1364358445,0

1364358448,0

1364358450,0

1364358453,0

1364358455,0

1364358458,0

1364358461,0

1364358463,0

1364358466,0

1364358468,0

1364358471,0

1364358473,0

1364358476,0

1364358662,0

1364358664,0

1364358667,0

1364358669,0

1364358672,0

1364358674,0

1364358677,0

1364358680,0

1364358682,0

1364358685,0

1364358687,0

1364358690,0

1364358692,0

1364358695,0

1364358698,0

1364358700,0

1364358703,0

1364358705,0

1364358708,0

1364358711,0

1364358713,0

1364358716,0

1364358718,0

1364358901,0

1364358904,0

1364358906,0

1364358909,0

1364358911,0

1364358914,0

1364358917,0

1364358919,0

1364358922,0

1364358924,0

1364358927,0

1364358929,0

1364358932,0

1364358935,0

1364358937,0

1364358940,0

1364358942,0

1364358945,0

1364358948,0

1364358950,0

1364358953,0

1364358955,0

1364358958,0

1364359146,0

1364359148,0

1364359151,1

1364359154,1

1364359156,1

1364359159,1

1364359161,1

1364359164,1

1364359166,1

1364359169,1

1364359172,1

1364359174,1

1364359177,1

1364359179,1

1364359182,1

1364359185,1

1364359187,1

1364359190,1

1364359192,1

1364359195,1

1364359383,1

1364359385,1

1364359388,1

1364359391,1

1364359398,1

1364359401,1

1364359403,1

1364359406,1

1364359409,1

1364359411,1

1364359414,1

1364359416,1

1364359419,1

1364359422,1

1364359424,1

1364359427,1

1364359429,1

1364359432,1

1364359434,1

1364359437,1

1364359620,1

1364359633,1

1364359635,1

1364359638,0

1364359640,0

1364359643,0

1364359646,0

1364359648,0

1364359651,0

1364359653,0

1364359656,0

1364359659,0

1364359661,0

1364359664,0

1364359666,0

1364359669,0

1364359671,0

1364359674,0

1364359677,0

1364359860,0

1364359862,0

1364359865,0

1364359867,0

1364359870,0

1364359872,0

1364359875,0

1364359877,0

1364359880,0

1364359883,0

1364359885,0

1364359888,0

1364359890,0

1364359893,0

1364359896,0

1364359898,0

1364359901,0

1364359903,0

1364359906,0

1364359908,0

1364359911,0

1364359914,0

1364359916,0

1364359919,0

1364360102,0

1364360104,0

1364360107,0

1364360109,0

1364360112,0

