timestamp, activity inference
1364493514,0

1364493517,0

1364493519,3

1364493522,3

1364493524,3

1364493527,3

1364493530,3

1364493532,3

1364493535,0

1364493537,0

1364493540,0

1364493542,0

1364493545,0

1364493548,0

1364493550,3

1364493556,3

1364493558,0

1364493563,0

1364493566,0

1364493569,0

1364493751,0

1364493754,0

1364493756,0

1364493759,0

1364493761,0

1364493764,0

1364493766,0

1364493769,0

1364493772,0

1364493774,0

1364493777,0

1364493779,0

1364493782,0

1364493784,0

1364493787,0

1364493790,0

1364493792,0

1364493795,0

1364493797,0

1364493800,0

1364493803,0

1364493805,0

1364493808,0

1364493990,0

1364493993,0

1364493996,0

1364493998,0

1364494001,0

1364494003,0

1364494006,0

1364494009,0

1364494011,0

1364494014,0

1364494016,0

1364494019,0

1364494021,0

1364494024,0

1364494027,0

1364494029,0

1364494032,0

1364494034,0

1364494037,0

1364494040,0

1364494042,0

1364494045,0

1364494047,0

1364494230,0

1364494233,0

1364494235,0

1364494238,0

1364494240,0

1364494243,0

1364494246,0

1364494248,0

1364494251,0

1364494253,0

1364494256,0

1364494258,0

1364494261,0

1364494264,0

1364494266,0

1364494269,0

1364494271,0

1364494274,0

1364494277,0

1364494279,0

1364494282,0

1364494284,0

1364494287,0

1364494470,0

1364494475,0

1364494483,0

1364494490,3

1364494493,3

1364494503,0

1364494506,0

1364494508,0

1364494511,0

1364494513,0

1364494516,0

1364494519,0

1364494521,0

1364494524,0

1364494526,0

1364494529,0

1364494711,0

1364494713,0

1364494716,0

1364494719,0

1364494721,0

1364494724,0

1364494726,0

1364494729,0

1364494731,0

1364494734,0

1364494737,0

1364494739,0

1364494742,0

1364494744,0

1364494747,0

1364494750,0

1364494752,0

1364494755,0

1364494757,0

1364494760,0

1364494762,0

1364494765,0

1364494768,0

1364494949,0

1364494952,0

1364494954,0

1364494957,0

1364494960,0

1364494962,0

1364494965,0

1364494967,0

1364494970,0

1364494973,0

1364494975,0

1364494978,0

1364494981,0

1364494983,0

1364494986,0

1364494988,0

1364494991,0

1364494993,0

1364494996,0

1364494999,0

1364495001,0

1364495004,0

1364495006,0

1364495009,0

1364495190,0

1364495193,0

1364495195,0

1364495198,0

1364495200,0

1364495203,0

1364495205,0

1364495208,0

1364495211,0

1364495213,0

1364495216,0

1364495218,0

1364495221,0

1364495224,0

1364495226,0

1364495229,0

1364495231,0

1364495234,0

1364495236,0

1364495239,0

1364495242,0

1364495244,0

1364495247,0

1364495430,0

1364495433,0

1364495435,0

1364495438,0

1364495440,0

1364495443,0

1364495446,0

1364495448,0

1364495451,0

1364495453,0

1364495456,0

1364495458,0

1364495461,0

1364495464,0

1364495466,0

1364495469,0

1364495471,0

1364495474,0

1364495477,0

1364495479,0

1364495482,0

1364495484,0

1364495487,0

1364495670,0

1364495672,0

1364495675,0

1364495677,0

1364495680,0

1364495683,0

1364495685,0

1364495688,0

1364495690,0

1364495693,0

1364495696,0

1364495698,0

1364495701,0

1364495703,0

1364495706,0

1364495708,0

1364495711,0

1364495714,0

1364495716,0

1364495719,0

1364495721,0

1364495724,0

1364495727,0

1364495729,0

1364495912,0

1364495915,0

1364495917,0

1364495920,0

1364495922,0

1364495925,0

1364495927,0

1364495930,0

1364495933,0

1364495935,0

1364495938,0

1364495940,0

1364495943,0

1364495946,0

1364495948,0

1364495951,0

1364495953,0

