timestamp, activity inference
1364409466,0

1364409469,3

1364409474,0

1364409477,0

1364409479,0

1364409482,0

1364409484,0

1364409487,0

1364409490,0

1364411334,0

1364411337,0

1364411339,0

1364411342,0

1364411344,0

1364411347,0

1364411349,0

1364411352,0

1364411355,0

1364411358,0

1364411360,0

1364411363,0

1364411365,0

1364411368,0

1364411370,0

1364411373,0

1364411375,0

1364411378,0

1364411381,0

1364411383,0

1364411386,0

1364411388,0

1364411572,0

1364411574,0

1364411577,0

1364411579,0

1364411582,0

1364411584,0

1364411587,0

1364411590,0

1364411592,0

1364411595,0

1364411597,0

1364411600,0

1364411603,0

1364411605,0

1364411608,0

1364411610,0

1364411613,0

1364411615,0

1364411618,0

1364411621,0

1364411623,0

1364411626,0

1364411628,0

1364504946,0

1364504949,0

1364504952,0

1364504954,0

1364504957,0

1364504959,0

1364504962,0

1364504964,0

1364504967,0

1364504970,0

1364504972,0

1364504975,0

1364504977,0

1364504980,0

1364504982,0

1364504985,0

1364504988,0

1364504990,3

1364504993,3

1364504996,3

1364504998,3

1364505001,0

1364505183,0

1364505185,0

1364505188,0

1364505191,0

1364505193,0

1364505196,0

1364505198,0

1364505201,0

1364505206,0

1364505211,0

1364505214,3

1364505216,1

1364505219,1

1364505222,0

1364505224,0

1364505227,0

1364505229,0

1364505232,0

1364505235,0

1364505237,0

1364505240,0

1364505432,0

1364505435,1

1364505437,1

1364505440,1

1364505442,1

1364505445,1

1364505448,1

1364505450,1

1364505453,1

1364505458,1

1364505460,1

1364505463,1

1364505476,1

1364505481,1

1364505661,1

1364505664,1

1364505667,0

1364505669,0

1364505672,0

1364505674,0

1364505677,0

1364505680,0

1364505682,0

1364505685,0

1364505687,0

1364505690,0

1364505692,0

1364505695,0

1364505698,0

1364505700,0

1364505703,0

1364505705,0

1364505708,0

1364505710,0

1364505713,0

1364505716,0

1364505718,0

1364505721,0

1364505904,0

1364505906,0

1364505909,0

1364505911,0

1364505914,0

1364505916,0

1364505919,0

1364505922,0

1364505924,0

1364505927,0

1364505929,0

1364505932,0

1364505934,0

1364505937,0

1364505940,0

1364505942,0

1364505945,0

1364505947,0

1364505950,0

1364505953,0

1364505955,0

1364505958,0

1364505960,0

1364506143,0

1364506146,0

1364506148,0

1364506151,0

1364506154,0

1364506156,0

1364506159,0

1364506161,0

1364506164,0

1364506166,0

1364506169,0

1364506172,0

1364506174,0

1364506177,0

1364506179,0

1364506182,0

1364506184,0

1364506187,0

1364506190,0

1364506192,0

1364506195,0

1364506197,0

1364506200,0

1364506383,0

1364506385,0

1364506388,0

1364506391,0

1364506393,0

1364506396,0

1364506398,0

1364506401,0

1364506404,0

1364506406,0

1364506409,0

1364506411,0

1364506414,0

1364506416,0

1364506419,0

1364506422,0

1364506424,0

1364506427,0

1364506429,0

1364506432,0

1364506434,0

1364506437,0

1364506440,0

1364506622,0

1364506625,0

1364506628,0

1364506630,0

1364506633,0

1364506635,0

1364506638,0

1364506640,0

1364506643,0

1364506646,0

1364506648,0

1364506651,0

1364506653,0

1364506656,0

1364506658,0

1364506661,0

1364506664,0

1364506666,0

1364506669,0

1364506671,0

1364506674,0

1364506677,0

1364506679,0

1364506862,0

1364506865,0

1364506867,0

1364506870,0

1364506872,0

1364506875,0

1364506877,0

1364506880,0

1364506883,0

1364506885,0

1364506888,0

1364506890,0

1364506893,0

1364506895,0

1364506898,0

1364506901,0

1364506903,0

1364506906,0

1364506908,0

1364506911,0

1364506914,0

1364506916,0

1364506919,0

1364506921,0

1364507104,0

1364507107,0

1364507109,0

1364507112,0

1364507115,0

1364507117,0

1364507120,0

1364507122,0

1364507125,0

1364507127,0

1364507130,0

1364507133,0

1364507135,0

1364507138,0

1364507140,0

1364507143,0

1364507146,0

1364507148,0

1364507151,0

1364507153,0

1364507156,0

1364507158,0

1364507161,0

1364507344,0

1364507346,0

1364507349,0

1364507351,0

1364507354,0

1364507357,0

1364507359,0

1364507362,0

1364507364,0

1364507367,0

1364507370,0

1364507372,0

1364507375,0

1364507377,0

1364507380,0

1364507382,0

1364507385,0

1364507388,0

1364507390,0

1364507393,0

1364507395,0

1364507398,0

1364507400,0

1364507584,0

1364507586,0

1364507589,0

1364507591,0

1364507594,0

1364507596,0

1364507599,0

1364507602,0

1364507604,0

1364507607,0

1364507609,0

1364507612,0

1364507615,0

1364507617,0

1364507620,0

1364507622,0

1364507625,0

1364507627,0

1364507630,0

1364507633,0

1364507635,0

1364507638,0

1364507640,0

1364507823,0

1364507826,0

1364507828,0

1364507831,0

1364507833,0

1364507836,0

1364507839,0

1364507841,0

1364507844,0

1364507846,0

1364507849,0

1364507852,0

1364507854,0

1364507857,0

1364507859,0

1364507862,0

1364507864,0

1364507867,0

1364507870,0

1364507872,0

1364507875,0

1364507877,0

1364507880,0

1364508063,0

1364508065,0

1364508068,0

1364508071,0

1364508073,0

1364508076,0

1364508078,0

1364508081,0

1364508083,0

1364508086,0

1364508089,0

1364508091,0

1364508094,0

1364508096,0

1364508099,0

1364508102,0

1364508104,0

1364508107,0

1364508109,0

1364508112,0

1364508114,0

1364508117,0

1364508120,0

1364508303,0

1364508305,0

1364508308,0

1364508310,0

1364508313,0

1364508315,0

1364508318,0

1364508321,0

1364508323,0

1364508326,0

1364508328,0

1364508331,0

1364508333,0

1364508336,0

1364508339,0

1364508341,0

1364508344,0

1364508346,0

1364508349,0

1364508352,0

1364508354,0

1364508357,0

1364508359,0

1364508362,0

1364508545,0

1364508547,0

1364508550,0

1364508553,0

1364508555,0

1364508558,0

1364508560,0

1364508563,0

1364508565,0

1364508568,0

1364508571,0

1364508573,0

1364508576,0

1364508578,0

1364508581,0

1364508583,0

1364508586,0

1364508589,0

1364508591,0

1364508594,0

1364508596,0

1364508599,0

1364508602,0

1364508785,0

1364508787,0

1364508790,0

1364508792,0

1364508795,0

1364508797,0

1364508800,0

1364508803,0

1364508805,0

1364508808,0

1364508810,0

1364508813,0

1364508815,0

1364508818,0

1364508821,0

1364508823,0

1364508826,0

1364508828,0

1364508831,0

1364508833,0

1364508836,0

1364508839,0

1364508841,0

1364509024,0

1364509027,0

1364509029,0

1364509032,0

1364509035,0

1364509037,0

1364509040,0

1364509042,0

1364509045,0

1364509047,0

1364509050,0

1364509053,0

1364509055,0

1364509058,0

1364509060,0

1364509063,0

1364509065,0

1364509068,0

1364509071,0

1364509073,0

1364509076,0

1364509078,0

1364509081,0

1364509264,0

1364509266,0

1364509269,0

1364509272,0

1364509274,0

1364509277,0

1364509279,0

1364509282,0

1364509284,0

1364509287,0

1364509290,0

1364509292,0

1364509295,0

1364509297,0

1364509300,0

1364509303,0

1364509305,0

1364509308,0

1364509310,0

1364509313,0

1364509315,0

1364509318,0

1364509321,0

1364509503,0

1364509506,0

1364509509,0

1364509511,0

1364509514,0

1364509516,0

1364509519,0

1364509521,0

1364509524,0

1364509527,0

1364509529,0

1364509532,0

1364509534,0

1364509537,0

1364509540,0

1364509542,0

1364509545,0

1364509547,0

1364509550,0

1364509552,0

1364509555,0

1364509558,0

1364509560,0

1364509743,0

1364509746,0

1364509748,0

1364509751,0

1364509753,0

1364509756,0

1364509759,0

1364509761,0

1364509764,0

1364509766,0

1364509769,0

1364509771,0

1364509774,0

1364509777,0

1364509779,0

1364509782,0

1364509784,0

1364509787,0

1364509790,0

1364509792,0

1364509795,0

1364509797,0

1364509800,0

1364509802,0

1364509985,0

1364509988,0

1364509990,0

1364509993,0

1364509996,0

1364509998,0

1364510001,0

1364510003,0

1364510006,0

1364510009,0

1364510011,0

1364510014,0

1364510016,0

1364510019,0

1364510021,0

1364510024,0

1364510027,0

1364510029,0

1364510032,0

1364510034,0

1364510037,0

1364510040,0

1364510042,0

1364510225,0

1364510228,0

1364510230,0

1364510233,0

1364510235,0

1364510238,0

1364510240,0

1364510243,0

1364510246,0

1364510248,0

1364510251,0

1364510253,0

1364510256,0

1364510258,0

1364510261,0

1364510263,0

1364510266,0

1364510269,0

1364510271,0

1364510274,0

1364510276,0

1364510279,0

1364510282,0

1364510464,0

1364510467,0

1364510470,0

1364510472,0

1364510475,0

1364510477,0

1364510480,0

1364510482,0

1364510485,0

1364510488,0

1364510490,0

1364510493,0

1364510495,0

1364510498,0

1364510501,0

1364510503,0

1364510506,0

1364510508,0

1364510511,0

1364510513,0

1364510516,0

1364510519,0

1364510521,0

1364510704,0

1364510707,0

1364510709,0

1364510712,0

1364510714,0

1364510717,0

1364510719,0

1364510722,0

1364510725,0

1364510727,0

1364510730,0

1364510732,0

1364510735,0

1364510738,0

1364510740,0

1364510743,0

1364510745,0

1364510748,0

1364510750,0

1364510753,0

1364510756,0

1364510758,0

1364510761,0

1364510944,0

1364510946,0

1364510949,0

1364510951,0

1364510954,0

1364510957,0

1364510959,0

1364510962,0

1364510964,0

1364510967,0

1364510969,0

1364510972,0

1364510975,0

1364510977,0

1364510980,0

1364510982,0

1364510985,0

1364510987,0

1364510990,0

1364510993,0

1364510995,0

1364510998,0

1364511000,0

1364511003,0

1364511188,0

1364511191,0

1364511194,0

1364511196,0

1364511199,0

1364511201,0

1364511204,0

1364511207,0

1364511209,0

1364511212,0

1364511214,0

1364511217,0

1364511219,0

1364511222,0

1364511225,0

1364511227,0

1364511230,1

1364511233,1

1364511235,1

1364511238,1

1364511240,1

1364511243,0

1364511425,0

1364511428,0

1364511430,0

1364511433,0

1364511436,0

1364511438,0

1364511441,0

1364511443,0

1364511446,0

1364511449,0

1364511451,0

1364511454,0

1364511456,0

1364511459,0

1364511461,0

1364511464,0

1364511467,0

1364511469,0

1364511472,0

1364511474,0

1364511477,0

1364511479,0

1364511482,0

1364511665,0

1364511667,0

1364511670,0

1364511673,0

1364511675,0

1364511678,0

1364511680,0

1364511683,0

1364511685,0

1364511688,0

1364511691,0

1364511693,0

1364511696,0

1364511698,0

1364511701,0

1364511704,0

1364511706,0

1364511709,0

1364511711,0

1364511714,0

1364511716,0

1364511719,0

1364511722,0

1364511904,0

1364511907,0

1364511910,0

1364511912,0

1364511915,0

1364511917,0

1364511920,0

1364511922,0

1364511925,0

1364511928,0

1364511930,0

1364511933,0

1364511935,0

1364511938,0

1364511941,0

1364511943,0

1364511946,0

1364511948,0

1364511951,0

1364511953,0

1364511956,0

1364511959,0

1364511961,0

1364512144,0

1364512147,0

1364512149,0

1364512152,0

1364512154,0

1364512157,0

1364512160,0

1364512162,0

1364512165,0

1364512167,0

1364512170,0

1364512172,0

1364512175,0

1364512178,0

1364512180,0

1364512183,0

1364512185,0

1364512188,0

1364512190,0

1364512193,0

1364512196,0

1364512198,0

1364512201,0

1364512203,0

1364512386,0

1364512389,0

1364512391,0

1364512394,0

1364512396,0

1364512399,0

1364512402,0

1364512404,0

1364512407,0

1364512409,0

1364512412,0

1364512414,0

1364512417,0

1364512420,0

1364512422,0

1364512425,0

1364512427,0

1364512430,0

1364512433,0

1364512435,0

1364512438,0

1364512440,0

1364512443,0

1364512625,0

1364512628,0

1364512631,0

1364512633,0

1364512636,0

1364512638,0

1364512641,0

1364512643,0

1364512646,0

1364512649,0

1364512651,0

1364512654,0

1364512656,0

1364512659,0

1364512661,0

1364512664,0

1364512667,0

1364512669,0

1364512672,0

1364512674,0

1364512677,0

1364512680,0

1364512682,0

1364512865,0

1364512868,0

1364512870,0

1364512873,0

1364512875,0

1364512878,0

1364512880,0

1364512883,0

1364512886,0

1364512888,0

1364512891,0

1364512893,0

1364512896,0

1364512898,0

1364512901,0

1364512904,0

1364512906,0

1364512909,0

1364512911,0

1364512914,0

1364512917,0

1364512919,0

1364512922,0

1364513110,0

1364513112,0

1364513115,0

1364513117,0

1364513120,0

1364513123,0

1364513125,0

1364513128,0

1364513130,0

1364513133,0

1364513136,0

1364513138,0

1364513141,0

1364513143,0

1364513146,3

1364513148,3

1364513151,0

1364513154,0

1364513156,0

1364513159,0

1364513161,0

1364513344,3

1364513347,3

1364513349,3

1364513352,0

1364513355,0

1364513357,0

1364513360,3

1364513362,3

1364513365,3

1364513367,3

1364513370,3

1364513373,3

1364513375,3

1364513378,3

1364513380,3

1364513383,3

1364513386,3

1364513388,3

1364513391,3

1364513393,3

1364513396,3

1364513398,3

1364513401,3

1364513404,3

1364513586,3

1364513589,3

1364513592,3

1364513594,3

1364513597,3

1364513599,3

1364513602,3

1364513604,3

1364513607,3

1364513610,3

1364513612,3

1364513615,3

1364513617,3

1364513620,3

1364513622,3

1364513625,3

1364513628,3

1364513630,3

1364513633,3

1364513635,3

1364513638,3

1364513641,3

1364513643,3

1364513826,3

1364513829,3

1364513831,3

1364513834,3

1364513836,3

1364513839,3

1364513841,3

1364513844,3

1364513847,3

1364513849,3

1364513852,3

1364513854,3

1364513857,3

1364513859,3

1364513862,2

1364513865,2

1364513867,2

1364513870,2

1364513872,2

1364513875,2

1364513878,1

1364513880,1

1364513883,3

1364514066,3

1364514068,3

1364514071,0

1364514073,0

1364514076,0

1364514078,0

1364514081,0

1364514084,0

1364514086,0

1364514089,0

1364514091,0

1364514094,0

1364514097,0

1364514099,0

1364514102,0

1364514104,0

1364514107,0

1364514109,0

1364514112,0

1364514115,0

1364514117,0

1364514120,0

1364514122,0

1364514305,0

1364514308,0

1364514310,0

1364514313,0

1364514316,0

1364514318,0

1364514321,0

1364514323,0

1364514326,0

1364514328,0

1364514331,0

1364514334,0

1364514336,0

1364514339,0

1364514341,0

1364514344,0

1364514347,0

1364514349,0

1364514352,0

1364514354,0

1364514357,0

1364514359,0

1364514362,0

1364514545,0

1364514547,0

1364514550,0

1364514553,0

1364514555,0

1364514558,0

1364514560,0

1364514563,0

1364514565,0

1364514568,0

1364514571,0

1364514573,0

1364514576,0

1364514578,0

1364514581,0

1364514584,0

1364514586,0

1364514589,0

1364514591,0

1364514594,0

1364514596,0

1364514599,0

1364514602,0

1364514604,0

1364514787,0

1364514790,0

1364514792,0

1364514795,0

1364514797,0

1364514800,0

1364514802,0

1364514805,0

1364514808,0

1364514810,0

1364514813,0

1364514815,0

1364514818,0

1364514821,0

1364514823,0

1364514826,0

1364514828,0

1364514831,0

1364514833,0

1364514836,0

1364514839,0

1364514841,0

1364514844,0

1364515027,0

1364515029,0

1364515032,0

1364515034,0

1364515037,0

1364515039,0

1364515042,0

1364515045,0

1364515047,0

1364515050,0

1364515052,0

1364515055,0

1364515057,0

1364515060,0

1364515063,0

1364515065,0

1364515068,0

1364515070,0

1364515073,0

1364515076,0

1364515078,0

1364515081,0

1364515083,0

1364515266,0

1364515269,0

1364515271,0

1364515274,0

1364515276,0

1364515279,0

1364515282,0

1364515284,0

1364515287,0

1364515289,0

1364515292,0

1364515294,0

1364515297,0

1364515300,0

1364515302,0

1364515305,0

1364515307,0

1364515310,0

1364515313,0

1364515315,0

1364515318,0

1364515320,0

1364515323,0

1364515506,3

1364515508,3

1364515511,3

1364515513,3

1364515516,3

1364515519,3

1364515521,3

1364515524,3

1364515526,3

1364515529,3

1364515531,3

1364515534,3

1364515537,3

1364515539,3

1364515542,0

1364515544,0

1364515547,0

1364515550,0

1364515552,0

1364515555,0

1364515557,0

1364515560,0

1364515562,0

1364515745,0

1364515750,0

1364515753,3

1364515756,3

1364515758,3

1364515761,3

1364515763,3

1364515766,3

1364515768,1

1364515771,1

1364515774,1

1364515776,1

1364515779,1

1364515781,1

1364515784,1

1364515787,1

1364515789,1

1364515797,0

1364515799,0

1364515802,0

1364515985,0

1364515988,0

1364515990,0

1364515993,0

1364515995,0

1364515998,0

1364516000,0

1364516003,0

1364516006,0

1364516008,0

1364516011,0

1364516013,0

1364516016,0

1364516018,0

1364516021,0

1364516024,0

1364516026,0

1364516029,0

1364516031,0

1364516034,0

1364516037,0

1364516039,0

1364516042,0

1364516044,0

1364516227,0

1364516230,0

1364516232,0

1364516235,0

1364516237,0

1364516240,0

1364516243,0

1364516245,0

1364516248,0

1364516250,0

1364516253,0

1364516256,0

1364516258,0

1364516261,0

1364516263,0

1364516266,0

1364516268,0

1364516271,0

1364516274,0

1364516276,0

1364516279,0

1364516281,0

1364516284,0

1364516467,0

1364516469,0

1364516472,0

1364516474,0

1364516477,0

1364516480,0

1364516482,0

1364516485,0

1364516487,0

1364516490,0

1364516492,0

1364516495,0

1364516498,0

1364516500,0

1364516503,0

1364516505,0

1364516508,0

1364516511,0

1364516513,0

1364516516,0

1364516518,0

1364516521,0

1364516523,0

1364516706,0

1364516709,0

1364516711,0

1364516714,0

1364516717,0

1364516719,0

1364516722,0

1364516724,0

1364516727,0

1364516730,0

1364516732,0

1364516735,0

1364516737,0

1364516740,0

1364516742,0

1364516745,0

1364516748,0

1364516750,0

1364516753,0

1364516755,0

1364516758,0

1364516760,0

1364516763,0

1364516946,0

1364516948,0

1364516951,0

1364516954,0

1364516956,0

1364516959,0

1364516961,0

1364516964,0

1364516966,0

1364516969,0

1364516972,0

1364516974,0

1364516977,0

1364516979,0

1364516982,0

1364516985,0

1364516987,0

1364516990,0

1364516992,0

1364516995,0

1364516997,0

1364517000,0

1364517003,0

1364517185,0

1364517188,0

1364517191,0

1364517193,0

1364517196,0

1364517198,0

1364517201,0

1364517204,0

1364517206,0

1364517209,0

1364517211,0

1364517214,0

1364517216,0

1364517219,0

1364517222,0

1364517224,0

1364517227,0

1364517229,0

1364517232,0

1364517235,0

1364517237,0

1364517240,0

1364517242,0

1364517425,0

1364517428,0

1364517430,0

1364517433,0

1364517435,0

1364517438,0

1364517441,0

1364517443,0

1364517446,0

1364517448,0

1364517451,0

1364517453,0

1364517456,0

1364517459,0

1364517461,0

1364517464,0

1364517466,0

1364517469,0

