timestamp, activity inference
1364404059,1

1364404066,1

1364404069,0

1364404071,0

1364404074,0

1364404076,0

1364404079,0

1364404082,0

1364404084,0

1364404087,0

1364404089,0

1364404092,0

1364404095,0

1364404097,0

1364404100,0

1364404103,0

1364404105,0

1364404108,0

1364404110,0

1364404113,0

1364404293,0

1364404296,0

1364404299,0

1364404301,0

1364404304,0

1364404306,0

1364404309,0

1364404312,0

1364404314,0

1364404317,0

1364404319,0

1364404322,0

1364404324,0

1364404327,0

1364404330,0

1364404332,0

1364404335,0

1364404337,0

1364404340,0

1364404342,0

1364404345,0

1364404348,0

1364404350,0

1364404353,0

1364404536,0

1364404538,0

1364404541,0

1364404543,0

1364404546,0

1364404548,0

1364404551,0

1364404554,0

1364404556,0

1364404559,0

1364404561,0

1364404564,0

1364404567,0

1364404569,0

1364404572,0

1364404574,0

1364404577,0

1364404579,0

1364404582,0

1364404585,0

1364404587,0

1364404590,0

1364404592,0

1364404775,0

1364404778,0

1364404780,0

1364404783,0

1364404786,0

1364404788,0

1364404791,0

1364404793,0

1364404796,0

1364404798,0

1364404801,0

1364404804,0

1364404806,0

1364404809,0

1364404811,0

1364404814,0

1364404816,0

1364404819,0

1364404822,0

1364404824,0

1364404827,0

1364404829,0

1364404832,0

1364405015,0

1364405017,0

1364405025,0

1364405028,3

1364405030,3

1364405033,3

1364405051,3

1364405056,3

1364405059,3

1364405066,1

1364405268,1

1364405275,1

1364405278,1

1364405280,1

1364405283,3

1364405286,3

1364405288,3

1364405291,3

1364405293,3

1364405296,3

1364405298,3

1364405301,3

1364405304,0

1364405306,0

1364405309,0

1364405311,0

1364405495,0

1364405513,0

1364405515,1

1364405518,1

1364405520,1

1364405523,1

1364405526,1

1364405528,1

1364405531,1

1364405533,1

1364405536,1

1364405538,1

1364405541,1

1364405544,1

1364405546,1

1364405549,1

1364405551,1

1364405738,1

1364405743,1

1364405746,1

1364405748,1

1364405751,1

1364405753,0

1364405756,0

1364405759,0

1364405761,0

1364405764,0

1364405766,0

1364405774,0

1364405777,0

1364405779,0

1364405980,0

1364405983,0

1364405985,0

1364405988,3

1364405990,0

1364405993,0

1364405996,0

1364405998,0

1364406001,0

1364406003,0

1364406006,0

1364406008,0

1364406011,0

1364406014,0

1364406016,0

1364406019,0

1364406021,0

1364406024,0

1364406026,0

1364406029,0

1364406032,0

1364406215,0

1364406218,0

1364406220,3

1364406223,3

1364406225,3

1364406228,0

1364406231,0

1364406233,0

1364406236,0

1364406238,0

1364406241,0

1364406243,0

1364406246,0

1364406249,3

1364406251,3

1364406254,3

1364406264,1

1364406267,1

1364406269,0

1364406272,0

1364406455,0

1364406458,0

1364406460,0

1364406463,0

1364406465,0

1364406471,0

1364406473,0

1364406476,0

1364406486,1

1364406512,1

1364406695,1

1364406698,0

1364406700,0

1364406703,0

1364406705,0

1364406708,0

1364406711,0

1364406713,0

1364406716,0

1364406718,0

1364406721,0

1364406724,0

1364406726,0

1364406729,0

1364406731,0

1364406734,0

