start_timestamp, end_timestamp
1364394647,1364397117

1364397618,1364397688

1364402009,1364403250

1364403500,1364403671

1364404896,1364404967

1364406140,1364406472

1364406502,1364410514

1364413139,1364413805

1364416200,1364417843

1364418073,1364418147

1364418375,1364419860

1364420118,1364420371

1364420591,1364420752

1364421705,1364421877

1364422118,1364422350

1364423312,1364423352

1364423362,1364423724

1364437199,1364437681

1364439586,1364439798

1364440249,1364440360

1364441342,1364441535

1364475408,1364475963

1364476686,1364476916

1364477137,1364478265

1364478516,1364479706

1364480188,1364480570

1364481064,1364481183

1364481413,1364481608

1364481828,1364481909

1364483583,1364483743

1364483763,1364483833

1364492954,1364493104

1364493605,1364493888

1364494132,1364494243

1364501950,1364502262

1364502764,1364502895

1364503166,1364503246

1364503687,1364504342

1364504842,1364505527

1364505998,1364506926

1364507191,1364507308

1364507549,1364507932

1364508373,1364508605

1364508856,1364509067

1364509780,1364510012

1364510022,1364510385

1364510594,1364511928

1364512177,1364512449

1364512909,1364513020

1364513243,1364513546

1364513777,1364514997

1364515217,1364515274

1364577554,1364578673

1364579405,1364581583

1364581814,1364582065

1364582264,1364582466

1364582707,1364583140

1364583350,1364583744

1364583974,1364584509

1364584730,1364585043

1364585063,1364585154

1364585394,1364585919

1364586180,1364586331

1364586541,1364587055

1364587256,1364587618

1364587849,1364589169

1364590392,1364590523

1364591716,1364593259

1364593490,1364595768

1364595788,1364596595

1364596816,1364597633

1364598134,1364601956

1364602197,1364612635

1364612826,1364613935

1364614145,1364614569

1364615071,1364616745

1364616975,1364618428

1364618920,1364619302

1364620055,1364620438

1364620658,1364620789

1364638294,1364640190

1364640401,1364641500

1364642001,1364642445

1364642696,1364643624

1364644065,1364644468

1364644678,1364648006

1364648226,1364652130

1364653333,1364653434

1364654406,1364654819

1364655310,1364655441

1364656173,1364656435

1364656676,1364657211

1364657471,1364657552

1364659477,1364659658

1364659869,1364660030

1364665103,1364668078

1364668268,1364669085

1364669787,1364669989

1364670189,1364671622

1364671832,1364672256

