id,device,timestamp,RUNNING_TASKS_baseActivity_mClass,RUNNING_TASKS_baseActivity_mPackage,RUNNING_TASKS_id,RUNNING_TASKS_numActivities,RUNNING_TASKS_numRunning,RUNNING_TASKS_topActivity_mClass,RUNNING_TASKS_topActivity_mPackage
3eaa7457-46f7-4a6c-998c-2e81048acba2-43,31ede59a-bb56-4697-b225-cabcc488be83,1364136666,com.google.android.apps.paco.ExperimentManagerActivity,com.google.android.apps.paco,11,2,2,com.google.android.apps.paco.PAM,com.google.android.apps.paco
3eaa7457-46f7-4a6c-998c-2e81048acba2-43,31ede59a-bb56-4697-b225-cabcc488be83,1364136666,com.android.launcher2.Launcher,com.android.launcher,2,1,1,com.android.launcher2.Launcher,com.android.launcher
3eaa7457-46f7-4a6c-998c-2e81048acba2-43,31ede59a-bb56-4697-b225-cabcc488be83,1364136666,com.android.settings.Settings$WifiSettingsActivity,com.android.settings,10,1,1,com.android.settings.Settings$WifiSettingsActivity,com.android.settings
3eaa7457-46f7-4a6c-998c-2e81048acba2-143,31ede59a-bb56-4697-b225-cabcc488be83,1364137866,com.google.android.apps.paco.ExperimentManagerActivity,com.google.android.apps.paco,11,2,2,com.google.android.apps.paco.PAM,com.google.android.apps.paco
3eaa7457-46f7-4a6c-998c-2e81048acba2-143,31ede59a-bb56-4697-b225-cabcc488be83,1364137866,com.android.launcher2.Launcher,com.android.launcher,2,1,1,com.android.launcher2.Launcher,com.android.launcher
3eaa7457-46f7-4a6c-998c-2e81048acba2-143,31ede59a-bb56-4697-b225-cabcc488be83,1364137866,com.android.settings.Settings$WifiSettingsActivity,com.android.settings,10,1,1,com.android.settings.Settings$WifiSettingsActivity,com.android.settings
64c50f19-8f00-48ae-8ff7-694fbe71334e-17,31ede59a-bb56-4697-b225-cabcc488be83,1364107866,com.google.android.apps.paco.ExperimentManagerActivity,com.google.android.apps.paco,11,1,1,com.google.android.apps.paco.ExperimentManagerActivity,com.google.android.apps.paco
64c50f19-8f00-48ae-8ff7-694fbe71334e-17,31ede59a-bb56-4697-b225-cabcc488be83,1364107866,com.android.launcher2.Launcher,com.android.launcher,2,1,1,com.android.launcher2.Launcher,com.android.launcher
64c50f19-8f00-48ae-8ff7-694fbe71334e-17,31ede59a-bb56-4697-b225-cabcc488be83,1364107866,com.android.settings.Settings$WifiSettingsActivity,com.android.settings,10,1,1,com.android.settings.Settings$WifiSettingsActivity,com.android.settings
64c50f19-8f00-48ae-8ff7-694fbe71334e-76,31ede59a-bb56-4697-b225-cabcc488be83,1364109066,com.google.android.apps.paco.ExperimentManagerActivity,com.google.android.apps.paco,11,1,1,com.google.android.apps.paco.ExperimentManagerActivity,com.google.android.apps.paco
64c50f19-8f00-48ae-8ff7-694fbe71334e-76,31ede59a-bb56-4697-b225-cabcc488be83,1364109066,com.android.launcher2.Launcher,com.android.launcher,2,1,1,com.android.launcher2.Launcher,com.android.launcher
64c50f19-8f00-48ae-8ff7-694fbe71334e-76,31ede59a-bb56-4697-b225-cabcc488be83,1364109066,com.android.settings.Settings$WifiSettingsActivity,com.android.settings,10,1,1,com.android.settings.Settings$WifiSettingsActivity,com.android.settings
9b10dca0-3a2e-4e34-be70-f1610ffe51cb-66,31ede59a-bb56-4697-b225-cabcc488be83,1364139066,com.google.android.apps.paco.ExperimentManagerActivity,com.google.android.apps.paco,11,2,2,com.google.android.apps.paco.PAM,com.google.android.apps.paco
9b10dca0-3a2e-4e34-be70-f1610ffe51cb-66,31ede59a-bb56-4697-b225-cabcc488be83,1364139066,com.android.launcher2.Launcher,com.android.launcher,2,1,1,com.android.launcher2.Launcher,com.android.launcher
9b10dca0-3a2e-4e34-be70-f1610ffe51cb-66,31ede59a-bb56-4697-b225-cabcc488be83,1364139066,com.android.settings.Settings$WifiSettingsActivity,com.android.settings,10,1,1,com.android.settings.Settings$WifiSettingsActivity,com.android.settings
