id,device,timestamp,RUNNING_TASKS_baseActivity_mClass,RUNNING_TASKS_baseActivity_mPackage,RUNNING_TASKS_id,RUNNING_TASKS_numActivities,RUNNING_TASKS_numRunning,RUNNING_TASKS_topActivity_mClass,RUNNING_TASKS_topActivity_mPackage
88812197-9afa-401d-86ed-2680d8df4ae8-33,19249b9b-ee96-403c-922d-28096608959e,1364134423,com.google.android.apps.paco.PAM,com.google.android.apps.paco,17,1,1,com.google.android.apps.paco.PAM,com.google.android.apps.paco
88812197-9afa-401d-86ed-2680d8df4ae8-33,19249b9b-ee96-403c-922d-28096608959e,1364134423,com.android.launcher2.Launcher,com.android.launcher,3,1,1,com.android.launcher2.Launcher,com.android.launcher
88812197-9afa-401d-86ed-2680d8df4ae8-33,19249b9b-ee96-403c-922d-28096608959e,1364134423,org.bewellapp.dashBoardActivity,org.bewellapp,8,1,1,org.bewellapp.dashBoardActivity,org.bewellapp
88812197-9afa-401d-86ed-2680d8df4ae8-33,19249b9b-ee96-403c-922d-28096608959e,1364134423,com.android.settings.Settings,com.android.settings,4,3,3,com.android.settings.deviceinfo.Status,com.android.settings
88812197-9afa-401d-86ed-2680d8df4ae8-33,19249b9b-ee96-403c-922d-28096608959e,1364134423,com.google.android.setupwizard.SetupWizardActivity,com.google.android.setupwizard,2,1,0,com.google.android.setupwizard.SetupWizardActivity,com.google.android.setupwizard
d6352179-4b91-4d06-85b3-e526ed211898-478,19249b9b-ee96-403c-922d-28096608959e,1364105623,com.google.android.googlequicksearchbox.SearchActivity,com.google.android.googlequicksearchbox,12,1,1,com.google.android.googlequicksearchbox.SearchActivity,com.google.android.googlequicksearchbox
d6352179-4b91-4d06-85b3-e526ed211898-478,19249b9b-ee96-403c-922d-28096608959e,1364105623,com.android.launcher2.Launcher,com.android.launcher,3,1,1,com.android.launcher2.Launcher,com.android.launcher
d6352179-4b91-4d06-85b3-e526ed211898-478,19249b9b-ee96-403c-922d-28096608959e,1364105623,org.bewellapp.dashBoardActivity,org.bewellapp,8,1,1,org.bewellapp.dashBoardActivity,org.bewellapp
d6352179-4b91-4d06-85b3-e526ed211898-478,19249b9b-ee96-403c-922d-28096608959e,1364105623,com.android.settings.Settings,com.android.settings,4,3,3,com.android.settings.deviceinfo.Status,com.android.settings
d6352179-4b91-4d06-85b3-e526ed211898-478,19249b9b-ee96-403c-922d-28096608959e,1364105623,com.google.android.setupwizard.SetupWizardActivity,com.google.android.setupwizard,2,1,0,com.google.android.setupwizard.SetupWizardActivity,com.google.android.setupwizard
5936e9c3-d887-4a99-8c4f-c851ef096cda-17,19249b9b-ee96-403c-922d-28096608959e,1364117623,com.android.launcher2.Launcher,com.android.launcher,3,1,1,com.android.launcher2.Launcher,com.android.launcher
5936e9c3-d887-4a99-8c4f-c851ef096cda-17,19249b9b-ee96-403c-922d-28096608959e,1364117623,org.bewellapp.dashBoardActivity,org.bewellapp,8,1,1,org.bewellapp.dashBoardActivity,org.bewellapp
5936e9c3-d887-4a99-8c4f-c851ef096cda-17,19249b9b-ee96-403c-922d-28096608959e,1364117623,com.android.settings.Settings,com.android.settings,4,3,3,com.android.settings.deviceinfo.Status,com.android.settings
5936e9c3-d887-4a99-8c4f-c851ef096cda-17,19249b9b-ee96-403c-922d-28096608959e,1364117623,com.google.android.setupwizard.SetupWizardActivity,com.google.android.setupwizard,2,1,0,com.google.android.setupwizard.SetupWizardActivity,com.google.android.setupwizard
5936e9c3-d887-4a99-8c4f-c851ef096cda-74,19249b9b-ee96-403c-922d-28096608959e,1364118823,com.android.launcher2.Launcher,com.android.launcher,3,1,1,com.android.launcher2.Launcher,com.android.launcher
5936e9c3-d887-4a99-8c4f-c851ef096cda-74,19249b9b-ee96-403c-922d-28096608959e,1364118823,org.bewellapp.dashBoardActivity,org.bewellapp,8,1,1,org.bewellapp.dashBoardActivity,org.bewellapp
5936e9c3-d887-4a99-8c4f-c851ef096cda-74,19249b9b-ee96-403c-922d-28096608959e,1364118823,com.android.settings.Settings,com.android.settings,4,3,3,com.android.settings.deviceinfo.Status,com.android.settings
5936e9c3-d887-4a99-8c4f-c851ef096cda-74,19249b9b-ee96-403c-922d-28096608959e,1364118823,com.google.android.setupwizard.SetupWizardActivity,com.google.android.setupwizard,2,1,0,com.google.android.setupwizard.SetupWizardActivity,com.google.android.setupwizard
cff3f574-ff48-4afa-9420-ad7260e0ec47-56,19249b9b-ee96-403c-922d-28096608959e,1364127223,com.android.launcher2.Launcher,com.android.launcher,3,1,1,com.android.launcher2.Launcher,com.android.launcher
cff3f574-ff48-4afa-9420-ad7260e0ec47-56,19249b9b-ee96-403c-922d-28096608959e,1364127223,org.bewellapp.dashBoardActivity,org.bewellapp,8,1,1,org.bewellapp.dashBoardActivity,org.bewellapp
cff3f574-ff48-4afa-9420-ad7260e0ec47-56,19249b9b-ee96-403c-922d-28096608959e,1364127223,com.android.settings.Settings,com.android.settings,4,3,3,com.android.settings.deviceinfo.Status,com.android.settings
cff3f574-ff48-4afa-9420-ad7260e0ec47-56,19249b9b-ee96-403c-922d-28096608959e,1364127223,com.google.android.setupwizard.SetupWizardActivity,com.google.android.setupwizard,2,1,0,com.google.android.setupwizard.SetupWizardActivity,com.google.android.setupwizard
14c043fa-0630-4a51-9dd9-a715ac2b0950-44,19249b9b-ee96-403c-922d-28096608959e,1364116423,com.android.launcher2.Launcher,com.android.launcher,3,1,1,com.android.launcher2.Launcher,com.android.launcher
14c043fa-0630-4a51-9dd9-a715ac2b0950-44,19249b9b-ee96-403c-922d-28096608959e,1364116423,org.bewellapp.dashBoardActivity,org.bewellapp,8,1,1,org.bewellapp.dashBoardActivity,org.bewellapp
14c043fa-0630-4a51-9dd9-a715ac2b0950-44,19249b9b-ee96-403c-922d-28096608959e,1364116423,com.android.settings.Settings,com.android.settings,4,3,3,com.android.settings.deviceinfo.Status,com.android.settings
14c043fa-0630-4a51-9dd9-a715ac2b0950-44,19249b9b-ee96-403c-922d-28096608959e,1364116423,com.google.android.setupwizard.SetupWizardActivity,com.google.android.setupwizard,2,1,0,com.google.android.setupwizard.SetupWizardActivity,com.google.android.setupwizard
1ceb3c24-0769-4768-a671-1df86e61cb06-17,19249b9b-ee96-403c-922d-28096608959e,1364132023,com.android.launcher2.Launcher,com.android.launcher,3,1,1,com.android.launcher2.Launcher,com.android.launcher
1ceb3c24-0769-4768-a671-1df86e61cb06-17,19249b9b-ee96-403c-922d-28096608959e,1364132023,org.bewellapp.dashBoardActivity,org.bewellapp,8,1,1,org.bewellapp.dashBoardActivity,org.bewellapp
1ceb3c24-0769-4768-a671-1df86e61cb06-17,19249b9b-ee96-403c-922d-28096608959e,1364132023,com.android.settings.Settings,com.android.settings,4,3,3,com.android.settings.deviceinfo.Status,com.android.settings
1ceb3c24-0769-4768-a671-1df86e61cb06-17,19249b9b-ee96-403c-922d-28096608959e,1364132023,com.google.android.setupwizard.SetupWizardActivity,com.google.android.setupwizard,2,1,0,com.google.android.setupwizard.SetupWizardActivity,com.google.android.setupwizard
1ceb3c24-0769-4768-a671-1df86e61cb06-76,19249b9b-ee96-403c-922d-28096608959e,1364133223,com.android.launcher2.Launcher,com.android.launcher,3,1,1,com.android.launcher2.Launcher,com.android.launcher
1ceb3c24-0769-4768-a671-1df86e61cb06-76,19249b9b-ee96-403c-922d-28096608959e,1364133223,org.bewellapp.dashBoardActivity,org.bewellapp,8,1,1,org.bewellapp.dashBoardActivity,org.bewellapp
1ceb3c24-0769-4768-a671-1df86e61cb06-76,19249b9b-ee96-403c-922d-28096608959e,1364133223,com.android.settings.Settings,com.android.settings,4,3,3,com.android.settings.deviceinfo.Status,com.android.settings
1ceb3c24-0769-4768-a671-1df86e61cb06-76,19249b9b-ee96-403c-922d-28096608959e,1364133223,com.google.android.setupwizard.SetupWizardActivity,com.google.android.setupwizard,2,1,0,com.google.android.setupwizard.SetupWizardActivity,com.google.android.setupwizard
d0a352e5-318e-4beb-b597-02d8f78f928d-17,19249b9b-ee96-403c-922d-28096608959e,1364128423,com.android.launcher2.Launcher,com.android.launcher,3,1,1,com.android.launcher2.Launcher,com.android.launcher
d0a352e5-318e-4beb-b597-02d8f78f928d-17,19249b9b-ee96-403c-922d-28096608959e,1364128423,org.bewellapp.dashBoardActivity,org.bewellapp,8,1,1,org.bewellapp.dashBoardActivity,org.bewellapp
d0a352e5-318e-4beb-b597-02d8f78f928d-17,19249b9b-ee96-403c-922d-28096608959e,1364128423,com.android.settings.Settings,com.android.settings,4,3,3,com.android.settings.deviceinfo.Status,com.android.settings
d0a352e5-318e-4beb-b597-02d8f78f928d-17,19249b9b-ee96-403c-922d-28096608959e,1364128423,com.google.android.setupwizard.SetupWizardActivity,com.google.android.setupwizard,2,1,0,com.google.android.setupwizard.SetupWizardActivity,com.google.android.setupwizard
d0a352e5-318e-4beb-b597-02d8f78f928d-63,19249b9b-ee96-403c-922d-28096608959e,1364129623,com.android.launcher2.Launcher,com.android.launcher,3,1,1,com.android.launcher2.Launcher,com.android.launcher
d0a352e5-318e-4beb-b597-02d8f78f928d-63,19249b9b-ee96-403c-922d-28096608959e,1364129623,org.bewellapp.dashBoardActivity,org.bewellapp,8,1,1,org.bewellapp.dashBoardActivity,org.bewellapp
d0a352e5-318e-4beb-b597-02d8f78f928d-63,19249b9b-ee96-403c-922d-28096608959e,1364129623,com.android.settings.Settings,com.android.settings,4,3,3,com.android.settings.deviceinfo.Status,com.android.settings
d0a352e5-318e-4beb-b597-02d8f78f928d-63,19249b9b-ee96-403c-922d-28096608959e,1364129623,com.google.android.setupwizard.SetupWizardActivity,com.google.android.setupwizard,2,1,0,com.google.android.setupwizard.SetupWizardActivity,com.google.android.setupwizard
ea287303-51f5-4f40-9211-6d952cfd0cd3-28,19249b9b-ee96-403c-922d-28096608959e,1364114023,com.android.launcher2.Launcher,com.android.launcher,3,1,1,com.android.launcher2.Launcher,com.android.launcher
ea287303-51f5-4f40-9211-6d952cfd0cd3-28,19249b9b-ee96-403c-922d-28096608959e,1364114023,org.bewellapp.dashBoardActivity,org.bewellapp,8,1,1,org.bewellapp.dashBoardActivity,org.bewellapp
ea287303-51f5-4f40-9211-6d952cfd0cd3-28,19249b9b-ee96-403c-922d-28096608959e,1364114023,com.android.settings.Settings,com.android.settings,4,3,3,com.android.settings.deviceinfo.Status,com.android.settings
ea287303-51f5-4f40-9211-6d952cfd0cd3-28,19249b9b-ee96-403c-922d-28096608959e,1364114023,com.google.android.setupwizard.SetupWizardActivity,com.google.android.setupwizard,2,1,0,com.google.android.setupwizard.SetupWizardActivity,com.google.android.setupwizard
ea287303-51f5-4f40-9211-6d952cfd0cd3-107,19249b9b-ee96-403c-922d-28096608959e,1364115223,com.android.launcher2.Launcher,com.android.launcher,3,1,1,com.android.launcher2.Launcher,com.android.launcher
ea287303-51f5-4f40-9211-6d952cfd0cd3-107,19249b9b-ee96-403c-922d-28096608959e,1364115223,org.bewellapp.dashBoardActivity,org.bewellapp,8,1,1,org.bewellapp.dashBoardActivity,org.bewellapp
ea287303-51f5-4f40-9211-6d952cfd0cd3-107,19249b9b-ee96-403c-922d-28096608959e,1364115223,com.android.settings.Settings,com.android.settings,4,3,3,com.android.settings.deviceinfo.Status,com.android.settings
ea287303-51f5-4f40-9211-6d952cfd0cd3-107,19249b9b-ee96-403c-922d-28096608959e,1364115223,com.google.android.setupwizard.SetupWizardActivity,com.google.android.setupwizard,2,1,0,com.google.android.setupwizard.SetupWizardActivity,com.google.android.setupwizard
b8929bed-9480-407e-99ff-a67c0b84c5ab-17,19249b9b-ee96-403c-922d-28096608959e,1364121223,com.android.launcher2.Launcher,com.android.launcher,3,1,1,com.android.launcher2.Launcher,com.android.launcher
b8929bed-9480-407e-99ff-a67c0b84c5ab-17,19249b9b-ee96-403c-922d-28096608959e,1364121223,org.bewellapp.dashBoardActivity,org.bewellapp,8,1,1,org.bewellapp.dashBoardActivity,org.bewellapp
b8929bed-9480-407e-99ff-a67c0b84c5ab-17,19249b9b-ee96-403c-922d-28096608959e,1364121223,com.android.settings.Settings,com.android.settings,4,3,3,com.android.settings.deviceinfo.Status,com.android.settings
