id,device,timestamp,RUNNING_TASKS_baseActivity_mClass,RUNNING_TASKS_baseActivity_mPackage,RUNNING_TASKS_id,RUNNING_TASKS_numActivities,RUNNING_TASKS_numRunning,RUNNING_TASKS_topActivity_mClass,RUNNING_TASKS_topActivity_mPackage
9a4748aa-dc7a-4901-8ca4-78cfe541348b-17,c1a5568a-5128-4edf-950b-ae4609e9cac4,1364130554,com.android.settings.Settings$WifiSettingsActivity,com.android.settings,15,1,1,com.android.settings.Settings$WifiSettingsActivity,com.android.settings
9a4748aa-dc7a-4901-8ca4-78cfe541348b-17,c1a5568a-5128-4edf-950b-ae4609e9cac4,1364130554,com.google.android.apps.paco.ExperimentManagerActivity,com.google.android.apps.paco,14,1,1,com.google.android.apps.paco.ExperimentManagerActivity,com.google.android.apps.paco
9a4748aa-dc7a-4901-8ca4-78cfe541348b-17,c1a5568a-5128-4edf-950b-ae4609e9cac4,1364130554,com.android.launcher2.Launcher,com.android.launcher,3,1,1,com.android.launcher2.Launcher,com.android.launcher
9a4748aa-dc7a-4901-8ca4-78cfe541348b-17,c1a5568a-5128-4edf-950b-ae4609e9cac4,1364130554,com.google.android.setupwizard.SetupWizardActivity,com.google.android.setupwizard,2,1,0,com.google.android.setupwizard.SetupWizardActivity,com.google.android.setupwizard
9a4748aa-dc7a-4901-8ca4-78cfe541348b-17,c1a5568a-5128-4edf-950b-ae4609e9cac4,1364130554,com.android.contacts.activities.DialtactsActivity,com.android.contacts,4,1,1,com.android.contacts.activities.DialtactsActivity,com.android.contacts
9a4748aa-dc7a-4901-8ca4-78cfe541348b-79,c1a5568a-5128-4edf-950b-ae4609e9cac4,1364131754,com.android.settings.Settings$WifiSettingsActivity,com.android.settings,15,1,1,com.android.settings.Settings$WifiSettingsActivity,com.android.settings
9a4748aa-dc7a-4901-8ca4-78cfe541348b-79,c1a5568a-5128-4edf-950b-ae4609e9cac4,1364131754,com.google.android.apps.paco.ExperimentManagerActivity,com.google.android.apps.paco,14,1,1,com.google.android.apps.paco.ExperimentManagerActivity,com.google.android.apps.paco
9a4748aa-dc7a-4901-8ca4-78cfe541348b-79,c1a5568a-5128-4edf-950b-ae4609e9cac4,1364131754,com.android.launcher2.Launcher,com.android.launcher,3,1,1,com.android.launcher2.Launcher,com.android.launcher
9a4748aa-dc7a-4901-8ca4-78cfe541348b-79,c1a5568a-5128-4edf-950b-ae4609e9cac4,1364131754,com.google.android.setupwizard.SetupWizardActivity,com.google.android.setupwizard,2,1,0,com.google.android.setupwizard.SetupWizardActivity,com.google.android.setupwizard
9a4748aa-dc7a-4901-8ca4-78cfe541348b-79,c1a5568a-5128-4edf-950b-ae4609e9cac4,1364131754,com.android.contacts.activities.DialtactsActivity,com.android.contacts,4,1,1,com.android.contacts.activities.DialtactsActivity,com.android.contacts
5d57e0d6-ada4-4866-b66c-47b15db8544b-33,c1a5568a-5128-4edf-950b-ae4609e9cac4,1364114954,com.android.settings.Settings$WifiSettingsActivity,com.android.settings,15,1,1,com.android.settings.Settings$WifiSettingsActivity,com.android.settings
5d57e0d6-ada4-4866-b66c-47b15db8544b-33,c1a5568a-5128-4edf-950b-ae4609e9cac4,1364114954,com.google.android.apps.paco.ExperimentManagerActivity,com.google.android.apps.paco,14,1,1,com.google.android.apps.paco.ExperimentManagerActivity,com.google.android.apps.paco
5d57e0d6-ada4-4866-b66c-47b15db8544b-33,c1a5568a-5128-4edf-950b-ae4609e9cac4,1364114954,com.android.launcher2.Launcher,com.android.launcher,3,1,1,com.android.launcher2.Launcher,com.android.launcher
5d57e0d6-ada4-4866-b66c-47b15db8544b-33,c1a5568a-5128-4edf-950b-ae4609e9cac4,1364114954,com.google.android.setupwizard.SetupWizardActivity,com.google.android.setupwizard,2,1,0,com.google.android.setupwizard.SetupWizardActivity,com.google.android.setupwizard
5d57e0d6-ada4-4866-b66c-47b15db8544b-33,c1a5568a-5128-4edf-950b-ae4609e9cac4,1364114954,com.android.contacts.activities.DialtactsActivity,com.android.contacts,4,1,1,com.android.contacts.activities.DialtactsActivity,com.android.contacts
75264e28-963b-4f74-ad03-8ffd8e29c748-34,c1a5568a-5128-4edf-950b-ae4609e9cac4,1364107754,com.google.android.apps.paco.ExperimentManagerActivity,com.google.android.apps.paco,14,1,1,com.google.android.apps.paco.ExperimentManagerActivity,com.google.android.apps.paco
75264e28-963b-4f74-ad03-8ffd8e29c748-34,c1a5568a-5128-4edf-950b-ae4609e9cac4,1364107754,com.android.launcher2.Launcher,com.android.launcher,3,1,1,com.android.launcher2.Launcher,com.android.launcher
75264e28-963b-4f74-ad03-8ffd8e29c748-34,c1a5568a-5128-4edf-950b-ae4609e9cac4,1364107754,com.google.android.setupwizard.SetupWizardActivity,com.google.android.setupwizard,2,1,0,com.google.android.setupwizard.SetupWizardActivity,com.google.android.setupwizard
75264e28-963b-4f74-ad03-8ffd8e29c748-34,c1a5568a-5128-4edf-950b-ae4609e9cac4,1364107754,com.android.contacts.activities.DialtactsActivity,com.android.contacts,4,1,1,com.android.contacts.activities.DialtactsActivity,com.android.contacts
6d750688-0e81-47da-9c77-a0bd0c4ac8fa-17,c1a5568a-5128-4edf-950b-ae4609e9cac4,1364116154,com.android.settings.Settings$WifiSettingsActivity,com.android.settings,15,1,1,com.android.settings.Settings$WifiSettingsActivity,com.android.settings
6d750688-0e81-47da-9c77-a0bd0c4ac8fa-17,c1a5568a-5128-4edf-950b-ae4609e9cac4,1364116154,com.google.android.apps.paco.ExperimentManagerActivity,com.google.android.apps.paco,14,1,1,com.google.android.apps.paco.ExperimentManagerActivity,com.google.android.apps.paco
6d750688-0e81-47da-9c77-a0bd0c4ac8fa-17,c1a5568a-5128-4edf-950b-ae4609e9cac4,1364116154,com.android.launcher2.Launcher,com.android.launcher,3,1,1,com.android.launcher2.Launcher,com.android.launcher
6d750688-0e81-47da-9c77-a0bd0c4ac8fa-17,c1a5568a-5128-4edf-950b-ae4609e9cac4,1364116154,com.google.android.setupwizard.SetupWizardActivity,com.google.android.setupwizard,2,1,0,com.google.android.setupwizard.SetupWizardActivity,com.google.android.setupwizard
6d750688-0e81-47da-9c77-a0bd0c4ac8fa-17,c1a5568a-5128-4edf-950b-ae4609e9cac4,1364116154,com.android.contacts.activities.DialtactsActivity,com.android.contacts,4,1,1,com.android.contacts.activities.DialtactsActivity,com.android.contacts
6d750688-0e81-47da-9c77-a0bd0c4ac8fa-79,c1a5568a-5128-4edf-950b-ae4609e9cac4,1364117354,com.android.settings.Settings$WifiSettingsActivity,com.android.settings,15,1,1,com.android.settings.Settings$WifiSettingsActivity,com.android.settings
6d750688-0e81-47da-9c77-a0bd0c4ac8fa-79,c1a5568a-5128-4edf-950b-ae4609e9cac4,1364117354,com.google.android.apps.paco.ExperimentManagerActivity,com.google.android.apps.paco,14,1,1,com.google.android.apps.paco.ExperimentManagerActivity,com.google.android.apps.paco
6d750688-0e81-47da-9c77-a0bd0c4ac8fa-79,c1a5568a-5128-4edf-950b-ae4609e9cac4,1364117354,com.android.launcher2.Launcher,com.android.launcher,3,1,1,com.android.launcher2.Launcher,com.android.launcher
6d750688-0e81-47da-9c77-a0bd0c4ac8fa-79,c1a5568a-5128-4edf-950b-ae4609e9cac4,1364117354,com.google.android.setupwizard.SetupWizardActivity,com.google.android.setupwizard,2,1,0,com.google.android.setupwizard.SetupWizardActivity,com.google.android.setupwizard
6d750688-0e81-47da-9c77-a0bd0c4ac8fa-79,c1a5568a-5128-4edf-950b-ae4609e9cac4,1364117354,com.android.contacts.activities.DialtactsActivity,com.android.contacts,4,1,1,com.android.contacts.activities.DialtactsActivity,com.android.contacts
39eeda81-ae05-454b-8536-b9eb68a4be65-17,c1a5568a-5128-4edf-950b-ae4609e9cac4,1364119754,com.android.settings.Settings$WifiSettingsActivity,com.android.settings,15,1,1,com.android.settings.Settings$WifiSettingsActivity,com.android.settings
39eeda81-ae05-454b-8536-b9eb68a4be65-17,c1a5568a-5128-4edf-950b-ae4609e9cac4,1364119754,com.google.android.apps.paco.ExperimentManagerActivity,com.google.android.apps.paco,14,1,1,com.google.android.apps.paco.ExperimentManagerActivity,com.google.android.apps.paco
39eeda81-ae05-454b-8536-b9eb68a4be65-17,c1a5568a-5128-4edf-950b-ae4609e9cac4,1364119754,com.android.launcher2.Launcher,com.android.launcher,3,1,1,com.android.launcher2.Launcher,com.android.launcher
39eeda81-ae05-454b-8536-b9eb68a4be65-17,c1a5568a-5128-4edf-950b-ae4609e9cac4,1364119754,com.google.android.setupwizard.SetupWizardActivity,com.google.android.setupwizard,2,1,0,com.google.android.setupwizard.SetupWizardActivity,com.google.android.setupwizard
39eeda81-ae05-454b-8536-b9eb68a4be65-17,c1a5568a-5128-4edf-950b-ae4609e9cac4,1364119754,com.android.contacts.activities.DialtactsActivity,com.android.contacts,4,1,1,com.android.contacts.activities.DialtactsActivity,com.android.contacts
39eeda81-ae05-454b-8536-b9eb68a4be65-56,c1a5568a-5128-4edf-950b-ae4609e9cac4,1364120954,com.android.settings.Settings$WifiSettingsActivity,com.android.settings,15,1,1,com.android.settings.Settings$WifiSettingsActivity,com.android.settings
39eeda81-ae05-454b-8536-b9eb68a4be65-56,c1a5568a-5128-4edf-950b-ae4609e9cac4,1364120954,com.google.android.apps.paco.ExperimentManagerActivity,com.google.android.apps.paco,14,1,1,com.google.android.apps.paco.ExperimentManagerActivity,com.google.android.apps.paco
39eeda81-ae05-454b-8536-b9eb68a4be65-56,c1a5568a-5128-4edf-950b-ae4609e9cac4,1364120954,com.android.launcher2.Launcher,com.android.launcher,3,1,1,com.android.launcher2.Launcher,com.android.launcher
