id,device,timestamp,RUNNING_TASKS_baseActivity_mClass,RUNNING_TASKS_baseActivity_mPackage,RUNNING_TASKS_id,RUNNING_TASKS_numActivities,RUNNING_TASKS_numRunning,RUNNING_TASKS_topActivity_mClass,RUNNING_TASKS_topActivity_mPackage
1198dde9-102e-45ef-bc28-241513b4f616-28,be5f759d-a2cb-4fa9-97fe-226cac8a9d94,1364128001,com.android.launcher2.Launcher,com.android.launcher,5,1,1,com.android.launcher2.Launcher,com.android.launcher
1198dde9-102e-45ef-bc28-241513b4f616-28,be5f759d-a2cb-4fa9-97fe-226cac8a9d94,1364128001,org.bewellapp.dashBoardActivity,org.bewellapp,18,1,1,org.bewellapp.dashBoardActivity,org.bewellapp
1198dde9-102e-45ef-bc28-241513b4f616-28,be5f759d-a2cb-4fa9-97fe-226cac8a9d94,1364128001,com.android.providers.downloads.ui.DownloadList,com.android.providers.downloads.ui,17,1,1,com.android.providers.downloads.ui.DownloadList,com.android.providers.downloads.ui
1198dde9-102e-45ef-bc28-241513b4f616-28,be5f759d-a2cb-4fa9-97fe-226cac8a9d94,1364128001,com.google.android.apps.chrome.Main,com.android.chrome,11,1,1,com.google.android.apps.chrome.Main,com.android.chrome
1198dde9-102e-45ef-bc28-241513b4f616-28,be5f759d-a2cb-4fa9-97fe-226cac8a9d94,1364128001,com.google.android.setupwizard.SetupWizardActivity,com.google.android.setupwizard,3,1,0,com.google.android.setupwizard.SetupWizardActivity,com.google.android.setupwizard
1198dde9-102e-45ef-bc28-241513b4f616-28,be5f759d-a2cb-4fa9-97fe-226cac8a9d94,1364128001,com.android.contacts.activities.DialtactsActivity,com.android.contacts,6,1,0,com.android.contacts.activities.DialtactsActivity,com.android.contacts
1198dde9-102e-45ef-bc28-241513b4f616-88,be5f759d-a2cb-4fa9-97fe-226cac8a9d94,1364129201,com.android.launcher2.Launcher,com.android.launcher,5,1,1,com.android.launcher2.Launcher,com.android.launcher
1198dde9-102e-45ef-bc28-241513b4f616-88,be5f759d-a2cb-4fa9-97fe-226cac8a9d94,1364129201,org.bewellapp.dashBoardActivity,org.bewellapp,18,1,1,org.bewellapp.dashBoardActivity,org.bewellapp
1198dde9-102e-45ef-bc28-241513b4f616-88,be5f759d-a2cb-4fa9-97fe-226cac8a9d94,1364129201,com.android.providers.downloads.ui.DownloadList,com.android.providers.downloads.ui,17,1,1,com.android.providers.downloads.ui.DownloadList,com.android.providers.downloads.ui
1198dde9-102e-45ef-bc28-241513b4f616-88,be5f759d-a2cb-4fa9-97fe-226cac8a9d94,1364129201,com.google.android.apps.chrome.Main,com.android.chrome,11,1,1,com.google.android.apps.chrome.Main,com.android.chrome
1198dde9-102e-45ef-bc28-241513b4f616-88,be5f759d-a2cb-4fa9-97fe-226cac8a9d94,1364129201,com.google.android.setupwizard.SetupWizardActivity,com.google.android.setupwizard,3,1,0,com.google.android.setupwizard.SetupWizardActivity,com.google.android.setupwizard
1198dde9-102e-45ef-bc28-241513b4f616-88,be5f759d-a2cb-4fa9-97fe-226cac8a9d94,1364129201,com.android.contacts.activities.DialtactsActivity,com.android.contacts,6,1,0,com.android.contacts.activities.DialtactsActivity,com.android.contacts
5e2d5f00-53a7-409e-ac18-6d49eeca30d9-64,be5f759d-a2cb-4fa9-97fe-226cac8a9d94,1364100401,com.google.android.apps.paco.ExperimentManagerActivity,com.google.android.apps.paco,19,2,2,com.google.android.apps.paco.FindExperimentsActivity,com.google.android.apps.paco
5e2d5f00-53a7-409e-ac18-6d49eeca30d9-64,be5f759d-a2cb-4fa9-97fe-226cac8a9d94,1364100401,com.android.launcher2.Launcher,com.android.launcher,5,1,1,com.android.launcher2.Launcher,com.android.launcher
5e2d5f00-53a7-409e-ac18-6d49eeca30d9-64,be5f759d-a2cb-4fa9-97fe-226cac8a9d94,1364100401,org.bewellapp.dashBoardActivity,org.bewellapp,18,1,1,org.bewellapp.dashBoardActivity,org.bewellapp
5e2d5f00-53a7-409e-ac18-6d49eeca30d9-64,be5f759d-a2cb-4fa9-97fe-226cac8a9d94,1364100401,com.android.providers.downloads.ui.DownloadList,com.android.providers.downloads.ui,17,1,1,com.android.providers.downloads.ui.DownloadList,com.android.providers.downloads.ui
5e2d5f00-53a7-409e-ac18-6d49eeca30d9-64,be5f759d-a2cb-4fa9-97fe-226cac8a9d94,1364100401,com.google.android.apps.chrome.Main,com.android.chrome,11,1,1,com.google.android.apps.chrome.Main,com.android.chrome
5e2d5f00-53a7-409e-ac18-6d49eeca30d9-64,be5f759d-a2cb-4fa9-97fe-226cac8a9d94,1364100401,com.google.android.gm.ConversationListActivityGmail,com.google.android.gm,8,1,1,com.google.android.gm.ConversationListActivityGmail,com.google.android.gm
5e2d5f00-53a7-409e-ac18-6d49eeca30d9-64,be5f759d-a2cb-4fa9-97fe-226cac8a9d94,1364100401,com.google.android.setupwizard.SetupWizardActivity,com.google.android.setupwizard,3,1,0,com.google.android.setupwizard.SetupWizardActivity,com.google.android.setupwizard
5e2d5f00-53a7-409e-ac18-6d49eeca30d9-64,be5f759d-a2cb-4fa9-97fe-226cac8a9d94,1364100401,com.android.contacts.activities.DialtactsActivity,com.android.contacts,6,1,0,com.android.contacts.activities.DialtactsActivity,com.android.contacts
0aa64383-722f-499b-9b9e-aee125b7b28d-31,be5f759d-a2cb-4fa9-97fe-226cac8a9d94,1364120801,com.android.launcher2.Launcher,com.android.launcher,5,1,1,com.android.launcher2.Launcher,com.android.launcher
0aa64383-722f-499b-9b9e-aee125b7b28d-31,be5f759d-a2cb-4fa9-97fe-226cac8a9d94,1364120801,org.bewellapp.dashBoardActivity,org.bewellapp,18,1,1,org.bewellapp.dashBoardActivity,org.bewellapp
0aa64383-722f-499b-9b9e-aee125b7b28d-31,be5f759d-a2cb-4fa9-97fe-226cac8a9d94,1364120801,com.android.providers.downloads.ui.DownloadList,com.android.providers.downloads.ui,17,1,1,com.android.providers.downloads.ui.DownloadList,com.android.providers.downloads.ui
0aa64383-722f-499b-9b9e-aee125b7b28d-31,be5f759d-a2cb-4fa9-97fe-226cac8a9d94,1364120801,com.google.android.apps.chrome.Main,com.android.chrome,11,1,1,com.google.android.apps.chrome.Main,com.android.chrome
