id,device,timestamp,RUNNING_TASKS_baseActivity_mClass,RUNNING_TASKS_baseActivity_mPackage,RUNNING_TASKS_id,RUNNING_TASKS_numActivities,RUNNING_TASKS_numRunning,RUNNING_TASKS_topActivity_mClass,RUNNING_TASKS_topActivity_mPackage
be31a2f2-2f13-46f8-b1d4-c2a9e4c938f5-234,cd7ffa05-7e99-4c2f-a155-ad5440c66892,1364107538,com.google.android.apps.paco.ExperimentManagerActivity,com.google.android.apps.paco,11,5,5,com.google.android.apps.paco.ExperimentManagerActivity,com.google.android.apps.paco
be31a2f2-2f13-46f8-b1d4-c2a9e4c938f5-234,cd7ffa05-7e99-4c2f-a155-ad5440c66892,1364107538,com.android.launcher2.Launcher,com.android.launcher,3,1,1,com.android.launcher2.Launcher,com.android.launcher
be31a2f2-2f13-46f8-b1d4-c2a9e4c938f5-234,cd7ffa05-7e99-4c2f-a155-ad5440c66892,1364107538,com.google.android.apps.chrome.Main,com.android.chrome,14,1,1,com.google.android.apps.chrome.Main,com.android.chrome
be31a2f2-2f13-46f8-b1d4-c2a9e4c938f5-234,cd7ffa05-7e99-4c2f-a155-ad5440c66892,1364107538,com.google.android.gm.ConversationListActivityGmail,com.google.android.gm,5,1,1,com.google.android.gm.ConversationListActivityGmail,com.google.android.gm
be31a2f2-2f13-46f8-b1d4-c2a9e4c938f5-234,cd7ffa05-7e99-4c2f-a155-ad5440c66892,1364107538,org.bewellapp.dashBoardActivity,org.bewellapp,10,1,1,org.bewellapp.dashBoardActivity,org.bewellapp
be31a2f2-2f13-46f8-b1d4-c2a9e4c938f5-234,cd7ffa05-7e99-4c2f-a155-ad5440c66892,1364107538,com.android.providers.downloads.ui.DownloadList,com.android.providers.downloads.ui,8,1,1,com.android.providers.downloads.ui.DownloadList,com.android.providers.downloads.ui
be31a2f2-2f13-46f8-b1d4-c2a9e4c938f5-234,cd7ffa05-7e99-4c2f-a155-ad5440c66892,1364107538,com.android.settings.Settings$SecuritySettingsActivity,com.android.settings,7,1,1,com.android.settings.Settings$SecuritySettingsActivity,com.android.settings
be31a2f2-2f13-46f8-b1d4-c2a9e4c938f5-234,cd7ffa05-7e99-4c2f-a155-ad5440c66892,1364107538,com.google.android.velvet.tg.FirstRunActivity,com.google.android.googlequicksearchbox,6,1,1,com.google.android.velvet.tg.FirstRunActivity,com.google.android.googlequicksearchbox
be31a2f2-2f13-46f8-b1d4-c2a9e4c938f5-234,cd7ffa05-7e99-4c2f-a155-ad5440c66892,1364107538,com.android.settings.Settings,com.android.settings,4,3,3,com.android.settings.deviceinfo.Status,com.android.settings
be31a2f2-2f13-46f8-b1d4-c2a9e4c938f5-234,cd7ffa05-7e99-4c2f-a155-ad5440c66892,1364107538,com.google.android.setupwizard.SetupWizardActivity,com.google.android.setupwizard,2,1,0,com.google.android.setupwizard.SetupWizardActivity,com.google.android.setupwizard
6babac40-1abe-425f-b7b0-51d9dd8767b4-31,cd7ffa05-7e99-4c2f-a155-ad5440c66892,1364124338,com.android.launcher2.Launcher,com.android.launcher,3,1,1,com.android.launcher2.Launcher,com.android.launcher
6babac40-1abe-425f-b7b0-51d9dd8767b4-31,cd7ffa05-7e99-4c2f-a155-ad5440c66892,1364124338,com.android.settings.Settings$WifiSettingsActivity,com.android.settings,16,1,1,com.android.settings.Settings$WifiSettingsActivity,com.android.settings
6babac40-1abe-425f-b7b0-51d9dd8767b4-31,cd7ffa05-7e99-4c2f-a155-ad5440c66892,1364124338,com.google.android.apps.paco.ExperimentManagerActivity,com.google.android.apps.paco,11,5,5,com.google.android.apps.paco.ExperimentManagerActivity,com.google.android.apps.paco
6babac40-1abe-425f-b7b0-51d9dd8767b4-31,cd7ffa05-7e99-4c2f-a155-ad5440c66892,1364124338,com.google.android.apps.chrome.Main,com.android.chrome,14,1,1,com.google.android.apps.chrome.Main,com.android.chrome
6babac40-1abe-425f-b7b0-51d9dd8767b4-31,cd7ffa05-7e99-4c2f-a155-ad5440c66892,1364124338,com.google.android.gm.ConversationListActivityGmail,com.google.android.gm,5,1,1,com.google.android.gm.ConversationListActivityGmail,com.google.android.gm
6babac40-1abe-425f-b7b0-51d9dd8767b4-31,cd7ffa05-7e99-4c2f-a155-ad5440c66892,1364124338,org.bewellapp.dashBoardActivity,org.bewellapp,10,1,1,org.bewellapp.dashBoardActivity,org.bewellapp
6babac40-1abe-425f-b7b0-51d9dd8767b4-31,cd7ffa05-7e99-4c2f-a155-ad5440c66892,1364124338,com.android.providers.downloads.ui.DownloadList,com.android.providers.downloads.ui,8,1,1,com.android.providers.downloads.ui.DownloadList,com.android.providers.downloads.ui
6babac40-1abe-425f-b7b0-51d9dd8767b4-31,cd7ffa05-7e99-4c2f-a155-ad5440c66892,1364124338,com.android.settings.Settings$SecuritySettingsActivity,com.android.settings,7,1,1,com.android.settings.Settings$SecuritySettingsActivity,com.android.settings
6babac40-1abe-425f-b7b0-51d9dd8767b4-31,cd7ffa05-7e99-4c2f-a155-ad5440c66892,1364124338,com.google.android.velvet.tg.FirstRunActivity,com.google.android.googlequicksearchbox,6,1,1,com.google.android.velvet.tg.FirstRunActivity,com.google.android.googlequicksearchbox
6babac40-1abe-425f-b7b0-51d9dd8767b4-31,cd7ffa05-7e99-4c2f-a155-ad5440c66892,1364124338,com.android.settings.Settings,com.android.settings,4,3,3,com.android.settings.deviceinfo.Status,com.android.settings
6babac40-1abe-425f-b7b0-51d9dd8767b4-31,cd7ffa05-7e99-4c2f-a155-ad5440c66892,1364124338,com.google.android.setupwizard.SetupWizardActivity,com.google.android.setupwizard,2,1,0,com.google.android.setupwizard.SetupWizardActivity,com.google.android.setupwizard
6babac40-1abe-425f-b7b0-51d9dd8767b4-130,cd7ffa05-7e99-4c2f-a155-ad5440c66892,1364125538,com.android.launcher2.Launcher,com.android.launcher,3,1,1,com.android.launcher2.Launcher,com.android.launcher
6babac40-1abe-425f-b7b0-51d9dd8767b4-130,cd7ffa05-7e99-4c2f-a155-ad5440c66892,1364125538,com.android.settings.Settings$WifiSettingsActivity,com.android.settings,16,1,1,com.android.settings.Settings$WifiSettingsActivity,com.android.settings
6babac40-1abe-425f-b7b0-51d9dd8767b4-130,cd7ffa05-7e99-4c2f-a155-ad5440c66892,1364125538,com.google.android.apps.paco.ExperimentManagerActivity,com.google.android.apps.paco,11,5,5,com.google.android.apps.paco.ExperimentManagerActivity,com.google.android.apps.paco
6babac40-1abe-425f-b7b0-51d9dd8767b4-130,cd7ffa05-7e99-4c2f-a155-ad5440c66892,1364125538,com.google.android.apps.chrome.Main,com.android.chrome,14,1,1,com.google.android.apps.chrome.Main,com.android.chrome
6babac40-1abe-425f-b7b0-51d9dd8767b4-130,cd7ffa05-7e99-4c2f-a155-ad5440c66892,1364125538,com.google.android.gm.ConversationListActivityGmail,com.google.android.gm,5,1,1,com.google.android.gm.ConversationListActivityGmail,com.google.android.gm
6babac40-1abe-425f-b7b0-51d9dd8767b4-130,cd7ffa05-7e99-4c2f-a155-ad5440c66892,1364125538,org.bewellapp.dashBoardActivity,org.bewellapp,10,1,1,org.bewellapp.dashBoardActivity,org.bewellapp
6babac40-1abe-425f-b7b0-51d9dd8767b4-130,cd7ffa05-7e99-4c2f-a155-ad5440c66892,1364125538,com.android.providers.downloads.ui.DownloadList,com.android.providers.downloads.ui,8,1,1,com.android.providers.downloads.ui.DownloadList,com.android.providers.downloads.ui
6babac40-1abe-425f-b7b0-51d9dd8767b4-130,cd7ffa05-7e99-4c2f-a155-ad5440c66892,1364125538,com.android.settings.Settings$SecuritySettingsActivity,com.android.settings,7,1,1,com.android.settings.Settings$SecuritySettingsActivity,com.android.settings
6babac40-1abe-425f-b7b0-51d9dd8767b4-130,cd7ffa05-7e99-4c2f-a155-ad5440c66892,1364125538,com.google.android.velvet.tg.FirstRunActivity,com.google.android.googlequicksearchbox,6,1,1,com.google.android.velvet.tg.FirstRunActivity,com.google.android.googlequicksearchbox
6babac40-1abe-425f-b7b0-51d9dd8767b4-130,cd7ffa05-7e99-4c2f-a155-ad5440c66892,1364125538,com.android.settings.Settings,com.android.settings,4,3,3,com.android.settings.deviceinfo.Status,com.android.settings
6babac40-1abe-425f-b7b0-51d9dd8767b4-130,cd7ffa05-7e99-4c2f-a155-ad5440c66892,1364125538,com.google.android.setupwizard.SetupWizardActivity,com.google.android.setupwizard,2,1,0,com.google.android.setupwizard.SetupWizardActivity,com.google.android.setupwizard
