id,device,timestamp,RUNNING_TASKS_baseActivity_mClass,RUNNING_TASKS_baseActivity_mPackage,RUNNING_TASKS_id,RUNNING_TASKS_numActivities,RUNNING_TASKS_numRunning,RUNNING_TASKS_topActivity_mClass,RUNNING_TASKS_topActivity_mPackage
06fcd482-9bc1-4022-97f9-4467e23d4510-19,e3dfba25-dc90-4991-afbd-318923b4f8c6,1364153602,org.bewellapp.dashBoardActivity,org.bewellapp,17,1,1,org.bewellapp.dashBoardActivity,org.bewellapp
06fcd482-9bc1-4022-97f9-4467e23d4510-19,e3dfba25-dc90-4991-afbd-318923b4f8c6,1364153602,com.android.launcher2.Launcher,com.android.launcher,3,1,1,com.android.launcher2.Launcher,com.android.launcher
06fcd482-9bc1-4022-97f9-4467e23d4510-19,e3dfba25-dc90-4991-afbd-318923b4f8c6,1364153602,com.google.android.apps.paco.ExperimentManagerActivity,com.google.android.apps.paco,14,2,2,com.google.android.apps.paco.PAM,com.google.android.apps.paco
06fcd482-9bc1-4022-97f9-4467e23d4510-19,e3dfba25-dc90-4991-afbd-318923b4f8c6,1364153602,com.google.android.apps.chrome.Main,com.android.chrome,16,1,1,com.google.android.apps.chrome.Main,com.android.chrome
06fcd482-9bc1-4022-97f9-4467e23d4510-19,e3dfba25-dc90-4991-afbd-318923b4f8c6,1364153602,com.android.settings.Settings$WifiSettingsActivity,com.android.settings,15,1,1,com.android.settings.Settings$WifiSettingsActivity,com.android.settings
06fcd482-9bc1-4022-97f9-4467e23d4510-19,e3dfba25-dc90-4991-afbd-318923b4f8c6,1364153602,com.android.systemui.recent.RecentsActivity,com.android.systemui,12,1,1,com.android.systemui.recent.RecentsActivity,com.android.systemui
06fcd482-9bc1-4022-97f9-4467e23d4510-19,e3dfba25-dc90-4991-afbd-318923b4f8c6,1364153602,com.google.android.gm.ConversationListActivityGmail,com.google.android.gm,5,1,1,com.google.android.gm.ConversationListActivityGmail,com.google.android.gm
06fcd482-9bc1-4022-97f9-4467e23d4510-19,e3dfba25-dc90-4991-afbd-318923b4f8c6,1364153602,com.google.android.apps.genie.geniewidget.activities.NewsActivity,com.google.android.apps.genie.geniewidget,7,1,1,com.google.android.apps.genie.geniewidget.activities.NewsActivity,com.google.android.apps.genie.geniewidget
06fcd482-9bc1-4022-97f9-4467e23d4510-19,e3dfba25-dc90-4991-afbd-318923b4f8c6,1364153602,com.android.settings.Settings,com.android.settings,6,3,3,com.android.settings.deviceinfo.Status,com.android.settings
06fcd482-9bc1-4022-97f9-4467e23d4510-19,e3dfba25-dc90-4991-afbd-318923b4f8c6,1364153602,com.google.android.setupwizard.SetupWizardActivity,com.google.android.setupwizard,2,1,0,com.google.android.setupwizard.SetupWizardActivity,com.google.android.setupwizard
06fcd482-9bc1-4022-97f9-4467e23d4510-70,e3dfba25-dc90-4991-afbd-318923b4f8c6,1364154802,com.android.launcher2.Launcher,com.android.launcher,3,1,1,com.android.launcher2.Launcher,com.android.launcher
06fcd482-9bc1-4022-97f9-4467e23d4510-70,e3dfba25-dc90-4991-afbd-318923b4f8c6,1364154802,com.google.android.apps.paco.ExperimentManagerActivity,com.google.android.apps.paco,14,1,1,com.google.android.apps.paco.ExperimentManagerActivity,com.google.android.apps.paco
06fcd482-9bc1-4022-97f9-4467e23d4510-70,e3dfba25-dc90-4991-afbd-318923b4f8c6,1364154802,com.google.android.apps.chrome.Main,com.android.chrome,16,1,1,com.google.android.apps.chrome.Main,com.android.chrome
06fcd482-9bc1-4022-97f9-4467e23d4510-70,e3dfba25-dc90-4991-afbd-318923b4f8c6,1364154802,com.android.settings.Settings$WifiSettingsActivity,com.android.settings,15,1,1,com.android.settings.Settings$WifiSettingsActivity,com.android.settings
06fcd482-9bc1-4022-97f9-4467e23d4510-70,e3dfba25-dc90-4991-afbd-318923b4f8c6,1364154802,com.android.systemui.recent.RecentsActivity,com.android.systemui,12,1,1,com.android.systemui.recent.RecentsActivity,com.android.systemui
06fcd482-9bc1-4022-97f9-4467e23d4510-70,e3dfba25-dc90-4991-afbd-318923b4f8c6,1364154802,com.google.android.gm.ConversationListActivityGmail,com.google.android.gm,5,1,1,com.google.android.gm.ConversationListActivityGmail,com.google.android.gm
06fcd482-9bc1-4022-97f9-4467e23d4510-70,e3dfba25-dc90-4991-afbd-318923b4f8c6,1364154802,com.google.android.apps.genie.geniewidget.activities.NewsActivity,com.google.android.apps.genie.geniewidget,7,1,1,com.google.android.apps.genie.geniewidget.activities.NewsActivity,com.google.android.apps.genie.geniewidget
06fcd482-9bc1-4022-97f9-4467e23d4510-70,e3dfba25-dc90-4991-afbd-318923b4f8c6,1364154802,com.android.settings.Settings,com.android.settings,6,3,3,com.android.settings.deviceinfo.Status,com.android.settings
06fcd482-9bc1-4022-97f9-4467e23d4510-70,e3dfba25-dc90-4991-afbd-318923b4f8c6,1364154802,com.google.android.setupwizard.SetupWizardActivity,com.google.android.setupwizard,2,1,0,com.google.android.setupwizard.SetupWizardActivity,com.google.android.setupwizard
06fcd482-9bc1-4022-97f9-4467e23d4510-70,e3dfba25-dc90-4991-afbd-318923b4f8c6,1364154802,com.android.contacts.activities.DialtactsActivity,com.android.contacts,18,1,1,com.android.contacts.activities.DialtactsActivity,com.android.contacts
