id,device,timestamp,CALLS__id,CALLS_date,CALLS_duration,CALLS_name,CALLS_number,CALLS_numberlabel,CALLS_numbertype,CALLS_type
0cf78410-8527-46b8-ac77-ff5ed2b65563-46,1edff768-5466-42b7-86d3-539556887683,1364123894,,,,,,,,
640b3a05-1970-463e-9cd0-4aaa956a1040-95,1edff768-5466-42b7-86d3-539556887683,1364109494,,,,,,,,
3f1063bd-d56e-4f51-b34a-2c4c1597817e-45,1edff768-5466-42b7-86d3-539556887683,1364131094,,,,,,,,
4437d58c-d093-485a-adac-e9d307866b52-41,1edff768-5466-42b7-86d3-539556887683,1364138294,,,,,,,,
72603cef-4ce5-4c38-88b5-c08be1b67876-47,1edff768-5466-42b7-86d3-539556887683,1364141894,,,,,,,,
ed0d6e16-1ddd-4ef4-b156-8c38eccdb885-46,1edff768-5466-42b7-86d3-539556887683,1364113094,,,,,,,,
8c70dc6c-763b-4b39-8639-43b24ca134c8-70,1edff768-5466-42b7-86d3-539556887683,1364134694,,,,,,,,
77b1f7da-34a1-4f5c-82f9-0bde1a41230f-85,1edff768-5466-42b7-86d3-539556887683,1364105894,,,,,,,,
cfec8fc8-63d5-43be-a26d-4e4e3db2c3e2-17,1edff768-5466-42b7-86d3-539556887683,1364095094,,,,,,,,
9e15d9a7-b679-4be7-8b26-9feccb56a667-108,1edff768-5466-42b7-86d3-539556887683,1364098694,,,,,,,,
610e6974-fe2f-4373-a52f-3106043a83fc-45,1edff768-5466-42b7-86d3-539556887683,1364120294,,,,,,,,
d49e55bb-6616-476b-9156-f2cf7b7f90bc-45,1edff768-5466-42b7-86d3-539556887683,1364127494,,,,,,,,
e19c9790-fc94-4d9f-bfc8-c453f8341c65-19,1edff768-5466-42b7-86d3-539556887683,1364102294,,,,,,,,
4dc9658c-6778-48b1-a736-50b47d3bd028-46,1edff768-5466-42b7-86d3-539556887683,1364116694,,,,,,,,
bf80d410-e531-438d-9ed1-3e5b9934b415-46,1edff768-5466-42b7-86d3-539556887683,1364145494,,,,,,,,
e35eb305-8319-403c-82e7-45da29639663-62,1edff768-5466-42b7-86d3-539556887683,1364149094,,,,,,,,
020b6e39-b59d-4534-9372-a5985db693aa-47,1edff768-5466-42b7-86d3-539556887683,1364152694,,,,,,,,
5ec28202-fa17-41f7-b9ba-774ca25c85db-38,1edff768-5466-42b7-86d3-539556887683,1364156294,,,,,,,,
35ef8c9e-6b67-43ca-8b84-88048b11b97c-37,1edff768-5466-42b7-86d3-539556887683,1364159894,,,,,,,,
98a39f04-7f79-4454-8284-79766555efc3-35,1edff768-5466-42b7-86d3-539556887683,1364163494,,,,,,,,
a69ae8f5-c527-4789-9ddb-54d10bc3598b-36,1edff768-5466-42b7-86d3-539556887683,1364167094,,,,,,,,
ff6bd938-98d9-42ff-8878-656deeaf87e1-36,1edff768-5466-42b7-86d3-539556887683,1364170694,,,,,,,,
e254f005-6e01-4831-9255-f052e51323ff-35,1edff768-5466-42b7-86d3-539556887683,1364174294,,,,,,,,
5013865a-4a4d-4771-af1e-988bcff4ecea-34,1edff768-5466-42b7-86d3-539556887683,1364177894,,,,,,,,
04089797-8c1f-45f4-b6d7-05a24e39e7b3-35,1edff768-5466-42b7-86d3-539556887683,1364181494,,,,,,,,
23cd82e0-c2b8-40e4-8437-922ec671f7c3-35,1edff768-5466-42b7-86d3-539556887683,1364185094,,,,,,,,
c00e8ba7-224c-4eea-881d-637ee51fe71a-35,1edff768-5466-42b7-86d3-539556887683,1364188694,,,,,,,,
5095b774-cce2-43a6-a65a-47f62af153ad-35,1edff768-5466-42b7-86d3-539556887683,1364192294,,,,,,,,
addd6708-8495-4738-bde2-331b4b4bf513-35,1edff768-5466-42b7-86d3-539556887683,1364195894,,,,,,,,
cf682721-e072-478a-99f3-08a7554a3d07-35,1edff768-5466-42b7-86d3-539556887683,1364199494,,,,,,,,
1d321731-c586-4d69-990e-c6415de1e11d-34,1edff768-5466-42b7-86d3-539556887683,1364203094,,,,,,,,
58a7809c-6634-4d1b-abfa-62e66db1ff68-35,1edff768-5466-42b7-86d3-539556887683,1364206694,,,,,,,,
ad4d6eac-e68f-43e0-90d6-22d418b0d3b9-35,1edff768-5466-42b7-86d3-539556887683,1364210294,,,,,,,,
c3a91fb4-f02f-49c2-87f8-5c11aa064965-45,1edff768-5466-42b7-86d3-539556887683,1364213894,,,,,,,,
2bce7b13-a42a-47e3-995e-933d4a454962-47,1edff768-5466-42b7-86d3-539556887683,1364217494,,,,,,,,
c0ea10a3-0ff1-473c-81b0-5a8c78c1d4ac-49,1edff768-5466-42b7-86d3-539556887683,1364221094,,,,,,,,
19cc7eff-8dce-476a-948c-854a3100f013-48,1edff768-5466-42b7-86d3-539556887683,1364224694,,,,,,,,
8b0006d3-b4f1-4b74-b2ee-d29ec8faf5a7-44,1edff768-5466-42b7-86d3-539556887683,1364228294,,,,,,,,
1e409db0-6bdd-482f-867e-ce1662d5da17-53,1edff768-5466-42b7-86d3-539556887683,1364231894,,,,,,,,
d8ad636c-3f93-4235-8346-d57324ec4aca-49,1edff768-5466-42b7-86d3-539556887683,1364235494,,,,,,,,
36e17bb8-710f-444e-b644-ffbb53260ea7-48,1edff768-5466-42b7-86d3-539556887683,1364239094,,,,,,,,
80d7af98-4fcb-48bb-9ae7-1595c248481c-44,1edff768-5466-42b7-86d3-539556887683,1364242694,,,,,,,,
6d0ac990-5399-4298-aba7-84eaedbc51dd-47,1edff768-5466-42b7-86d3-539556887683,1364246294,,,,,,,,
e98dea69-d5fe-49da-bf5b-3282aa0f4b05-46,1edff768-5466-42b7-86d3-539556887683,1364249894,,,,,,,,
a652a9ec-01a6-496e-a54e-a04b6db6ecbd-47,1edff768-5466-42b7-86d3-539556887683,1364325494,,,,,,,,
c2b56ff5-da7e-4597-9b18-23f84ced265a-35,1edff768-5466-42b7-86d3-539556887683,1364300294,,,,,,,,
c3e032fe-7f7a-407a-bb88-8b73dec57463-35,1edff768-5466-42b7-86d3-539556887683,1364285894,,,,,,,,
412f0d23-9114-46a0-8d04-483a2d3c88c5-36,1edff768-5466-42b7-86d3-539556887683,1364260694,,,,,,,,
60c2df9a-f856-4006-afb6-cdb0c4f215e6-46,1edff768-5466-42b7-86d3-539556887683,1364332694,,,,,,,,
2232f709-8569-433e-b213-85dc2e37675a-35,1edff768-5466-42b7-86d3-539556887683,1364296694,,,,,,,,
c83dce03-6a98-4639-aafa-2cfae626ab74-35,1edff768-5466-42b7-86d3-539556887683,1364293094,,,,,,,,
a4abb143-ca8e-4f99-97b9-af9c4ec39244-58,1edff768-5466-42b7-86d3-539556887683,1364336294,,,,,,,,
8c94ae77-da38-4f4e-8088-a59dd6c1d043-35,1edff768-5466-42b7-86d3-539556887683,1364271494,,,,,,,,
7e43b480-66e2-40d8-b1ac-c9f1f1fd0079-35,1edff768-5466-42b7-86d3-539556887683,1364267894,,,,,,,,
8f815b06-f6e5-4b31-8d6c-4aeeba845615-53,1edff768-5466-42b7-86d3-539556887683,1364311094,,,,,,,,
20c07921-4bd3-4276-af94-0f9ad1aec707-35,1edff768-5466-42b7-86d3-539556887683,1364282294,,,,,,,,
e914f19b-dd5f-4194-804d-cbf322004d79-57,1edff768-5466-42b7-86d3-539556887683,1364314694,,,,,,,,
4095a640-e8e0-44ff-8186-ea0f151b8bf0-45,1edff768-5466-42b7-86d3-539556887683,1364329094,,,,,,,,
d928746e-bc01-407d-b146-769c31c1a82a-36,1edff768-5466-42b7-86d3-539556887683,1364257094,,,,,,,,
3ff7ca44-5fbf-4038-ba72-5a5683288d64-43,1edff768-5466-42b7-86d3-539556887683,1364321894,,,,,,,,
