id,device,timestamp,CALLS__id,CALLS_date,CALLS_duration,CALLS_name,CALLS_number,CALLS_numberlabel,CALLS_numbertype,CALLS_type
9ef1c2ba-8dc9-4cc3-8593-fafe7e06d16c-20,0c3ee513-2150-4e63-86df-1232670fe4b0,1364137805,,,,,,,,
c3169eb9-e371-47be-a8ad-0b8c6cce0d45-20,0c3ee513-2150-4e63-86df-1232670fe4b0,1364123405,,,,,,,,
907b8928-cefb-452b-8d51-5392104361eb-32,0c3ee513-2150-4e63-86df-1232670fe4b0,1364116205,,,,,,,,
2a9335e8-0b39-4c07-9c05-58765e2d6538-43,0c3ee513-2150-4e63-86df-1232670fe4b0,1364109005,,,,,,,,
298dd744-23d8-4be3-b5e6-4c5b598763a8-20,0c3ee513-2150-4e63-86df-1232670fe4b0,1364141405,,,,,,,,
29c850a6-9895-424f-920d-7ae44a8d7fee-19,0c3ee513-2150-4e63-86df-1232670fe4b0,1364119805,,,,,,,,
f1a7eec7-c23f-4f80-9e8d-fbf5dd1e4cca-30,0c3ee513-2150-4e63-86df-1232670fe4b0,1364112605,,,,,,,,
a5faeea2-02fe-4634-86f8-95baac6c2b7f-536,0c3ee513-2150-4e63-86df-1232670fe4b0,1364105405,,,,,,,,
9d2b5771-13b8-47db-b564-6e3224890b7c-17,0c3ee513-2150-4e63-86df-1232670fe4b0,1364101805,,,,,,,,
34296ab0-c5ed-4f8e-af91-1e1219d25638-18,0c3ee513-2150-4e63-86df-1232670fe4b0,1364130605,,,,,,,,
c352c505-f190-4176-84a9-b739e888ceca-20,0c3ee513-2150-4e63-86df-1232670fe4b0,1364127005,,,,,,,,
9db796fd-2105-42fe-ae4f-f34a1d992859-20,0c3ee513-2150-4e63-86df-1232670fe4b0,1364134205,,,,,,,,
3655a298-9790-4990-a7e3-8ac2146e5446-20,0c3ee513-2150-4e63-86df-1232670fe4b0,1364145005,,,,,,,,
1e8b3b5e-9c4c-4dc2-a656-c098621ae367-20,0c3ee513-2150-4e63-86df-1232670fe4b0,1364148605,,,,,,,,
7b55fb24-39f3-4314-9f83-3bcab8fcf2ce-24,0c3ee513-2150-4e63-86df-1232670fe4b0,1364152205,,,,,,,,
34726434-f4d0-4d87-820a-6a66baf4aadf-33,0c3ee513-2150-4e63-86df-1232670fe4b0,1364155805,,,,,,,,
