id,device,timestamp,CALLS__id,CALLS_date,CALLS_duration,CALLS_name,CALLS_number,CALLS_numberlabel,CALLS_numbertype,CALLS_type
6babac40-1abe-425f-b7b0-51d9dd8767b4-33,cd7ffa05-7e99-4c2f-a155-ad5440c66892,1364124338,,,,,,,,
62257e12-04e4-4248-8135-89426b31e4dd-44,cd7ffa05-7e99-4c2f-a155-ad5440c66892,1364117138,,,,,,,,
be0a20eb-209f-42db-af73-e6b88af5569c-64,cd7ffa05-7e99-4c2f-a155-ad5440c66892,1364109938,,,,,,,,
56118538-6f8d-4ff0-95f9-baacbe8321ea-271,cd7ffa05-7e99-4c2f-a155-ad5440c66892,1364106338,,,,,,,,
b147fa3f-1a64-4e47-a13a-185f771cb0b4-30,cd7ffa05-7e99-4c2f-a155-ad5440c66892,1364135138,,,,,,,,
d3426d32-b5a7-45fc-8ff6-ea6921e72f8b-48,cd7ffa05-7e99-4c2f-a155-ad5440c66892,1364131538,,,,,,,,
7701ae44-bd2d-4c02-90bb-aa807a7e4c16-47,cd7ffa05-7e99-4c2f-a155-ad5440c66892,1364113538,,,,,,,,
f9216c5f-7ff2-4f52-80c0-379a7627ae1a-18,cd7ffa05-7e99-4c2f-a155-ad5440c66892,1364102738,,,,,,,,
fb86d520-a576-4f34-b81e-8c0c7fe1b1a7-34,cd7ffa05-7e99-4c2f-a155-ad5440c66892,1364138738,,,,,,,,
569ac279-2853-4cab-b74a-d22ccbd431bd-44,cd7ffa05-7e99-4c2f-a155-ad5440c66892,1364120738,,,,,,,,
6ddb0564-5853-4089-873e-a378e740f9bb-20,cd7ffa05-7e99-4c2f-a155-ad5440c66892,1364127938,,,,,,,,
77db7045-0998-47d1-a822-5e337630277d-28,cd7ffa05-7e99-4c2f-a155-ad5440c66892,1364142338,,,,,,,,
8c9518a6-98ea-4755-bec4-5e97d4f054e7-45,cd7ffa05-7e99-4c2f-a155-ad5440c66892,1364145938,,,,,,,,
d82bf748-6240-4eaf-8585-a84933afb84a-44,cd7ffa05-7e99-4c2f-a155-ad5440c66892,1364149538,,,,,,,,
f39cea74-c511-46aa-b7e7-ebff65c8ccd7-32,cd7ffa05-7e99-4c2f-a155-ad5440c66892,1364153138,,,,,,,,
