id,device,timestamp
63853687-96ae-4d93-a04e-24d40862f9e3-99,121fd048-9b82-4082-8f7a-b08a22ce3267,1364105097
446ee904-235c-48ed-9805-487f9f69f46b-27,121fd048-9b82-4082-8f7a-b08a22ce3267,1364101497
3701dbe4-e44f-4510-9988-e32635809f43-106,121fd048-9b82-4082-8f7a-b08a22ce3267,1364097897
dc9bb2c6-4068-4a99-a984-7188fda7529d-19,121fd048-9b82-4082-8f7a-b08a22ce3267,1364094297
85eaaeff-1e1e-4f3b-90e4-04e2dd754928-32,121fd048-9b82-4082-8f7a-b08a22ce3267,1364108697
87478b36-f306-4f95-9f35-7e764ac5867d-54,121fd048-9b82-4082-8f7a-b08a22ce3267,1364112297
adda6894-81eb-431d-979a-8e0323bc2969-64,121fd048-9b82-4082-8f7a-b08a22ce3267,1364115897
5836ec8d-abc5-4e7d-9b53-848ea57abbef-33,121fd048-9b82-4082-8f7a-b08a22ce3267,1364119497
81931c66-4291-4148-b986-e6f7c5ea47ba-29,121fd048-9b82-4082-8f7a-b08a22ce3267,1364123097
afeb1d16-c255-44ec-b316-c5a1b1470936-18,121fd048-9b82-4082-8f7a-b08a22ce3267,1364126697
11fc6b1c-4195-431b-8005-3d2a1278bd5f-20,121fd048-9b82-4082-8f7a-b08a22ce3267,1364130297
eef8f9c1-e9ef-4cdd-a16e-d27d35b10aa9-20,121fd048-9b82-4082-8f7a-b08a22ce3267,1364133897
12f1cf4b-5b9e-4dce-966c-dde74fe836bf-20,121fd048-9b82-4082-8f7a-b08a22ce3267,1364137497
64044e0f-d79f-48b8-9e40-097f6a55be5a-20,121fd048-9b82-4082-8f7a-b08a22ce3267,1364141097
0d1110f9-f8a8-4338-9527-2b483f38b14c-19,121fd048-9b82-4082-8f7a-b08a22ce3267,1364144697
983ed969-acd9-4d2d-b273-2925e18c45ac-20,121fd048-9b82-4082-8f7a-b08a22ce3267,1364148297
d6afff87-2118-4f21-98d5-a500887cc43a-35,121fd048-9b82-4082-8f7a-b08a22ce3267,1364151897
b9207aa1-dc2d-4ad8-9b25-2a85f7d4b45c-20,121fd048-9b82-4082-8f7a-b08a22ce3267,1364155497
53084344-f91a-46b1-96a8-846520008dcc-19,121fd048-9b82-4082-8f7a-b08a22ce3267,1364159097
17340a7d-4784-4d71-88c5-83191394908e-21,121fd048-9b82-4082-8f7a-b08a22ce3267,1364162697
96197393-6071-48f6-8ddb-0cf5c70c090a-35,121fd048-9b82-4082-8f7a-b08a22ce3267,1364166297
44aa895b-18b7-4f9b-9b01-862bba49bdef-19,121fd048-9b82-4082-8f7a-b08a22ce3267,1364169897
424fdad4-5f02-4861-8daa-be28055dc3eb-34,121fd048-9b82-4082-8f7a-b08a22ce3267,1364173497
6740b73d-5294-4621-986b-ae0df72ac7dc-41,121fd048-9b82-4082-8f7a-b08a22ce3267,1364177097
c09a7aaa-bb82-4ba4-a444-06c2716099b0-35,121fd048-9b82-4082-8f7a-b08a22ce3267,1364180697
2dba5906-d417-470b-bf9f-027ae5bf801a-29,121fd048-9b82-4082-8f7a-b08a22ce3267,1364184297
df0368a3-4ba9-4102-99dd-67d7d6ec6e8c-20,121fd048-9b82-4082-8f7a-b08a22ce3267,1364187897
90e572e5-76f9-4309-ba7b-dcdbb2092870-20,121fd048-9b82-4082-8f7a-b08a22ce3267,1364191497
bb7393e7-725e-480b-9579-b3ed067e72b3-41,121fd048-9b82-4082-8f7a-b08a22ce3267,1364195097
57e600d2-08c7-4c22-b37a-77e1921a45d6-19,121fd048-9b82-4082-8f7a-b08a22ce3267,1364198697
e2a9c0cf-7aec-40e1-bac7-d664b10b8fdf-20,121fd048-9b82-4082-8f7a-b08a22ce3267,1364202297
4055d617-2a28-4d1a-b697-12bdefd621f1-32,121fd048-9b82-4082-8f7a-b08a22ce3267,1364205897
1460761e-f2a6-42ed-bbec-63c5077897a3-44,121fd048-9b82-4082-8f7a-b08a22ce3267,1364209497
8c9e4aa6-062e-4072-9188-1e12dcfdb544-48,121fd048-9b82-4082-8f7a-b08a22ce3267,1364213097
a3ed1c3b-6575-4719-bd74-c87a04d7a1f4-31,121fd048-9b82-4082-8f7a-b08a22ce3267,1364216697
104474ca-6caa-491c-a629-08cd29ddff3a-30,121fd048-9b82-4082-8f7a-b08a22ce3267,1364220297
4b12acc4-7046-436c-9b9b-a9af091ba9b8-33,121fd048-9b82-4082-8f7a-b08a22ce3267,1364223897
ac50c727-f24d-4900-aaf8-9bf3b2081683-20,121fd048-9b82-4082-8f7a-b08a22ce3267,1364227497
b761c1de-939b-4165-96ed-d7165751fe11-31,121fd048-9b82-4082-8f7a-b08a22ce3267,1364231097
e8815845-60aa-4448-9ca3-e6f7157db399-28,121fd048-9b82-4082-8f7a-b08a22ce3267,1364234697
c6e7ed11-0d44-443e-b35a-a7bd4329c21e-19,121fd048-9b82-4082-8f7a-b08a22ce3267,1364238297
20771163-a3e9-45a0-a2e9-55383f04dcec-19,121fd048-9b82-4082-8f7a-b08a22ce3267,1364241897
fabd5a94-f07a-4284-94f1-299516c32c65-19,121fd048-9b82-4082-8f7a-b08a22ce3267,1364245497
dce15cb1-3e8d-4a2b-8570-6dfa9cd854e8-20,121fd048-9b82-4082-8f7a-b08a22ce3267,1364249097
bab8266c-3d30-4736-b953-4215cfd8489f-24,121fd048-9b82-4082-8f7a-b08a22ce3267,1364270697
0c936deb-e35d-4cfd-b514-6c882acfd56a-26,121fd048-9b82-4082-8f7a-b08a22ce3267,1364259897
e67f502c-3034-478e-855c-2d8de97401c5-21,121fd048-9b82-4082-8f7a-b08a22ce3267,1364306697
84c40cff-6bbc-424c-9d8c-83accbab368f-20,121fd048-9b82-4082-8f7a-b08a22ce3267,1364288697
980f00e3-c3bc-4fe8-a619-d0a53d3d4199-24,121fd048-9b82-4082-8f7a-b08a22ce3267,1364292297
